Data Guru Kec. Ilir Barat II - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;SD NEGERI 030 PALEMBANG;10603469;SD;Negeri;10 Mar 2026 07:52:58;18;688;23;27;2;13;0;1
2;SD NEGERI 031 PALEMBANG;10603468;SD;Negeri;05 Mar 2026 10:25:31;15;313;12;15;1;12;0;1
3;SD NEGERI 032 PALEMBANG;10603467;SD;Negeri;06 Mar 2026 20:07:44;22;311;12;12;4;5;0;1
4;SD NEGERI 033 PALEMBANG;10603466;SD;Negeri;13 Mar 2026 08:20:15;8;916;30;34;4;17;1;1
5;SD NEGERI 034 PALEMBANG;10603465;SD;Negeri;05 Mar 2026 13:50:23;27;402;13;17;3;11;1;1
6;SD NEGERI 035 PALEMBANG;10603464;SD;Negeri;04 Mar 2026 11:32:50;53;1,031;35;44;6;16;1;1
7;SD NEGERI 036 PALEMBANG;10603475;SD;Negeri;10 Mar 2026 08:22:41;11;114;6;10;1;10;0;1
8;SD NEGERI 037 PALEMBANG;10603559;SD;Negeri;06 Mar 2026 12:30:54;27;154;6;7;3;6;0;1
9;SD NEGERI 038 PALEMBANG;10603542;SD;Negeri;10 Mar 2026 09:17:55;42;353;13;16;5;13;0;1
10;SD ADVENT I PALEMBANG;10609439;SD;Swasta;02 Mar 2026 09:01:51;22;77;6;2;1;6;1;1
11;SMP NEGERI 13 PALEMBANG;10603757;SMP;Negeri;07 Mar 2026 14:21:51;104;991;31;53;11;15;2;1
12;SMP NEGERI 43 PALEMBANG;10603769;SMP;Negeri;02 Mar 2026 23:41:05;42;649;21;40;10;23;2;1
13;SMP ADVENT PALEMBANG;10609484;SMP;Swasta;15 Feb 2026 15:37:30;22;48;3;4;1;3;1;2
14;SMP ISLAM AZ-ZAHRAH 01 PALEMBANG;10609491;SMP;Swasta;03 Mar 2026 09:10:43;28;327;11;19;5;11;2;1
15;SMP TELADAN PALEMBANG;10609591;SMP;Swasta;20 Feb 2026 13:31:40;21;81;3;5;2;4;0;1
16;SMP TRI DHARMA PALEMBANG;10609593;SMP;Swasta;03 Mar 2026 11:16:11;34;496;15;20;4;16;3;1
17;SMA AZ-ZAHRAH PALEMBANG;10609645;SMA;Swasta;10 Mar 2026 08:58:25;154;337;10;18;7;10;7;1
18;SMA SJAKHYAKIRTI PALEMBANG;10609691;SMA;Swasta;12 Mar 2026 16:39:00;125;506;16;22;5;19;1;1
19;SMA TELADAN PALEMBANG;10609695;SMA;Swasta;22 Jan 2026 12:23:03;18;36;3;8;0;3;1;1
20;SMA TRI DHARMA PALEMBANG;10609697;SMA;Swasta;09 Mar 2026 08:53:01;77;422;15;19;1;16;8;1
21;SMK SETIA DARMA 2 PALEMBANG;69964521;SMK;Swasta;08 Mar 2026 13:41:42;19;65;3;7;1;4;2;1
22;SMK SJAKHYAKIRTI PALEMBANG;69859654;SMK;Swasta;05 Mar 2026 08:29:19;35;187;7;4;1;7;1;1
23;SMK TRI DHARMA PALEMBANG;10609735;SMK;Swasta;06 Mar 2026 14:26:44;106;969;33;26;1;38;3;1
Total;Total;Total;Total;Total;Total;1,03;9,473;327;429;79;278;37;24
