Data Guru Kec. Jakabaring - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK NEGERI PEMBINA 02 PALEMBANG;10644338;TK;Negeri;06 Mar 2026 08:49:39;20;159;12;12;2;5;0;0
2;TK AISYIYAH 20 PALEMBANG;10647706;TK;Swasta;-;0;0;0;0;0;0;0;0
3;TK ALAM PALEMBANG;69958449;TK;Swasta;05 Mar 2026 11:41:51;14;21;2;2;2;2;0;1
4;TK AYU;10644614;TK;Swasta;05 Mar 2026 08:33:12;11;27;3;3;1;3;0;0
5;TK BINA CITRA SEJATI;10644204;TK;Swasta;31 Jan 2026 13:57:28;4;17;1;3;1;3;0;0
6;TK BODHI;10644341;TK;Swasta;23 Feb 2026 12:57:56;16;18;1;1;1;1;0;0
7;TK IDILLIA;69975272;TK;Swasta;24 Jan 2026 15:53:54;7;51;3;3;1;3;0;0
8;TK ISLAM AL-AZHAR SRIWIJAYA;69877594;TK;Swasta;04 Mar 2026 08:49:28;40;23;2;6;1;3;0;0
9;TK IT AL FARABI;69960158;TK;Swasta;29 Jan 2026 22:39:08;0;0;0;0;1;0;0;0
10;TK KASIH IBU;70030350;TK;Swasta;05 Mar 2026 07:04:36;26;26;1;1;4;1;0;0
11;TK KEMALA BHAYANGKARI 4 PALEMBANG;10644398;TK;Swasta;04 Mar 2026 11:49:51;3;43;3;3;1;3;0;1
12;TK KHALIFAH 27;69935524;TK;Swasta;03 Mar 2026 10:53:34;17;79;5;5;2;9;0;1
13;TK MANDIRI;69876021;TK;Swasta;02 Feb 2026 19:37:29;8;21;2;2;1;2;0;0
14;TK NADIRA;10647173;TK;Swasta;03 Mar 2026 07:44:13;29;59;3;3;1;4;0;1
15;TK ORANGE ISLAMIC SCHOOL;70013348;TK;Swasta;03 Mar 2026 10:22:51;101;52;3;3;1;3;0;0
16;TK PERMATA BUNDA;10644393;TK;Swasta;-;0;0;0;0;0;0;0;0
17;TK PERTIWI 1 PALEMBANG;10647178;TK;Swasta;02 Mar 2026 10:23:04;20;18;2;3;1;2;0;0
18;TK RASYA;70030441;TK;Swasta;03 Mar 2026 16:16:30;0;0;0;0;0;0;0;0
19;KB INTAN;69933477;KB;Swasta;-;6;28;3;3;1;3;0;0
20;KB KARTIKA MOJOPAHIT;69858047;KB;Swasta;-;0;0;0;0;0;0;0;0
21;KB KARTINI;69773252;KB;Swasta;25 Jan 2026 12:50:48;11;40;2;2;1;2;0;0
22;KB MENTARI;69773074;KB;Swasta;16 Jan 2026 11:04:47;10;64;4;4;1;4;0;0
23;KB PELANGI;69773059;KB;Swasta;01 Mar 2026 02:34:16;7;26;2;2;2;2;0;0
24;KB PRATIWI;69773075;KB;Swasta;14 Feb 2026 19:50:33;6;4;1;2;0;2;0;1
25;KB RAHMA;69876030;KB;Swasta;23 Jan 2026 13:25:04;9;99;4;2;1;2;0;0
26;KB TUNAS MELATI;69953005;KB;Swasta;24 Jan 2026 08:25:53;9;55;2;2;1;3;0;0
27;KB. KASIH IBU;69858045;KB;Swasta;05 Mar 2026 08:40:26;14;37;2;0;2;3;0;0
28;PAUD PELITA HATI;69933476;KB;Swasta;-;2;13;1;0;1;1;0;0
29;SPS TIANA SARI;69773256;SPS;Swasta;-;6;15;1;1;2;2;0;0
30;SD NEGERI 079 PALEMBANG;10603489;SD;Negeri;13 Mar 2026 09:55:53;55;1,162;37;50;11;17;0;3
31;SD NEGERI 080 PALEMBANG;10603491;SD;Negeri;11 Mar 2026 08:17:32;65;341;12;14;2;6;0;1
32;SD NEGERI 081 PALEMBANG;10603502;SD;Negeri;10 Mar 2026 07:59:36;110;1,123;34;44;7;28;0;1
33;SD NEGERI 082 PALEMBANG;10603501;SD;Negeri;04 Mar 2026 19:34:28;54;276;11;13;4;5;0;0
34;SD NEGERI 083 PALEMBANG;10603500;SD;Negeri;07 Mar 2026 00:32:19;223;756;24;29;7;11;0;1
35;SD NEGERI 084 PALEMBANG;10603498;SD;Negeri;13 Mar 2026 13:06:57;26;198;8;9;3;6;0;1
36;SD NEGERI 085 PALEMBANG;10609436;SD;Negeri;06 Mar 2026 10:01:07;56;1,067;36;42;6;20;0;1
