Data Guru Kec. Ilir Barat II - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK DAHLIA PALEMBANG;10647237;TK;Swasta;04 Mar 2026 23:59:40;0;0;0;0;1;0;0;0
2;TK DHARMA WANITA PDAM PALEMBANG;10644556;TK;Swasta;31 Jan 2026 21:41:05;20;53;4;3;1;4;0;1
3;TK KARTIKA II-1 PALEMBANG;10644558;TK;Swasta;03 Mar 2026 11:52:11;25;90;6;6;1;6;0;0
4;TK KARTIKA II-3 PALEMBANG;10644559;TK;Swasta;03 Feb 2026 11:21:51;12;23;2;0;2;2;0;0
5;TK METHODIST 05 PALEMBANG;69773005;TK;Swasta;03 Mar 2026 08:31:09;18;66;5;5;2;6;0;0
6;TK PERTIWI 3 PALEMBANG;10644339;TK;Swasta;01 Mar 2026 21:32:04;16;36;3;4;1;3;0;0
7;TK SYAILENDRA PALEMBANG;69858019;TK;Swasta;03 Mar 2026 09:25:20;29;74;6;6;1;6;0;1
8;TK YAYASAN ISLAM TELADAN PALEMBANG;10644554;TK;Swasta;04 Mar 2026 09:37:53;21;32;2;2;2;2;0;1
9;TK YWKA PALEMBANG;69773017;TK;Swasta;04 Mar 2026 11:57:10;14;53;4;4;1;5;0;0
10;KB Cahaya Muslimat Nu 6;69773036;KB;Swasta;-;3;1;1;0;1;1;0;1
11;KB Dahlia;69773044;KB;Swasta;05 Mar 2026 00:27:54;2;15;1;1;1;3;0;1
12;KB Goldie Land Islamic Preschool;69773131;KB;Swasta;04 Mar 2026 10:23:39;14;36;2;1;1;4;0;1
13;KB Mutiara Arlis;69773041;KB;Swasta;27 Jan 2026 22:38:28;8;50;3;3;1;3;0;0
14;KB NURUL ILMI;70030361;KB;Swasta;-;14;27;1;1;1;1;0;0
15;KB NURUL JAMIK;69858038;KB;Swasta;-;0;0;0;0;0;0;0;0
16;KB Shandy;69773037;KB;Swasta;16 Jan 2026 16:16:14;11;50;2;0;1;1;0;0
17;KB Syailendra;69773045;KB;Swasta;23 Jan 2026 11:25:34;17;20;1;3;0;2;0;1
18;KB ZAYYAN;69930804;KB;Swasta;06 Feb 2026 11:21:30;10;25;1;1;3;4;0;0
19;KB. CHATYA MANIS;69858037;KB;Swasta;03 Mar 2026 00:45:44;11;51;2;2;4;3;0;0
20;SPS Al Akbar;69773248;SPS;Swasta;27 Jan 2026 00:00:01;4;15;1;0;0;1;0;1
21;SPS Mawar Merah;69773249;SPS;Swasta;22 Jan 2026 19:16:30;6;36;2;2;2;2;0;0
22;SPS PALM KIDS PALEMBANG;10645304;SPS;Swasta;28 Jan 2026 15:18:20;6;38;2;1;3;5;0;1
23;SD NEGERI 030 PALEMBANG;10603469;SD;Negeri;10 Mar 2026 07:52:58;31;662;22;21;2;13;1;1
24;SD NEGERI 031 PALEMBANG;10603468;SD;Negeri;05 Mar 2026 10:25:31;97;241;12;14;5;12;0;1
