Data Guru Kec. Ilir Barat I - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK NEGERI PEMBINA 01 PALEMBANG;10644529;TK;Negeri;02 Mar 2026 22:55:31;27;205;13;13;3;16;0;1
2;TK AISYIYAH 14 PALEMBANG;10644534;TK;Swasta;01 Mar 2026 21:57:11;4;80;5;5;1;5;0;0
3;TK AISYIYAH 17;10644549;TK;Swasta;02 Mar 2026 16:44:15;12;49;2;2;2;3;0;0
4;TK AL-FALAH PALEMBANG;10644539;TK;Swasta;07 Mar 2026 21:08:39;5;32;2;2;2;3;0;1
5;TK ALAM SIGUNTANG;69947432;TK;Swasta;28 Jan 2026 10:18:07;23;9;2;3;1;2;0;1
6;TK AMANAH MULIA;69967160;TK;Swasta;06 Feb 2026 14:48:16;2;12;2;1;1;2;0;1
7;TK AMELIA PALEMBANG;10644542;TK;Swasta;02 Mar 2026 17:53:11;12;52;3;3;1;2;0;0
8;TK AN- NAFI PALEMBANG;69876022;TK;Swasta;-;2;5;1;1;2;3;0;0
9;TK ANANDA PALEMBANG;10644546;TK;Swasta;21 Jan 2026 13:18:05;11;17;1;4;2;3;0;0
10;TK ARKAAN;69858024;TK;Swasta;01 Mar 2026 09:40:10;2;8;2;1;1;1;0;0
11;TK BAITULLAH PALEMBANG;69877601;TK;Swasta;-;2;8;1;3;1;1;0;0
12;TK BUBBLE KIDZ;69933474;TK;Swasta;06 Mar 2026 10:01:40;4;12;2;3;2;2;0;0
13;TK CIPTA KREATIF BANGSA PALEMBANG;69773014;TK;Swasta;10 Mar 2026 08:36:39;6;55;7;13;1;11;0;1
14;TK FAJAR INSAN PALEMBANG;69876027;TK;Swasta;-;0;0;0;0;0;2;0;0
15;TK FATIMAH 7;69965504;TK;Swasta;10 Mar 2026 14:01:19;11;30;3;2;1;3;0;1
16;TK HARAPAN BANGSA 03 PALEMBANG;10644538;TK;Swasta;02 Mar 2026 22:02:15;0;0;0;0;0;1;0;0
17;TK ISLAM AZ-ZAHRAH;10644540;TK;Swasta;03 Mar 2026 07:20:13;17;78;7;7;3;7;0;1
18;TK ISLAM TERPADU AL-HIDAYAH;70001729;TK;Swasta;27 Jan 2026 09:09:03;70;18;1;1;3;1;0;0
19;TK ISLAM TERPADU BINA ILMI;69773016;TK;Swasta;03 Mar 2026 10:08:06;14;59;6;10;1;6;0;0
20;TK ISLAM TERPADU HARAPAN BUNDA PALEMBANG;10647161;TK;Swasta;09 Mar 2026 10:47:32;10;46;4;6;2;4;0;0
21;TK IT IZZUDIN PALEMBANG;10647162;TK;Swasta;03 Mar 2026 06:47:42;34;98;7;9;2;5;0;1
