Data Peserta Didik Kec. Alang-Alang Lebar - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK NEGERI PEMBINA 06 PALEMBANG;70001381;TK;Negeri;03 Mar 2026 10:35:28;15;27;3;5;2;4;0;0
2;TK AISYIYAH 18;10644171;TK;Swasta;01 Mar 2026 17:36:21;14;58;3;3;1;3;0;1
3;TK AISYIYAH 29;70030928;TK;Swasta;28 Jan 2026 08:50:10;16;28;2;2;2;2;0;0
4;TK AL-KAUTSAR;10644281;TK;Swasta;02 Mar 2026 12:14:55;5;41;2;0;0;2;0;0
5;TK BHAKTI ASUHAN 03 PALEMBANG;10647188;TK;Swasta;05 Mar 2026 12:04:08;12;23;2;2;1;2;0;0
6;TK BINA POTENSI;10644291;TK;Swasta;-;16;11;1;1;1;1;0;0
7;TK CAHAYA INTAN;10644292;TK;Swasta;05 Mar 2026 12:25:54;18;31;2;4;2;3;0;0
8;TK FATHONA;69959051;TK;Swasta;03 Mar 2026 07:58:28;83;38;4;4;1;4;0;0
9;TK FATHUL ILMI;69958805;TK;Swasta;05 Mar 2026 09:23:43;11;23;2;2;1;3;0;0
10;TK FATIMAH 05 PALEMBANG;10644294;TK;Swasta;25 Feb 2026 22:36:46;11;62;4;5;2;5;0;0
11;TK GOLDEN AGE;69979965;TK;Swasta;02 Mar 2026 22:06:14;7;45;3;2;3;3;0;1
12;TK HARAPAN BANGSA 4;10644297;TK;Swasta;05 Mar 2026 20:50:17;25;27;2;2;1;2;0;0
13;TK HARAPAN KITA;10644298;TK;Swasta;06 Mar 2026 08:13:47;5;43;3;2;2;3;0;0
14;TK HELAU KIDS PALEMBANG;10647156;TK;Swasta;03 Mar 2026 04:48:25;26;76;4;4;1;4;0;0
15;TK IGNATIUS GLOBAL SCHOOL;69959424;TK;Swasta;03 Mar 2026 11:03:00;7;42;2;3;1;4;0;1
16;TK INDO GLOBAL MANDIRI;69969002;TK;Swasta;27 Jan 2026 14:23:01;26;109;6;8;2;6;0;0
17;TK ISLAM BAKTI I;10644301;TK;Swasta;06 Mar 2026 03:13:25;6;31;2;2;1;2;0;0
18;TK ISLAM NOOR SALAM;10644302;TK;Swasta;04 Mar 2026 19:35:21;5;17;1;1;2;2;0;0
19;TK KARYA DHARMA BHAKTI 2;10644305;TK;Swasta;22 Jan 2026 12:35:15;15;48;2;1;1;2;0;1
