Data Guru Kec. Bukit Kecil - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AISYIYAH 06 PALEMBANG;10644236;TK;Swasta;04 Mar 2026 09:24:19;6;97;5;7;1;5;0;0
2;TK AISYIYAH 16 PALEMBANG;10644232;TK;Swasta;06 Feb 2026 21:13:51;10;16;1;2;1;1;0;0
3;TK AISYIYAH 24;69992115;TK;Swasta;04 Mar 2026 20:22:05;11;31;2;2;1;3;0;0
4;TK ATHREE;69961458;TK;Swasta;24 Feb 2026 09:01:07;6;26;1;0;1;2;0;1
5;TK CATUR DHARMA PERDANA PALEMBANG;10644240;TK;Swasta;-;0;0;0;0;1;0;0;0
6;TK DARUSSALAM PALEMBANG;10644242;TK;Swasta;03 Mar 2026 09:31:30;9;53;4;6;1;4;0;1
7;TK ISLAM TERPADU HARAPAN MULIA;10644246;TK;Swasta;23 Feb 2026 07:43:44;12;87;7;8;4;7;1;1
8;TK IT ROYAL ISLAMIC SCHOOL PALEMBANG;70009700;TK;Swasta;06 Mar 2026 09:45:03;49;49;5;8;3;5;0;0
9;TK XAVERIUS 04 PALEMBANG;10644259;TK;Swasta;03 Mar 2026 19:14:50;12;49;3;3;2;3;0;0
10;KB AL - FARUQ PALEMBANG;70009702;KB;Swasta;10 Feb 2026 22:01:49;6;41;3;2;3;2;0;0
11;KB AMANAH;70040135;KB;Swasta;-;0;0;0;0;0;0;0;0
12;KB Anak MUSI;69858061;KB;Swasta;07 Mar 2026 09:22:19;6;24;2;2;1;2;0;0
13;KB ATHREE;69876061;KB;Swasta;-;0;0;0;0;1;0;0;0
14;KB Cahaya;69773134;KB;Swasta;04 Mar 2026 12:54:06;9;27;2;1;0;2;0;0
15;KB Madinatul Ilmi;69773133;KB;Swasta;23 Jan 2026 16:09:56;10;43;2;3;1;2;0;0
16;KB TERATAI;69858091;KB;Swasta;-;7;26;2;1;1;2;0;0
17;PAUD KASIH BUNDA 3;69991695;KB;Swasta;-;0;0;0;0;0;0;0;0
18;SD NEGERI 136 PALEMBANG;10609406;SD;Negeri;11 Mar 2026 10:54:59;33;660;24;32;5;14;1;1
19;SD NEGERI 137 PALEMBANG;10604246;SD;Negeri;03 Mar 2026 09:57:37;22;132;7;13;2;12;0;1
20;SD NEGERI 138 PALEMBANG;10603516;SD;Negeri;13 Mar 2026 09:24:54;39;503;20;29;8;25;2;1
21;SD NEGERI 139 PALEMBANG;10603517;SD;Negeri;13 Mar 2026 11:56:18;64;417;17;21;4;17;0;0
22;SD NEGERI 140 PALEMBANG;10603518;SD;Negeri;12 Mar 2026 09:15:18;96;242;12;14;4;16;0;1
23;SD NEGERI 141 PALEMBANG;10603529;SD;Negeri;11 Mar 2026 08:08:10;56;648;22;27;2;13;0;1
24;SD ISLAM MAHAD DARUSSALAM;69960802;SD;Swasta;01 Mar 2026 00:24:43;42;129;8;8;4;12;0;1
25;SD IT HARAPAN MULIA PALEMBANG;10609441;SD;Swasta;07 Mar 2026 16:58:04;59;723;25;47;6;29;2;1
26;SD IT ROYAL ISLAMIC SCHOOL;70011098;SD;Swasta;13 Mar 2026 07:25:37;30;150;7;12;6;8;1;1
27;SD KARTIKA II 3 PALEMBANG;10603905;SD;Swasta;09 Mar 2026 14:39:39;27;290;12;14;6;15;1;1
28;SD MUHAMMADIYAH 01 PALEMBANG;10609916;SD;Swasta;03 Mar 2026 07:57:21;28;675;22;27;11;18;1;1
29;SD XAVERIUS 04 PALEMBANG;10609466;SD;Swasta;03 Mar 2026 08:54:39;38;426;18;22;6;18;2;1
30;SMP NEGERI 01 PALEMBANG;10603773;SMP;Negeri;07 Mar 2026 05:15:24;75;1,089;30;44;13;28;4;1
31;SMP NEGERI 02 PALEMBANG;10603695;SMP;Negeri;05 Mar 2026 08:07:19;62;908;28;40;7;28;1;2
32;SMP FAUZIAH PALEMBANG;10648884;SMP;Swasta;03 Mar 2026 08:27:46;50;81;3;9;4;3;0;1
33;SMP IT HARAPAN MULIA PALEMBANG;69825144;SMP;Swasta;13 Mar 2026 08:24:52;35;304;10;20;4;10;3;1
34;SMP IT ROYAL ISLAMIC SCHOOL;70040985;SMP;Swasta;03 Mar 2026 08:50:54;51;1;2;5;2;2;1;1
35;SMP MUHAMMADIYAH 01 PALEMBANG;10609539;SMP;Swasta;07 Mar 2026 12:51:52;35;245;8;18;5;11;3;1
36;SMP PGRI 09 PALEMBANG;10609571;SMP;Swasta;07 Mar 2026 10:44:52;27;62;3;5;4;6;2;1
37;SMP TARBIYAH PALEMBANG;10609590;SMP;Swasta;06 Mar 2026 13:31:06;40;43;3;4;4;3;1;1
38;SMA IT HARAPAN MULIA;70015790;SMA;Swasta;13 Mar 2026 11:31:14;14;132;6;8;2;3;2;1
39;SMA MUHAMMADIYAH 02 PALEMBANG;10609659;SMA;Swasta;12 Mar 2026 13:39:49;27;233;8;19;5;13;5;1
40;SMK KEPERAWATAN GIGI BINA MEDI KARYA;70042807;SMK;Swasta;05 Mar 2026 11:55:32;34;11;1;11;2;1;0;0
41;PKBM ATHREE;P9959781;PKBM;Swasta;28 Feb 2026 10:35:54;28;502;22;3;3;6;0;1
42;PKBM CAHAYA;P2966334;PKBM;Swasta;09 Mar 2026 10:59:47;45;162;12;10;3;3;0;1
Total;Total;Total;Total;Total;Total;1,21;9,337;369;507;144;354;33;27
