Data Peserta Didik Kec. Plaju - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AINNUR;70030449;TK;Swasta;12 Mar 2026 19:37:31;0;0;0;0;0;0;0;0
2;TK AISYIYAH 02 PALEMBANG;10644173;TK;Swasta;03 Mar 2026 09:11:48;12;95;3;3;1;3;0;0
3;TK ANANDA;10644570;TK;Swasta;-;3;1;1;0;1;1;0;0
4;TK ASYIFA;70030410;TK;Swasta;13 Feb 2026 16:59:38;34;31;2;2;2;2;0;0
5;TK BINAWATI PALEMBANG;10644174;TK;Swasta;02 Mar 2026 19:35:01;7;254;11;11;1;7;0;0
6;TK ISLAM CENDIKIA;70030369;TK;Swasta;06 Mar 2026 13:44:20;0;0;0;0;0;0;0;0
7;TK IT SALSABILA;69948225;TK;Swasta;24 Jan 2026 10:16:38;95;131;6;6;2;6;0;0
8;TK MINI PALEMBANG;10644175;TK;Swasta;18 Jan 2026 23:04:35;5;64;3;3;2;3;0;0
9;TK PATRA MANDIRI PALEMBANG;10644177;TK;Swasta;03 Mar 2026 10:53:42;21;71;4;6;3;9;0;0
10;TK PURI PALEMBANG;10644176;TK;Swasta;07 Mar 2026 12:50:47;4;67;4;4;1;2;0;0
11;TK PWP 3 PALEMBANG;10644179;TK;Swasta;25 Jan 2026 15:43:17;7;58;3;3;1;4;0;1
12;TK XAVERIUS 8 PALEMBANG;10644181;TK;Swasta;12 Mar 2026 08:30:18;5;12;2;3;0;2;0;0
13;TK YP INDRA 1 PALEMBANG;10644183;TK;Swasta;07 Feb 2026 08:04:29;3;31;2;1;1;4;0;0
14;KB ABIYYU;69932220;KB;Swasta;21 Jan 2026 17:06:35;23;30;2;0;2;1;0;0
15;KB AINNUR;69773105;KB;Swasta;07 Mar 2026 08:18:58;13;101;5;5;1;4;0;0
16;KB AL MARUF;69773111;KB;Swasta;28 Jan 2026 20:05:24;6;68;5;4;1;3;0;0
17;KB AN-NUURU;69773109;KB;Swasta;21 Jan 2026 17:32:36;7;8;1;1;2;2;0;0
18;KB BINA KARTINI;69773107;KB;Swasta;21 Feb 2026 15:09:42;4;35;2;1;1;2;0;0
19;KB ISLAM AL-AFIQ;69858051;KB;Swasta;-;24;35;2;3;1;2;0;0
20;KB MAWAR;69773108;KB;Swasta;22 Jan 2026 20:23:24;6;16;1;1;1;2;0;0
21;KB MELATI PUTIH;69773113;KB;Swasta;-;5;13;1;1;1;1;0;0
22;KB PUSPA;69773114;KB;Swasta;21 Jan 2026 17:54:03;2;23;2;1;1;1;0;0
23;KB TARUNA MANDIRI SRIWIJAYA;69970993;KB;Swasta;04 Feb 2026 14:30:35;9;51;4;3;2;4;0;1
24;KB UMMI RODIAH;69773112;KB;Swasta;09 Mar 2026 12:58:54;13;37;3;3;1;3;0;1
25;SPS AL BAYYINAH;69773262;SPS;Swasta;06 Mar 2026 10:19:18;6;30;1;1;1;4;0;0
26;SPS AR-ROHIM;69773263;SPS;Swasta;21 Jan 2026 19:11:09;4;21;3;2;3;4;0;0
27;SD NEGERI 222 PALEMBANG;10609424;SD;Negeri;12 Mar 2026 14:03:41;27;446;16;20;3;29;0;0
28;SD NEGERI 223 PALEMBANG;10609426;SD;Negeri;07 Mar 2026 11:16:33;81;321;12;17;1;5;1;1
29;SD NEGERI 224 PALEMBANG;10604292;SD;Negeri;13 Mar 2026 12:26:10;57;806;28;35;3;14;1;1
30;SD NEGERI 225 PALEMBANG;10604303;SD;Negeri;06 Mar 2026 11:56:35;20;528;19;26;5;16;1;2
31;SD NEGERI 226 PALEMBANG;10609428;SD;Negeri;13 Mar 2026 06:16:49;48;903;30;32;10;19;0;1
32;SD NEGERI 227 PALEMBANG;10609429;SD;Negeri;03 Mar 2026 11:30:35;30;337;12;16;3;12;0;1
33;SD NEGERI 228 PALEMBANG;10609430;SD;Negeri;12 Mar 2026 13:28:53;53;308;14;16;2;6;0;1
34;SD NEGERI 229 PALEMBANG;10609431;SD;Negeri;04 Mar 2026 10:21:26;27;501;17;13;2;11;0;1
35;SD NEGERI 230 PALEMBANG;10604305;SD;Negeri;12 Mar 2026 08:24:46;20;295;11;15;2;5;0;1
36;SD NEGERI 231 PALEMBANG;10609432;SD;Negeri;12 Mar 2026 07:43:14;33;430;17;20;4;10;0;1
37;SD NEGERI 232 PALEMBANG;10604315;SD;Negeri;05 Mar 2026 11:15:22;50;449;18;23;5;10;0;1
38;SD NEGERI 233 PALEMBANG;10604314;SD;Negeri;11 Mar 2026 19:05:40;21;309;12;13;1;7;1;1
39;SD NEGERI 234 PALEMBANG;10604313;SD;Negeri;06 Mar 2026 10:59:54;25;707;26;34;3;12;1;1
40;SD NEGERI 235 PALEMBANG;10604312;SD;Negeri;02 Mar 2026 11:26:18;18;552;20;21;3;8;0;1
41;SD NEGERI 236 PALEMBANG;10604310;SD;Negeri;06 Mar 2026 04:15:29;21;491;19;23;3;10;0;1
42;SD BINTANG FAJAR;70031868;SD;Swasta;26 Feb 2026 09:11:53;0;0;0;0;0;0;0;0
43;SD IT AZIZAH PALEMBANG;69947360;SD;Swasta;13 Mar 2026 15:02:37;21;283;12;23;4;12;2;1
44;SD IT SALSABILA;69948548;SD;Swasta;25 Feb 2026 09:43:32;91;476;19;30;2;19;2;2
45;SD MUHAMMADIYAH 03 PALEMBANG;10603923;SD;Swasta;03 Mar 2026 08:51:33;12;435;18;23;3;12;0;0
46;SD PATRA MANDIRI 01 PALEMBANG;10609470;SD;Swasta;04 Mar 2026 07:05:33;66;185;9;13;4;16;2;1
47;SD PATRA MANDIRI 02 PALEMBANG;10609471;SD;Swasta;04 Mar 2026 07:25:18;38;196;9;14;5;13;2;1
48;SD PATRA MANDIRI 03 PALEMBANG;10609472;SD;Swasta;-;16;14;2;2;3;6;2;1
49;SD PEMBERANTAS PALEMBANG;10609887;SD;Swasta;29 Jan 2026 12:35:24;15;103;6;3;2;3;0;0
50;SD TAMAN SISWA 01 SUNGAI GERONG PALEMBANG;10609892;SD;Swasta;07 Mar 2026 09:24:31;41;378;15;19;2;15;2;1
51;SD XAVERIUS 08 PALEMBANG;10609893;SD;Swasta;06 Mar 2026 10:40:49;23;77;6;7;4;6;1;1
52;SD YAYASAN REMILING MUSI;10603913;SD;Swasta;-;18;123;6;9;1;4;1;1
53;SD YP HARAPAN PALEMBANG;10609473;SD;Swasta;03 Mar 2026 11:22:10;26;74;6;6;4;6;0;1
54;SD YP INDRA PALEMBANG;10609474;SD;Swasta;03 Mar 2026 08:00:54;46;228;10;15;4;12;1;1
55;SMP NEGERI 20 PALEMBANG;10603694;SMP;Negeri;12 Mar 2026 13:55:31;83;1,098;33;59;12;17;2;1
56;SMP NEGERI 24 PALEMBANG;10603690;SMP;Negeri;13 Mar 2026 11:50:17;174;954;30;47;12;27;1;1
57;SMP NEGERI 56 PALEMBANG;69857924;SMP;Negeri;06 Mar 2026 08:17:01;173;687;22;38;5;12;1;1
58;SMP BUDI UTAMA PALEMBANG;10609506;SMP;Swasta;04 Mar 2026 14:05:57;23;84;3;7;4;7;0;1
59;SMP FITRA ABDI PALEMBANG;10609511;SMP;Swasta;05 Mar 2026 08:41:56;26;344;12;12;3;13;2;1
60;SMP IT AZIZAH;70030324;SMP;Swasta;05 Mar 2026 07:37:57;12;28;1;4;4;1;2;1
61;SMP IT SALSABILA;70004085;SMP;Swasta;23 Feb 2026 08:31:31;20;139;6;7;3;6;2;1
62;SMP MUHAMMADIYAH 03 PALEMBANG;10609542;SMP;Swasta;07 Mar 2026 08:51:13;25;90;3;7;1;6;1;1
63;SMP PATRA MANDIRI 01 PALEMBANG;10609611;SMP;Swasta;06 Mar 2026 13:14:19;56;77;3;12;4;3;3;1
64;SMP PATRA MANDIRI 02 PALEMBANG;10609610;SMP;Swasta;04 Mar 2026 12:07:55;43;60;3;9;6;6;2;1
65;SMP SEJAHTERA PALEMBANG;10609579;SMP;Swasta;-;1;30;3;7;5;3;1;1
66;SMP SETIA DARMA YPGR PALEMBANG;10609580;SMP;Swasta;26 Feb 2026 09:44:34;29;316;11;21;5;16;2;1
67;SMP SHAILENDRA PALEMBANG;10609582;SMP;Swasta;07 Mar 2026 10:32:04;65;79;3;4;1;6;3;1
68;SMP SRIWIJAYA PALEMBANG;10609586;SMP;Swasta;-;15;85;3;5;3;7;2;1
69;SMP XAVERIUS 05 PALEMBANG;10609603;SMP;Swasta;07 Mar 2026 20:52:09;10;25;3;5;2;3;2;1
70;SMP YLPP PLAJU PALEMBANG;10609612;SMP;Swasta;04 Mar 2026 09:41:11;51;90;3;4;3;6;2;1
71;SMP YP HARAPAN PALEMBANG;10609613;SMP;Swasta;-;0;0;0;0;0;0;0;0
