Data Peserta Didik Kec. Kertapati - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK NEGERI PEMBINA 03 PALEMBANG;70001380;TK;Negeri;10 Mar 2026 09:32:16;15;32;2;2;2;2;0;0
2;TK ACTIVE;10644166;TK;Swasta;19 Feb 2026 10:17:13;11;81;3;3;2;4;0;0
3;TK AISYIYAH 12;10644167;TK;Swasta;07 Mar 2026 15:08:24;5;69;3;3;1;4;0;0
4;TK BAKTI SRIWIJAYA;69968591;TK;Swasta;27 Jan 2026 09:42:57;6;32;2;3;3;3;0;0
5;TK ELEKTRINA;10644168;TK;Swasta;04 Mar 2026 22:41:21;4;53;4;4;1;4;0;0
6;TK HANDAYANI;10644169;TK;Swasta;04 Mar 2026 09:12:32;24;39;2;3;4;3;0;1
7;TK PELANGI AGUNG;69947077;TK;Swasta;08 Mar 2026 18:15:50;4;66;6;6;1;5;0;0
8;KB ABDULLAH;69965553;KB;Swasta;27 Jan 2026 16:03:16;16;57;2;2;2;1;0;0
9;KB AISYIYAH II;69773093;KB;Swasta;-;2;15;1;2;1;1;1;0
10;KB AL - MAHIRA;69970116;KB;Swasta;29 Jan 2026 12:49:13;32;15;1;2;2;2;0;0
11;KB ANAK CERDAS;69773079;KB;Swasta;27 Jan 2026 11:31:56;17;19;2;2;3;3;0;0
12;KB ANAK EMAS;69773082;KB;Swasta;-;0;0;0;0;0;1;0;0
13;KB AR-RAHMA;69986143;KB;Swasta;26 Jan 2026 09:34:27;16;20;1;1;3;1;0;0
14;KB AS-SYIFA;69876044;KB;Swasta;-;0;0;0;0;0;1;0;0
15;KB BUNDA;69967161;KB;Swasta;28 Feb 2026 12:45:56;5;25;1;1;2;2;0;0
16;KB BUNDA MARET;69982700;KB;Swasta;-;0;0;0;0;0;0;0;0
17;KB CANDRA;69933020;KB;Swasta;27 Jan 2026 15:18:43;4;20;2;1;1;1;0;0
18;KB CERIA;69988056;KB;Swasta;-;10;17;2;2;1;1;0;0
19;KB GEMILANG;69950696;KB;Swasta;-;44;42;2;3;1;2;0;0
20;KB GEMPITA;69982652;KB;Swasta;-;0;0;0;0;0;0;0;0
21;KB HARAPAN IBU;69773080;KB;Swasta;10 Feb 2026 19:28:51;10;43;2;2;2;2;0;0
22;KB KEMANG AGUNG;69773081;KB;Swasta;27 Jan 2026 21:07:11;4;43;2;3;3;1;0;0
23;KB KHALWA;70003515;KB;Swasta;06 Mar 2026 10:00:24;3;15;1;1;2;1;0;0
24;KB MELATI JAYA;69913895;KB;Swasta;31 Jan 2026 18:49:51;8;50;2;2;1;2;0;0
25;KB MENTARI INDAH;69773078;KB;Swasta;-;0;0;0;0;0;1;0;0
26;KB PELANGI AGUNG;69773084;KB;Swasta;-;0;0;0;0;0;1;0;0
27;KB PRATAMA;70009707;KB;Swasta;22 Feb 2026 14:57:54;9;27;1;1;2;2;0;0
28;KB PUJI HANDAYANI;69930734;KB;Swasta;-;3;32;2;1;0;2;0;0
29;KB PUJI IBU;69949280;KB;Swasta;22 Jan 2026 19:41:43;17;53;1;2;2;1;0;0
30;KB SWAKARSA;69962485;KB;Swasta;-;0;0;0;1;1;1;0;0
31;KB TIFARANA;69773086;KB;Swasta;30 Jan 2026 13:04:29;8;18;1;1;1;2;0;0
32;KB TUNAS MUDA;69773092;KB;Swasta;-;4;47;3;3;3;5;0;0
33;KB TUNAS MULIA;69773088;KB;Swasta;-;0;0;0;0;0;1;0;0
34;TPA AISYIYAH 07;69773241;TPA;Swasta;24 Jan 2026 08:43:42;3;17;1;1;1;1;0;0
35;SPS ALHADI KERAMASAN;69981723;SPS;Swasta;17 Jan 2026 17:02:53;4;38;3;3;1;1;0;0
36;SPS GEMA SRIWIJAYA;69773257;SPS;Swasta;08 Feb 2026 22:45:12;7;37;1;1;1;2;0;1
37;SPS JELITA;69911788;SPS;Swasta;-;0;0;0;0;0;1;0;0
38;SPS KHUSNUL KHOTIMAH;69933640;SPS;Swasta;27 Jan 2026 15:43:28;16;42;2;2;2;2;0;0
39;SPS MUHAJIRIN 043;69773258;SPS;Swasta;09 Feb 2026 13:11:02;21;38;3;3;0;2;0;0
40;SPS PELITA IBU;69773259;SPS;Swasta;22 Jan 2026 18:12:09;5;33;2;3;1;1;0;0
41;SD NEGERI 195 PALEMBANG;10604334;SD;Negeri;06 Mar 2026 11:10:33;49;857;27;41;5;17;1;1
42;SD NEGERI 196 PALEMBANG;10604346;SD;Negeri;13 Mar 2026 10:07:16;69;339;13;15;2;7;0;1
43;SD NEGERI 197 PALEMBANG;10609417;SD;Negeri;13 Mar 2026 09:18:48;41;194;7;9;1;6;0;0
44;SD NEGERI 198 PALEMBANG;10609418;SD;Negeri;05 Mar 2026 09:45:10;66;534;18;21;4;15;1;1
45;SD NEGERI 199 PALEMBANG;10604344;SD;Negeri;09 Mar 2026 11:14:22;61;167;6;7;2;6;1;1
46;SD NEGERI 200 PALEMBANG;10604343;SD;Negeri;07 Mar 2026 07:52:55;79;323;12;15;3;16;0;2
47;SD NEGERI 201 PALEMBANG;10604342;SD;Negeri;07 Mar 2026 07:58:12;39;197;10;10;3;5;0;0
48;SD NEGERI 202 PALEMBANG;10604341;SD;Negeri;12 Mar 2026 10:56:55;19;333;12;15;3;10;0;1
49;SD NEGERI 203 PALEMBANG;10604340;SD;Negeri;09 Mar 2026 10:45:44;33;102;6;7;2;7;0;1
50;SD NEGERI 204 PALEMBANG;10604338;SD;Negeri;10 Mar 2026 13:35:41;68;572;21;26;4;13;0;1
51;SD NEGERI 205 PALEMBANG;10609419;SD;Negeri;13 Mar 2026 13:55:08;140;790;26;32;2;14;1;1
52;SD NEGERI 206 PALEMBANG;10609420;SD;Negeri;07 Mar 2026 08:12:21;55;314;12;15;1;8;0;1
53;SD NEGERI 207 PALEMBANG;10604336;SD;Negeri;12 Mar 2026 09:01:22;45;300;12;16;6;16;0;1
54;SD NEGERI 208 PALEMBANG;10604335;SD;Negeri;04 Mar 2026 07:57:44;52;248;9;14;3;9;0;1
55;SD NEGERI 209 PALEMBANG;10604318;SD;Negeri;12 Mar 2026 10:09:41;32;266;12;15;3;13;0;1
56;SD NEGERI 210 PALEMBANG;10604317;SD;Negeri;06 Mar 2026 12:31:57;28;350;12;16;3;10;0;0
57;SD NEGERI 211 PALEMBANG;10604302;SD;Negeri;12 Mar 2026 09:17:27;27;283;12;16;4;10;0;1
58;SD NEGERI 212 PALEMBANG;10604301;SD;Negeri;04 Mar 2026 08:58:52;44;268;12;13;2;8;0;0
59;SD NEGERI 213 PALEMBANG;10609421;SD;Negeri;12 Mar 2026 11:37:29;12;123;6;8;3;5;0;0
60;SD NEGERI 214 PALEMBANG;10609422;SD;Negeri;12 Mar 2026 09:21:52;33;162;6;10;3;5;0;1
61;SD NEGERI 215 PALEMBANG;10604299;SD;Negeri;12 Mar 2026 09:46:29;8;154;6;10;3;6;0;1
62;SD NEGERI 216 PALEMBANG;10604298;SD;Negeri;03 Mar 2026 08:09:29;34;343;12;17;4;7;0;1
63;SD NEGERI 217 PALEMBANG;10604297;SD;Negeri;23 Jan 2026 09:20:04;52;244;10;12;1;10;1;1
64;SD NEGERI 218 PALEMBANG;10604296;SD;Negeri;12 Mar 2026 09:19:17;20;96;6;9;1;6;0;1
65;SD NEGERI 219 PALEMBANG;10609423;SD;Negeri;13 Mar 2026 10:08:46;45;196;6;8;3;6;0;1
66;SD NEGERI 220 PALEMBANG;10604295;SD;Negeri;07 Mar 2026 22:22:43;5;172;8;12;3;4;0;0
67;SD NEGERI 221 PALEMBANG;10604294;SD;Negeri;10 Mar 2026 11:10:08;34;283;12;14;3;8;1;1
68;SD ISLAM TERPADU ZAIN AL MUTTAQIN;69996084;SD;Swasta;06 Mar 2026 10:21:08;41;139;6;3;2;6;0;1
69;SD MUHAMMADIYAH 08 PALEMBANG;10603919;SD;Swasta;12 Mar 2026 17:12:42;20;111;6;8;1;6;2;1
