Data Guru Kec. Kalidoni - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK ADINDA;10644184;TK;Swasta;-;14;31;2;4;1;4;0;1
2;TK AISYIYAH 8;10644185;TK;Swasta;03 Mar 2026 09:21:36;20;79;4;5;1;6;0;0
3;TK AKAS (AKU ANAK SHALEH);70000989;TK;Swasta;-;4;21;2;2;2;2;0;0
4;TK AL HIKMAH 2;10647190;TK;Swasta;19 Feb 2026 21:15:32;13;48;3;2;1;4;0;0
5;TK AL-HUSNA;10644186;TK;Swasta;-;8;15;1;2;1;2;0;0
6;TK ALAM TELAGA;69900186;TK;Swasta;04 Mar 2026 10:56:59;31;33;2;3;1;2;0;0
7;TK ALIYATI;10644187;TK;Swasta;03 Mar 2026 09:29:33;3;64;4;6;2;4;0;0
8;TK ALVINO;69936574;TK;Swasta;05 Mar 2026 08:58:20;22;37;4;4;2;4;0;0
9;TK AN-NAJAH;69972695;TK;Swasta;11 Feb 2026 23:01:14;12;24;2;2;1;2;0;0
10;TK AR-RIDHO PALEMBANG;10647022;TK;Swasta;02 Mar 2026 20:27:29;21;15;1;1;1;2;0;1
11;TK BHAKTI ASUHAN II;69968989;TK;Swasta;-;0;0;0;0;0;0;0;0
12;TK BINA BANGSA PALEMBANG;10647837;TK;Swasta;19 Jan 2026 20:48:13;11;31;2;3;3;2;0;1
13;TK DHARMA WANITA II;10644188;TK;Swasta;02 Mar 2026 19:26:55;7;108;8;8;1;8;0;0
14;TK DHARMAWANITA III;10644189;TK;Swasta;14 Feb 2026 09:34:57;9;30;2;3;1;2;0;0
15;TK DHARMAWANITA KECAMATAN;10644190;TK;Swasta;-;8;13;1;2;1;2;0;0
16;TK DITA WIJAYA;10644191;TK;Swasta;07 Mar 2026 11:51:43;12;17;2;3;3;3;0;0
17;TK GOLDEN KIDS;69962482;TK;Swasta;06 Feb 2026 10:15:25;4;10;1;1;1;1;0;0
18;TK ISLAM DARUSSALAM;10644193;TK;Swasta;03 Mar 2026 07:48:54;8;45;3;6;1;4;0;1
19;TK IT TOPKIDS PRIMA INSANI PALEMBANG;10647679;TK;Swasta;03 Mar 2026 21:07:38;2;28;2;2;1;2;0;0
20;TK KENTEN PERMAI;69876019;TK;Swasta;19 Jan 2026 20:23:54;20;47;4;8;1;4;0;0
21;TK MUSTABAQUL KHOIR;10644197;TK;Swasta;02 Mar 2026 11:10:50;1;17;1;1;2;1;0;1
22;TK NURHALIZA;69992367;TK;Swasta;24 Jan 2026 21:23:53;5;15;1;1;2;1;0;0
23;TK NUSA INDAH 2;10644201;TK;Swasta;09 Mar 2026 16:58:59;13;45;3;3;1;4;0;1
24;TK PARAMOUNT SCHOOL PALEMBANG;10644203;TK;Swasta;03 Mar 2026 09:38:59;22;62;5;4;1;7;0;1
25;TK PERMATA CITRA PALEMBANG;10604067;TK;Swasta;06 Mar 2026 23:13:38;15;44;3;4;1;3;0;1
26;TK PESONA BUNDA;69976837;TK;Swasta;04 Mar 2026 10:51:22;24;35;3;4;1;3;0;0
27;TK PUSRI;10644208;TK;Swasta;29 Jan 2026 10:09:37;7;90;5;5;4;5;0;1
28;TK SUPER BRILLIANCE KIDS;69876026;TK;Swasta;03 Mar 2026 12:01:48;13;14;2;3;2;4;0;0
29;KB AR-RAHMAH;69773193;KB;Swasta;-;2;10;1;2;1;3;0;0
30;KB BHAKTI PERSADA;69773185;KB;Swasta;28 Jan 2026 21:24:59;3;27;2;3;1;3;0;0
31;KB BINTANG KECIL;69773196;KB;Swasta;06 Feb 2026 14:47:59;1;14;1;0;1;2;0;1
32;KB CIPTA HARAPAN;69986154;KB;Swasta;-;14;32;2;4;1;3;0;0
33;KB DARUSSALAM;69773187;KB;Swasta;-;4;16;1;1;1;2;0;1
34;KB DITA WIJAYA;69773184;KB;Swasta;07 Mar 2026 13:56:11;0;0;0;0;0;2;0;1
35;KB GADING BAROKAH;69990164;KB;Swasta;02 Feb 2026 12:52:31;11;21;2;3;1;2;0;0
36;KB ISLAM TERPADU IHSAN CENDIKIA;69981738;KB;Swasta;-;4;5;1;2;1;2;0;0
37;KB JAYA HENIDA;69773192;KB;Swasta;-;14;45;2;3;2;2;0;0
38;KB KHOIRU UMMAH;69773173;KB;Swasta;11 Mar 2026 05:24:26;15;28;1;1;1;2;0;1
39;KB MIKAYLA;69989595;KB;Swasta;02 Feb 2026 16:59:51;1;17;1;2;0;2;0;0
40;KB PARAMOUNT;69773195;KB;Swasta;09 Feb 2026 15:32:37;11;4;1;1;1;2;0;1
41;KB PERMATA BUNDA;69773189;KB;Swasta;-;27;20;1;3;1;2;0;2
42;KB PERMATA HATI;69876058;KB;Swasta;-;9;21;1;4;1;3;0;0
43;KB WINDA;69773194;KB;Swasta;-;6;14;1;2;1;2;0;1
44;PAUD BAROKAH;69958587;KB;Swasta;-;2;19;1;1;1;1;0;1
45;PAUD BINTANG CEMERLANG;69947474;KB;Swasta;-;3;15;1;0;1;2;0;0
46;PAUD CEMPAKA;69914229;KB;Swasta;-;0;0;0;0;0;0;0;0
47;PAUD INDO PERTIWI;70003233;KB;Swasta;28 Jan 2026 13:53:27;5;26;2;2;2;2;0;0
48;PAUD ISLAM FAZA;70003249;KB;Swasta;12 Feb 2026 08:16:13;14;23;2;2;2;2;0;0
49;PAUD ISLAM TERPADU ALMUBAROK;70000087;KB;Swasta;21 Jan 2026 09:14:01;16;38;4;3;2;5;0;0
50;PAUD KALFIN;69876070;KB;Swasta;02 Feb 2026 17:07:39;28;19;1;1;2;2;0;0
51;PAUD RANIYAH;69891378;KB;Swasta;-;0;0;0;0;1;3;0;0
52;PAUD TERPADU ALAM TELAGA;69894379;KB;Swasta;21 Jan 2026 22:27:48;12;40;2;1;0;2;0;0
53;PAUD AN - NUUR;69958809;SPS;Swasta;-;11;17;2;2;1;2;0;0
54;SD NEGERI 167 PALEMBANG;10609408;SD;Negeri;05 Mar 2026 14:11:45;18;307;12;13;3;14;0;1
55;SD NEGERI 168 PALEMBANG;10603826;SD;Negeri;06 Mar 2026 08:33:42;20;447;16;20;5;11;0;1
56;SD NEGERI 169 PALEMBANG;10603827;SD;Negeri;12 Mar 2026 18:44:30;49;466;14;14;3;8;0;1
