Data Peserta Didik Kec. Seberang Ulu I - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AISYIYAH 03 PALEMBANG;10644342;TK;Swasta;23 Jan 2026 14:34:03;5;50;4;5;1;5;0;0
2;TK AL-IKHLAS;10644340;TK;Swasta;04 Mar 2026 10:30:19;7;95;6;6;1;6;0;1
3;TK AZKARA ZAHRA;69958534;TK;Swasta;03 Mar 2026 13:21:03;10;30;2;2;1;2;0;1
4;TK FATHIAH;70030311;TK;Swasta;27 Feb 2026 00:15:13;25;38;2;2;2;2;0;0
5;TK HANDAYANI II;69950484;TK;Swasta;04 Mar 2026 08:14:56;7;34;2;2;2;4;0;0
6;TK HARAPAN IBU;10644395;TK;Swasta;-;0;0;0;0;0;0;0;0
7;TK HIJRIYAH II;10644396;TK;Swasta;03 Feb 2026 21:24:37;16;78;3;4;3;3;0;1
8;TK METHODIST 3;10647172;TK;Swasta;04 Mar 2026 09:14:26;6;13;1;1;2;2;0;0
9;TK. AR-RACHMA;69858021;TK;Swasta;21 Jan 2026 10:22:54;12;74;6;6;1;6;0;0
10;KB AL- HADI;69773069;KB;Swasta;25 Jan 2026 21:40:38;8;30;2;2;1;2;0;0
11;KB AL-KAUTSAR;70008733;KB;Swasta;05 Mar 2026 10:16:40;4;30;2;0;0;2;0;0
12;KB BAROKAH;69773063;KB;Swasta;28 Jan 2026 15:06:04;27;36;1;3;4;2;0;0
13;KB FATHIAH;69773072;KB;Swasta;16 Jan 2026 11:35:01;21;50;4;3;1;4;0;0
14;KB HANDAYANI;69773062;KB;Swasta;03 Feb 2026 19:31:08;4;52;3;3;0;3;0;0
15;KB HARAPAN BARU;69773071;KB;Swasta;03 Feb 2026 14:32:52;16;37;2;2;1;2;0;0
16;KB MU AZZHAM;69876036;KB;Swasta;-;6;21;1;1;1;2;0;0
17;KB MUSHAB BIN UMAIR;69858050;KB;Swasta;06 Mar 2026 13:29:48;17;34;3;2;1;3;0;1
18;KB NURUL FURQON;69773064;KB;Swasta;30 Jan 2026 18:30:17;7;70;3;4;2;5;0;0
19;KB PULAU;69773073;KB;Swasta;11 Feb 2026 08:05:02;19;29;2;3;2;2;0;0
20;KB RISTEK;69773068;KB;Swasta;20 Jan 2026 12:26:57;5;102;5;2;1;4;0;0
21;KB SMART CHILDREN;69909071;KB;Swasta;29 Jan 2026 16:30:59;14;33;2;1;1;3;0;0
22;KB TERAS;69773070;KB;Swasta;-;8;35;3;2;2;3;0;2
23;KB TIFFANY AZZAHRAH;69972696;KB;Swasta;28 Jan 2026 14:35:50;8;39;2;0;1;2;0;0
24;KB. CAHAYA ANANDA;69858049;KB;Swasta;27 Jan 2026 08:37:27;13;83;3;3;2;4;0;1
25;SPS AR- RIDHO;69773254;SPS;Swasta;-;0;0;0;0;0;0;0;0
26;SD NEGERI 066 PALEMBANG;10603503;SD;Negeri;06 Mar 2026 10:49:48;39;240;11;17;3;11;0;1
27;SD NEGERI 067 PALEMBANG;10603488;SD;Negeri;03 Mar 2026 09:16:21;45;309;12;14;5;10;0;1
28;SD NEGERI 068 PALEMBANG;10603546;SD;Negeri;11 Mar 2026 11:55:52;39;404;16;22;5;21;0;1
29;SD NEGERI 069 PALEMBANG;10603954;SD;Negeri;13 Mar 2026 11:11:14;27;278;12;11;3;6;0;1
30;SD NEGERI 070 PALEMBANG;10603487;SD;Negeri;06 Mar 2026 11:05:22;39;410;14;16;4;5;0;1
31;SD NEGERI 071 PALEMBANG;10603558;SD;Negeri;02 Mar 2026 10:08:18;19;237;8;12;1;6;0;0
32;SD NEGERI 072 PALEMBANG;10603485;SD;Negeri;04 Mar 2026 05:39:12;104;758;26;34;6;11;0;1
33;SD NEGERI 073 PALEMBANG;10603965;SD;Negeri;13 Mar 2026 16:05:59;51;178;7;10;1;6;0;0
34;SD NEGERI 074 PALEMBANG;10609435;SD;Negeri;13 Mar 2026 08:32:49;32;790;26;32;4;16;0;1
35;SD NEGERI 075 PALEMBANG;10603483;SD;Negeri;13 Mar 2026 16:18:16;89;505;17;21;4;7;0;0
36;SD NEGERI 076 PALEMBANG;10603481;SD;Negeri;24 Feb 2026 07:47:51;21;372;13;17;2;11;0;1
37;SD NEGERI 077 PALEMBANG;10603480;SD;Negeri;13 Mar 2026 07:38:26;36;241;8;12;1;6;0;1
38;SD NEGERI 078 PALEMBANG;10603479;SD;Negeri;21 Feb 2026 22:58:58;76;805;30;42;2;17;0;2
39;SD IT MUSHAB BIN UMAIR;69892397;SD;Swasta;09 Mar 2026 09:17:48;14;77;6;13;4;6;0;1
40;SD MUHAMMADIYAH 02 PALEMBANG;10603912;SD;Swasta;11 Mar 2026 09:40:25;46;503;18;22;3;15;1;1
41;SD YP NURFAUZAN PALEMBANG;10603983;SD;Swasta;-;7;86;6;4;1;7;0;1
42;SMP NEGERI 44 PALEMBANG;10603732;SMP;Negeri;06 Mar 2026 22:34:44;40;686;21;40;8;20;1;1
