Data Guru Kec. Bukit Kecil - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AISYIYAH 06 PALEMBANG;10644236;TK;Swasta;04 Mar 2026 09:24:19;38;91;5;8;2;5;0;0
2;TK AISYIYAH 16 PALEMBANG;10644232;TK;Swasta;06 Feb 2026 21:13:51;31;15;1;1;1;2;0;0
3;TK AISYIYAH 24;69992115;TK;Swasta;04 Mar 2026 20:22:05;13;21;1;1;2;2;0;0
4;TK AISYIYAH PALEMBANG;69858025;TK;Swasta;-;0;0;0;0;0;5;0;0
5;TK ATHREE;69961458;TK;Swasta;24 Feb 2026 09:01:07;9;20;1;2;1;2;0;1
6;TK CATUR DHARMA PERDANA PALEMBANG;10644240;TK;Swasta;-;5;31;2;2;2;2;0;0
7;TK DARUSSALAM PALEMBANG;10644242;TK;Swasta;03 Mar 2026 09:31:30;18;58;5;9;1;7;0;1
8;TK ISLAM TERPADU HARAPAN MULIA;10644246;TK;Swasta;23 Feb 2026 07:43:44;9;72;5;7;4;5;0;1
9;TK XAVERIUS 04 PALEMBANG;10644259;TK;Swasta;03 Mar 2026 19:14:50;14;48;3;3;2;4;0;0
10;KB Anak MUSI;69858061;KB;Swasta;07 Mar 2026 09:22:19;7;20;2;2;1;2;0;0
11;KB ATHREE;69876061;KB;Swasta;-;4;10;1;3;1;2;0;0
12;KB Cahaya;69773134;KB;Swasta;04 Mar 2026 12:54:06;3;14;1;2;1;2;0;0
13;KB Catur Dharma Perdana;69773135;KB;Swasta;-;0;0;0;0;0;2;1;0
14;KB Elmira;69773138;KB;Swasta;-;0;0;0;0;0;1;0;0
15;KB Goldie Land Islamic Preschool;69773131;KB;Swasta;04 Mar 2026 10:23:39;4;32;2;1;2;4;1;1
16;KB Handayani;69773136;KB;Swasta;-;0;0;0;0;0;1;0;0
17;KB Madinatul Ilmi;69773133;KB;Swasta;23 Jan 2026 16:09:56;22;35;2;3;1;2;0;0
18;KB RAFLESIA;69858060;KB;Swasta;-;0;0;0;0;0;1;0;0
19;KELOMPOK BERMAIN TERATAI;69858091;KB;Swasta;-;7;31;2;1;1;2;0;0
20;PAUD AL - GHIFARI;69938971;KB;Swasta;-;0;0;0;0;0;1;0;0
21;PAUD KASIH BUNDA 3;69991695;KB;Swasta;-;2;13;1;0;1;2;0;0
22;SD NEGERI 136 PALEMBANG;10609406;SD;Negeri;11 Mar 2026 10:54:59;28;722;24;31;5;14;1;1
23;SD NEGERI 137 PALEMBANG;10604246;SD;Negeri;03 Mar 2026 09:57:37;32;215;10;17;3;12;0;1
24;SD NEGERI 138 PALEMBANG;10603516;SD;Negeri;13 Mar 2026 09:24:54;115;564;21;26;7;25;2;1
25;SD NEGERI 139 PALEMBANG;10603517;SD;Negeri;13 Mar 2026 11:56:18;79;429;14;22;4;13;1;1
26;SD NEGERI 140 PALEMBANG;10603518;SD;Negeri;12 Mar 2026 09:15:18;43;257;12;18;5;16;0;1
27;SD NEGERI 141 PALEMBANG;10603529;SD;Negeri;11 Mar 2026 08:08:10;86;653;21;27;4;13;0;1
28;SD ISLAM MAHAD DARUSSALAM;69960802;SD;Swasta;01 Mar 2026 00:24:43;35;200;12;12;6;12;0;1
29;SD IT HARAPAN MULIA PALEMBANG;10609441;SD;Swasta;07 Mar 2026 16:58:04;59;704;26;42;3;29;2;1
30;SD KARTIKA II 3 PALEMBANG;10603905;SD;Swasta;09 Mar 2026 14:39:39;92;353;14;19;2;15;1;1
31;SD MUHAMMADIYAH 01 PALEMBANG;10609916;SD;Swasta;03 Mar 2026 07:57:21;44;642;21;26;7;17;1;1
32;SD SENTOSA PALEMBANG;10609891;SD;Swasta;-;19;9;6;6;1;5;0;0
33;SD XAVERIUS 04 PALEMBANG;10609466;SD;Swasta;03 Mar 2026 08:54:39;52;472;18;25;6;18;2;1
34;SMP NEGERI 01 PALEMBANG;10603773;SMP;Negeri;07 Mar 2026 05:15:24;110;809;26;39;13;26;5;1
35;SMP NEGERI 02 PALEMBANG;10603695;SMP;Negeri;05 Mar 2026 08:07:19;127;891;28;53;9;34;1;2
36;SMP FAUZIAH PALEMBANG;10648884;SMP;Swasta;03 Mar 2026 08:27:46;22;86;3;5;1;3;0;1
37;SMP IT HARAPAN MULIA PALEMBANG;69825144;SMP;Swasta;13 Mar 2026 08:24:52;91;257;9;18;4;10;3;1
38;SMP MUHAMMADIYAH 01 PALEMBANG;10609539;SMP;Swasta;07 Mar 2026 12:51:52;62;367;12;28;6;14;2;1
39;SMP PGRI 09 PALEMBANG;10609571;SMP;Swasta;07 Mar 2026 10:44:52;91;68;3;9;2;6;2;1
40;SMP TARBIYAH PALEMBANG;10609590;SMP;Swasta;06 Mar 2026 13:31:06;31;48;3;5;3;3;1;1
41;SMA MUHAMMADIYAH 02 PALEMBANG;10609659;SMA;Swasta;12 Mar 2026 13:39:49;36;293;10;25;6;13;2;1
42;PKBM ATHREE;P9959781;PKBM;Swasta;28 Feb 2026 10:35:54;76;185;11;3;1;4;0;1
43;PKBM CAHAYA;P2966334;PKBM;Swasta;09 Mar 2026 10:59:47;23;98;6;6;1;1;0;1
Total;Total;Total;Total;Total;Total;1,539;8,833;344;507;122;359;28;26
