Data Peserta Didik Kec. Plaju - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AINNUR;70030449;TK;Swasta;12 Mar 2026 19:37:31;14;34;3;2;1;3;0;0
2;TK AISYIYAH 02 PALEMBANG;10644173;TK;Swasta;03 Mar 2026 09:11:48;22;72;3;3;1;3;0;0
3;TK AR RAUDHAH SSMM;70038026;TK;Swasta;24 Feb 2026 04:59:03;15;44;2;2;2;2;0;0
4;TK ASYIFA;70030410;TK;Swasta;13 Feb 2026 16:59:38;24;27;2;2;2;2;0;0
5;TK BINAWATI PALEMBANG;10644174;TK;Swasta;02 Mar 2026 19:35:01;18;289;10;10;1;11;0;0
6;TK ISLAM CENDIKIA;70030369;TK;Swasta;06 Mar 2026 13:44:20;26;46;3;5;1;3;0;0
7;TK IT SALSABILA;69948225;TK;Swasta;24 Jan 2026 10:16:38;30;147;6;6;2;6;0;0
8;TK MINI PALEMBANG;10644175;TK;Swasta;18 Jan 2026 23:04:35;8;77;3;3;2;3;0;0
9;TK PATRA MANDIRI PALEMBANG;10644177;TK;Swasta;03 Mar 2026 10:53:42;19;79;6;8;3;9;0;0
10;TK PURI PALEMBANG;10644176;TK;Swasta;07 Mar 2026 12:50:47;9;84;4;5;1;2;0;0
11;TK PWP 3 PALEMBANG;10644179;TK;Swasta;25 Jan 2026 15:43:17;12;58;3;3;1;4;0;1
12;TK XAVERIUS 8 PALEMBANG;10644181;TK;Swasta;12 Mar 2026 08:30:18;7;19;2;3;0;2;0;0
13;TK YP INDRA 1 PALEMBANG;10644183;TK;Swasta;07 Feb 2026 08:04:29;9;35;2;1;1;4;0;0
14;KB ABIYYU;69932220;KB;Swasta;21 Jan 2026 17:06:35;10;35;2;0;2;1;0;0
15;KB AINNUR;69773105;KB;Swasta;07 Mar 2026 08:18:58;13;75;5;5;1;5;0;0
16;KB AL MARUF;69773111;KB;Swasta;28 Jan 2026 20:05:24;14;45;3;2;1;3;0;0
17;KB AN-NUURU;69773109;KB;Swasta;21 Jan 2026 17:32:36;4;11;1;1;2;2;0;0
18;KB BINA KARTINI;69773107;KB;Swasta;21 Feb 2026 15:09:42;5;44;3;1;1;2;0;0
19;KB ISLAM AL-AFIQ;69858051;KB;Swasta;-;6;37;2;3;1;2;0;0
20;KB MAWAR;69773108;KB;Swasta;22 Jan 2026 20:23:24;7;20;1;1;1;2;0;0
21;KB MELATI PUTIH;69773113;KB;Swasta;-;0;0;0;0;0;0;0;0
22;KB PUSPA;69773114;KB;Swasta;21 Jan 2026 17:54:03;14;15;2;1;1;1;0;0
23;KB TARUNA MANDIRI SRIWIJAYA;69970993;KB;Swasta;04 Feb 2026 14:30:35;5;73;4;2;2;4;0;1
24;KB UMMI RODIAH;69773112;KB;Swasta;09 Mar 2026 12:58:54;11;29;3;3;1;3;0;1
