Data Guru Kec. Gandus - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;SD NEGERI 142 PALEMBANG;10603528;SD;Negeri;03 Mar 2026 08:57:35;23;314;12;15;2;7;0;1
2;SD NEGERI 143 PALEMBANG;10603527;SD;Negeri;06 Mar 2026 10:56:17;44;872;24;28;6;22;0;1
3;SD NEGERI 144 PALEMBANG;10604243;SD;Negeri;10 Mar 2026 13:24:17;14;813;24;28;3;14;0;1
4;SD NEGERI 145 PALEMBANG;10603526;SD;Negeri;10 Mar 2026 12:10:19;19;146;6;9;2;5;0;1
5;SD NEGERI 146 PALEMBANG;10603525;SD;Negeri;05 Mar 2026 12:09:46;10;405;15;21;3;15;0;1
6;SD NEGERI 147 PALEMBANG;10603524;SD;Negeri;07 Mar 2026 11:59:55;16;311;11;15;3;5;0;0
7;SD NEGERI 148 PALEMBANG;10603523;SD;Negeri;10 Mar 2026 08:37:53;47;416;15;18;2;8;0;1
8;SD NEGERI 149 PALEMBANG;10603522;SD;Negeri;13 Mar 2026 13:05:09;21;730;24;29;4;10;0;0
9;SD NEGERI 150 PALEMBANG;10603521;SD;Negeri;08 Mar 2026 10:14:28;15;478;15;21;1;12;0;1
10;SD NEGERI 151 PALEMBANG;10603520;SD;Negeri;04 Mar 2026 07:37:40;9;249;11;12;2;5;0;0
11;SD NEGERI 152 PALEMBANG;10604237;SD;Negeri;06 Mar 2026 22:44:39;9;73;6;8;2;6;0;1
12;SD NEGERI 153 PALEMBANG;10604249;SD;Negeri;12 Mar 2026 08:48:56;19;64;6;8;1;6;0;0
13;SD NEGERI 154 PALEMBANG;10603519;SD;Negeri;09 Mar 2026 14:29:09;12;103;6;9;2;6;0;1
14;SD NEGERI 155 PALEMBANG;10603504;SD;Negeri;13 Mar 2026 01:21:18;58;166;10;10;1;6;0;0
15;SD MUHAMMADIYAH 12 PALEMBANG;10609885;SD;Swasta;06 Mar 2026 09:58:07;13;317;11;16;2;10;0;0
16;SD TUNAS TELADAN PALEMBANG;69726543;SD;Swasta;07 Mar 2026 07:29:28;29;567;19;22;2;19;3;1
17;SMP NEGERI 05 PALEMBANG;10603742;SMP;Negeri;13 Mar 2026 08:01:06;62;666;21;33;8;21;2;0
18;SMP NEGERI 28 PALEMBANG;10603784;SMP;Negeri;20 Feb 2026 07:12:47;34;534;17;31;10;13;1;1
19;SMP NEGERI 32 PALEMBANG;10603765;SMP;Negeri;13 Mar 2026 09:42:25;23;508;16;30;7;33;3;1
20;SMP NEGERI 39 PALEMBANG;10603761;SMP;Negeri;03 Mar 2026 14:50:01;43;569;19;29;8;19;2;1
21;SMP NEGERI 47 PALEMBANG;10603730;SMP;Negeri;09 Mar 2026 13:01:56;45;634;21;38;6;21;1;1
22;SMP BINA LESTARI PALEMBANG;10609502;SMP;Swasta;07 Mar 2026 00:16:58;35;184;7;12;1;7;3;1
23;SMP DIPENOGORO PALEMBANG;10609510;SMP;Swasta;-;1;34;2;3;0;3;0;1
24;SMP TUNAS TELADAN;69985294;SMP;Swasta;12 Mar 2026 07:43:43;18;63;3;4;1;3;1;1
25;SMA NEGERI 12 PALEMBANG;10603848;SMA;Negeri;05 Mar 2026 13:53:34;62;733;22;36;6;20;2;1
26;SMA NEGERI 20 PALEMBANG;10603728;SMA;Negeri;09 Mar 2026 11:25:57;153;750;24;49;5;12;3;1
27;SMA BINA LESTARI PALEMBANG;10609632;SMA;Swasta;11 Mar 2026 10:52:39;76;182;6;8;1;6;6;1
28;SMA DIPONEGORO PALEMBANG;10609638;SMA;Swasta;09 Mar 2026 12:11:42;4;69;4;1;2;4;0;1
29;SMA MUHAMMADIYAH 08 PALEMBANG;10609665;SMA;Swasta;04 Mar 2026 08:50:40;58;224;8;11;2;9;0;1
Total;Total;Total;Total;Total;Total;972;11,174;385;554;95;327;27;22
