Data Guru Kec. Jakabaring - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK N PEMBINA 2 PALEMBANG;10644338;TK;Negeri;06 Mar 2026 08:49:39;13;116;8;9;5;8;0;0
2;PAUD IT AL FARABI;69960158;TK;Swasta;29 Jan 2026 22:39:08;6;20;2;3;1;2;0;0
3;TK AISYIYAH 20 PALEMBANG;10647706;TK;Swasta;-;5;32;2;1;0;2;0;1
4;TK ALAM PALEMBANG;69958449;TK;Swasta;05 Mar 2026 11:41:51;36;19;2;2;2;2;0;1
5;TK AYU;10644614;TK;Swasta;05 Mar 2026 08:33:12;19;22;2;3;1;3;0;0
6;TK BINA CITRA SEJATI;10644204;TK;Swasta;31 Jan 2026 13:57:28;4;29;2;3;1;3;0;0
7;TK BODHI;10644341;TK;Swasta;23 Feb 2026 12:57:56;28;23;1;1;1;1;0;0
8;TK IDILLIA;69975272;TK;Swasta;24 Jan 2026 15:53:54;22;25;1;3;1;2;0;0
9;TK ISLAM AL-AZHAR SRIWIJAYA;69877594;TK;Swasta;04 Mar 2026 08:49:28;28;21;1;2;3;3;0;0
10;TK KEMALA BHAYANGKARI 4;10644398;TK;Swasta;04 Mar 2026 11:49:51;19;27;3;3;1;3;0;1
11;TK KHALIFAH 27;69935524;TK;Swasta;03 Mar 2026 10:53:34;34;110;6;8;1;9;0;1
12;TK MANDIRI;69876021;TK;Swasta;02 Feb 2026 19:37:29;13;27;2;4;1;3;0;0
13;TK NADIRA;10647173;TK;Swasta;03 Mar 2026 07:44:13;20;39;2;4;1;4;0;1
14;TK PERMATA BUNDA;10644393;TK;Swasta;-;0;0;0;3;0;2;0;0
15;TK PERTIWI 1 PALEMBANG;10647178;TK;Swasta;02 Mar 2026 10:23:04;36;38;3;4;1;4;0;0
16;KB MENTARI;69773074;KB;Swasta;16 Jan 2026 11:04:47;21;61;4;5;2;4;0;0
17;KB PELANGI;69773059;KB;Swasta;01 Mar 2026 02:34:16;2;32;2;3;1;2;0;0
18;KB PRATIWI;69773075;KB;Swasta;14 Feb 2026 19:50:33;7;19;2;2;2;2;0;1
19;KB. KASIH IBU;69858045;KB;Swasta;05 Mar 2026 08:40:26;25;48;3;4;3;3;0;0
20;PAUD BINAMA GLOBAL SCHOOL;69943793;KB;Swasta;-;0;0;0;0;0;4;0;0
21;PAUD INTAN;69933477;KB;Swasta;-;3;36;3;3;1;3;0;0
22;PAUD KARTIKA MOJOPAHIT;69858047;KB;Swasta;-;3;19;1;1;1;2;0;0
23;PAUD PELITA HATI;69933476;KB;Swasta;-;3;30;1;1;1;1;0;0
24;PAUD RAHMA;69876030;KB;Swasta;23 Jan 2026 13:25:04;9;88;4;2;2;2;0;0
25;PAUD TUNAS MELATI;69953005;KB;Swasta;24 Jan 2026 08:25:53;4;34;3;1;1;3;0;0
26;SPS KARTINI;69773252;SPS;Swasta;25 Jan 2026 12:50:48;1;35;2;2;1;2;0;0
27;SPS TIANA SARI;69773256;SPS;Swasta;-;4;42;2;1;3;2;0;0
28;SD NEGERI 079 PALEMBANG;10603489;SD;Negeri;13 Mar 2026 09:55:53;107;1,25;43;53;12;18;0;3
29;SD NEGERI 080 PALEMBANG;10603491;SD;Negeri;11 Mar 2026 08:17:32;66;343;12;14;2;6;0;1
30;SD NEGERI 081 PALEMBANG;10603502;SD;Negeri;10 Mar 2026 07:59:36;90;1,123;35;46;4;21;2;1
