Data Guru Kec. Ilir Barat I - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;SD NEGERI 001 PALEMBANG;10603448;SD;Negeri;12 Mar 2026 12:43:06;60;656;24;31;4;12;1;1
2;SD NEGERI 002 PALEMBANG;10603442;SD;Negeri;12 Mar 2026 07:42:54;39;685;24;37;7;15;0;1
3;SD NEGERI 003 PALEMBANG;10603470;SD;Negeri;13 Mar 2026 15:33:51;7;120;6;8;3;7;0;1
4;SD NEGERI 004 PALEMBANG;10603541;SD;Negeri;02 Mar 2026 20:40:51;66;530;18;18;4;18;0;1
5;SD NEGERI 005 PALEMBANG;10603533;SD;Negeri;06 Mar 2026 11:31:05;21;281;12;16;2;9;0;1
6;SD NEGERI 006 PALEMBANG;10603544;SD;Negeri;12 Mar 2026 09:54:21;22;445;16;17;3;14;1;1
7;SD NEGERI 007 PALEMBANG;10603545;SD;Negeri;03 Mar 2026 18:55:34;16;194;7;9;2;8;0;1
8;SD NEGERI 008 PALEMBANG;10603482;SD;Negeri;10 Mar 2026 08:54:04;19;159;6;7;4;6;0;1
9;SD NEGERI 009 PALEMBANG;10603499;SD;Negeri;13 Mar 2026 08:31:36;19;275;12;15;0;9;0;1
10;SD NEGERI 010 PALEMBANG;10603997;SD;Negeri;13 Mar 2026 09:18:49;6;116;6;9;1;6;0;1
11;SD NEGERI 011 PALEMBANG;10603447;SD;Negeri;07 Mar 2026 10:55:52;11;485;17;22;3;11;0;1
12;SD NEGERI 012 PALEMBANG;10603446;SD;Negeri;06 Mar 2026 07:42:24;6;461;16;20;3;10;0;1
13;SD NEGERI 013 PALEMBANG;10603445;SD;Negeri;06 Mar 2026 11:10:05;19;623;19;24;2;8;0;1
14;SD NEGERI 014 PALEMBANG;10603505;SD;Negeri;12 Mar 2026 07:21:41;33;343;12;12;3;6;0;0
15;SD NEGERI 015 PALEMBANG;10603443;SD;Negeri;07 Mar 2026 10:42:40;11;315;11;14;3;7;0;1
16;SD NEGERI 016 PALEMBANG;10603438;SD;Negeri;31 Jan 2026 09:39:28;22;314;12;16;3;10;0;1
17;SD NEGERI 017 PALEMBANG;10603439;SD;Negeri;10 Mar 2026 10:55:11;73;463;18;26;4;18;1;1
18;SD NEGERI 018 PALEMBANG;10603440;SD;Negeri;05 Mar 2026 09:44:52;27;186;8;12;2;9;0;1
19;SD NEGERI 019 PALEMBANG;10603441;SD;Negeri;08 Mar 2026 16:35:12;10;310;12;12;3;8;0;1
20;SD NEGERI 020 PALEMBANG;10603461;SD;Negeri;09 Mar 2026 09:10:04;21;94;6;8;1;5;0;1
21;SD NEGERI 021 PALEMBANG;10603462;SD;Negeri;12 Mar 2026 07:36:49;34;539;19;27;4;27;0;2
22;SD NEGERI 022 PALEMBANG;10603463;SD;Negeri;06 Mar 2026 10:16:03;15;227;9;14;5;5;0;1
23;SD NEGERI 023 PALEMBANG;10604339;SD;Negeri;09 Mar 2026 19:45:36;40;608;22;28;5;25;1;1
24;SD NEGERI 024 PALEMBANG;10603963;SD;Negeri;06 Mar 2026 08:11:49;17;545;15;13;0;17;0;1
25;SD NEGERI 025 PALEMBANG;10603962;SD;Negeri;04 Mar 2026 09:14:42;15;632;22;27;2;22;0;2
26;SD NEGERI 026 PALEMBANG;10603474;SD;Negeri;09 Mar 2026 11:09:28;16;316;12;16;2;10;1;1
27;SD NEGERI 027 PALEMBANG;10603473;SD;Negeri;13 Mar 2026 15:10:38;44;206;9;12;4;10;0;1
28;SD NEGERI 028 PALEMBANG;10603472;SD;Negeri;13 Mar 2026 09:47:55;28;332;13;18;4;10;0;1
29;SD NEGERI 029 PALEMBANG;10603471;SD;Negeri;09 Mar 2026 12:06:34;8;85;6;7;2;7;0;1
30;SD ADVENT II PALEMBANG;10603944;SD;Swasta;05 Mar 2026 20:50:47;29;138;6;6;1;8;0;1
31;SD ALAM INDONESIA;10648820;SD;Swasta;02 Feb 2026 09:33:12;8;106;6;10;2;6;1;1
32;SD HARAPAN MANDIRI PALEMBANG;10646321;SD;Swasta;07 Mar 2026 10:22:44;8;120;6;7;1;6;1;1
33;SD HIGHSCOPE INDONESIA;69983925;SD;Swasta;03 Feb 2026 08:44:51;0;0;0;1;7;0;0;0
34;SD ISLAM AZ-ZAHRAH PALEMBANG;10603943;SD;Swasta;03 Mar 2026 11:48:05;19;788;31;44;13;35;3;2
35;SD ISLAM TERPADU BINA ILMI PALEMBANG;10646262;SD;Swasta;20 Feb 2026 23:33:40;16;839;33;61;4;34;1;1
36;SD IT AULADI PAKJO PALEMBANG;69830126;SD;Swasta;03 Mar 2026 12:20:16;52;222;12;15;6;12;1;1
37;SD IT IZZUDDIN PALEMBANG;10609883;SD;Swasta;11 Mar 2026 14:04:43;29;600;24;35;1;26;2;1
38;SD PALEMBANG HARAPAN;10648821;SD;Swasta;05 Mar 2026 10:53:27;2;419;18;19;5;18;1;1
39;SMP NEGERI 17 PALEMBANG;10603697;SMP;Negeri;07 Mar 2026 15:42:19;60;762;24;46;9;24;1;1
40;SMP NEGERI 18 PALEMBANG;10603696;SMP;Negeri;01 Mar 2026 22:37:02;37;964;31;59;12;30;1;1
41;SMP NEGERI 22 PALEMBANG;10603692;SMP;Negeri;13 Mar 2026 16:50:19;32;663;24;49;13;24;1;1
42;SMP NEGERI 33 PALEMBANG;10603738;SMP;Negeri;06 Mar 2026 20:58:02;73;662;22;42;8;20;3;1
43;SMP NEGERI 45 PALEMBANG;10603771;SMP;Negeri;03 Mar 2026 11:59:59;47;718;24;47;12;21;4;1
44;SMP NEGERI 58 PALEMBANG;69857925;SMP;Negeri;03 Mar 2026 16:32:39;37;477;15;31;5;8;2;1
45;SMP ALAM INDONESIA PALEMBANG;69903016;SMP;Swasta;09 Feb 2026 23:35:48;8;18;3;1;1;3;0;1
46;SMP ARINDA PALEMBANG;10609488;SMP;Swasta;02 Mar 2026 12:23:32;23;91;3;6;2;3;3;1
47;SMP ISLAM AZ-ZAHRAH 2 PALEMBANG;10609492;SMP;Swasta;24 Feb 2026 21:13:45;16;234;9;16;2;9;2;1
48;SMP IT BINA ILMI PALEMBANG;69726539;SMP;Swasta;25 Feb 2026 11:32:55;51;234;9;6;3;9;2;1
49;SMP IT IZZUDIN PALEMBANG;10644711;SMP;Swasta;27 Feb 2026 11:43:23;21;338;11;8;4;14;2;1
50;SMP PALEMBANG HARAPAN;10648886;SMP;Swasta;06 Mar 2026 16:52:37;13;150;7;4;5;10;2;1
51;SMP PGRI 07 PALEMBANG;10609570;SMP;Swasta;04 Mar 2026 09:07:25;18;64;3;11;1;5;1;1
52;SMP PTI PALEMBANG;10609573;SMP;Swasta;13 Mar 2026 17:18:04;76;68;3;8;1;9;2;1
53;SMP RA. KARTINI PALEMBANG;10609577;SMP;Swasta;-;25;13;3;2;1;3;2;1
54;SMP SRIJAYA NEGARA PALEMBANG;10609585;SMP;Swasta;05 Mar 2026 07:48:17;35;246;8;14;4;5;2;1
55;SMP XAVERIUS 02 PALEMBANG;10609600;SMP;Swasta;06 Mar 2026 08:30:00;32;189;8;12;3;11;3;1
56;SMP YULIS PALEMBANG;10609616;SMP;Swasta;03 Mar 2026 23:37:13;23;62;3;3;1;3;0;1
57;SMA NEGERI 01 PALEMBANG;10603865;SMA;Negeri;05 Mar 2026 13:52:22;59;1,317;39;74;42;43;10;4
58;SMA NEGERI 02 PALEMBANG;10603845;SMA;Negeri;10 Mar 2026 11:29:24;64;1,047;30;65;7;30;4;1
59;SMA NEGERI 10 PALEMBANG;10603850;SMA;Negeri;13 Mar 2026 09:20:11;143;1,433;39;81;12;39;6;1
60;SMA NEGERI 11 PALEMBANG;10603849;SMA;Negeri;04 Mar 2026 11:41:26;105;1,473;37;74;16;24;6;1
61;SMA AL-AMALUL KHAIR PALEMBANG;10609620;SMA;Swasta;07 Mar 2026 09:40:47;129;309;12;18;4;12;6;1
62;SMA ARINDA PALEMBANG;10609622;SMA;Swasta;09 Mar 2026 11:49:06;43;138;5;14;4;5;2;1
63;SMA ETHIKA PALEMBANG;10609639;SMA;Swasta;13 Mar 2026 17:04:27;201;117;5;14;3;13;2;1
64;SMA IT BINA ILMI PALEMBANG;69981952;SMA;Swasta;03 Mar 2026 13:41:00;13;54;4;4;1;2;1;1
65;SMA IT IZZUDDIN PALEMBANG;10648904;SMA;Swasta;06 Mar 2026 17:22:48;42;143;7;12;3;7;2;1
66;SMA PALEMBANG HARAPAN;10648905;SMA;Swasta;06 Mar 2026 18:12:41;17;103;7;4;1;14;2;1
67;SMA PGRI 01 PALEMBANG;10609675;SMA;Swasta;05 Mar 2026 20:45:56;37;292;10;15;3;10;5;1
68;SMA PGRI 05 PALEMBANG;10609680;SMA;Swasta;13 Mar 2026 15:27:33;48;100;4;11;1;8;2;1
69;SMA RA KARTINI PALEMBANG;10609685;SMA;Swasta;05 Mar 2026 11:35:25;37;55;3;7;1;3;5;1
70;SMA SRIJAYA NEGARA PALEMBANG;10609689;SMA;Swasta;09 Mar 2026 08:57:36;81;642;19;36;5;25;3;1
71;SMA TARUNA BANGSA PALEMBANG;10645863;SMA;Swasta;12 Mar 2026 08:54:10;52;198;8;8;2;8;2;1
72;SMA YULIS PALEMBANG;10609722;SMA;Swasta;11 Mar 2026 10:44:30;20;59;3;8;1;3;1;1
73;SMK NEGERI 03 PALEMBANG;10603712;SMK;Negeri;13 Mar 2026 13:40:21;177;1,369;41;86;22;42;4;1
74;SMK NEGERI 05 PALEMBANG;10603709;SMK;Negeri;13 Mar 2026 05:45:02;42;1,388;45;65;17;32;10;2
75;SMK ARINDA PALEMBANG;10603705;SMK;Swasta;09 Mar 2026 12:16:29;28;175;9;15;1;9;5;1
76;SMK ETHIKA PALEMBANG;10603715;SMK;Swasta;11 Mar 2026 08:05:53;136;175;8;17;4;11;2;1
77;SMK KARYA ABADI PALEMBANG;10603727;SMK;Swasta;-;9;1;1;1;0;6;1;1
78;SMK PGRI 01 PALEMBANG;10603702;SMK;Swasta;04 Mar 2026 21:41:13;38;643;20;34;12;21;2;1
79;SMK RA KARTINI PALEMBANG;10609730;SMK;Swasta;20 Feb 2026 11:21:24;47;95;3;7;1;6;5;1
80;SLB AUTIS HARAPAN MANDIRI PALEMBANG;10609475;SLB;Swasta;07 Mar 2026 09:44:11;23;66;17;21;1;24;1;1
Total;Total;Total;Total;Total;Total;3,106;31,122;1,111;1,749;376;1,082;137;85
