Data Guru Kec. Gandus - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AISYIYAH 15;69975264;TK;Swasta;-;0;0;0;0;0;0;0;0
2;TK AL MASTUROH;70040358;TK;Swasta;07 Mar 2026 00:09:14;40;24;1;1;2;1;0;0
3;TK ARDILIANA AMALIAH PALEMBANG;10644227;TK;Swasta;06 Mar 2026 10:03:00;8;43;2;0;1;2;0;0
4;TK DZAKIYYAH;70011187;TK;Swasta;25 Jan 2026 15:42:53;8;78;4;3;1;3;0;0
5;TK HANIYAH ZAHRA;69930411;TK;Swasta;05 Mar 2026 11:14:15;12;36;1;0;1;2;0;0
6;TK ISLAM SOPIAH;70043754;TK;Swasta;03 Mar 2026 12:59:37;9;32;2;2;2;2;0;0
7;TK IT DETAFANA;69929592;TK;Swasta;10 Mar 2026 19:48:04;7;74;4;4;1;4;0;0
8;TK IT SETIA HATI PALEMBANG;69986757;TK;Swasta;02 Mar 2026 14:49:22;9;20;2;2;1;2;0;0
9;TK KARTIKA II-43 PALEMBANG;69896919;TK;Swasta;27 Jan 2026 08:43:56;6;27;1;0;0;3;0;0
10;TK MUTIARA ISLAMI;69959255;TK;Swasta;07 Mar 2026 11:07:49;11;71;4;4;1;4;0;0
11;TK NABILA;70042118;TK;Swasta;-;0;0;0;0;0;0;0;0
12;TK NURUL ILMI;69982037;TK;Swasta;06 Mar 2026 05:22:24;25;62;3;3;1;3;0;0
13;TK SINAR HARAPAN PALEMBANG;10644229;TK;Swasta;23 Jan 2026 18:58:56;5;20;1;1;1;3;0;0
14;TK TERATAI PUTIH PALEMBANG;10644230;TK;Swasta;08 Mar 2026 12:56:53;4;49;3;3;0;2;0;1
15;TK TIARA;69913144;TK;Swasta;07 Mar 2026 17:45:39;29;52;3;2;1;4;0;0
16;TK TUNAS TELADAN PALEMBANG;69876025;TK;Swasta;03 Mar 2026 16:33:56;11;60;4;4;2;5;0;0
17;KB AL-FIRDAUS;69773052;KB;Swasta;22 Jan 2026 22:09:39;8;46;3;3;3;3;0;0
18;KB ANANDA;70009410;KB;Swasta;17 Feb 2026 23:46:55;12;38;2;1;4;3;0;0
19;KB BAITUL SA ADAH;69773053;KB;Swasta;-;6;54;3;3;3;3;0;0
20;KB CAHAYA MUSLIMAT NU 4;69959877;KB;Swasta;-;6;18;1;2;2;2;0;0
21;KB CANDRA;69858041;KB;Swasta;22 Jan 2026 21:50:55;24;79;4;3;2;4;0;0
22;KB CERDAS CERIA;69773051;KB;Swasta;12 Feb 2026 16:51:14;8;24;1;1;1;1;0;0
23;KB FATHONAH;69773046;KB;Swasta;-;7;29;1;1;1;1;0;0
24;KB NABILA;69960165;KB;Swasta;-;6;39;2;2;0;3;0;0
25;KB SAHABAT;69975277;KB;Swasta;04 Mar 2026 05:58:31;25;44;3;3;3;2;0;0
26;KB SMILE KIDS;69773050;KB;Swasta;02 Mar 2026 17:33:00;7;82;4;3;1;4;0;0
27;KB SUBAIDAH;70004037;KB;Swasta;-;5;9;2;1;3;2;0;0
28;KB ZAHRA;69773047;KB;Swasta;28 Jan 2026 20:00:58;13;37;1;1;2;2;0;1
29;PAUD AL - MASTUROH;69959260;KB;Swasta;26 Jan 2026 19:23:57;40;58;2;2;2;2;0;0
30;PAUD ANAK BANGSA;69773056;KB;Swasta;31 Jan 2026 22:07:07;16;80;4;3;1;3;0;1
31;PAUD DANISHA;69958806;KB;Swasta;25 Jan 2026 15:29:13;5;54;2;1;4;2;0;1
32;PAUD MUTIARA HATI;69876037;KB;Swasta;09 Feb 2026 22:25:21;12;80;3;2;1;3;0;0
33;PAUD NURUL IMAN;69858043;KB;Swasta;04 Feb 2026 19:49:41;5;39;2;2;3;2;0;0
