Data Peserta Didik Kec. Seberang Ulu II - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;SD NEGERI 090 PALEMBANG;10603553;SD;Negeri;09 Mar 2026 12:15:58;17;407;14;17;3;6;0;1
2;SD NEGERI 091 PALEMBANG;10603494;SD;Negeri;13 Mar 2026 09:24:29;20;481;18;22;2;9;0;1
3;SD NEGERI 092 PALEMBANG;10603552;SD;Negeri;07 Mar 2026 09:33:24;18;293;12;14;1;11;0;1
4;SD NEGERI 093 PALEMBANG;10603966;SD;Negeri;05 Mar 2026 15:48:31;32;584;18;25;3;9;2;1
5;SD NEGERI 094 PALEMBANG;10603551;SD;Negeri;07 Mar 2026 09:04:07;32;256;11;12;2;5;0;1
6;SD NEGERI 095 PALEMBANG;10603549;SD;Negeri;12 Mar 2026 14:04:21;35;412;14;19;1;7;0;1
7;SD NEGERI 096 PALEMBANG;10603548;SD;Negeri;03 Mar 2026 12:03:21;14;180;8;13;5;5;0;1
8;SD NEGERI 097 PALEMBANG;10603976;SD;Negeri;03 Mar 2026 16:16:20;28;139;6;8;3;6;0;0
9;SD NEGERI 098 PALEMBANG;10603547;SD;Negeri;12 Mar 2026 08:41:10;22;443;15;19;4;21;0;1
10;SD NEGERI 099 PALEMBANG;10603810;SD;Negeri;04 Mar 2026 11:39:56;29;419;16;23;6;8;0;1
11;SD NEGERI 100 PALEMBANG;10603532;SD;Negeri;04 Mar 2026 09:12:37;16;246;10;12;2;6;0;1
12;SD NEGERI 101 PALEMBANG;10603531;SD;Negeri;07 Mar 2026 10:25:02;29;331;12;13;3;10;0;1
13;SD NEGERI 102 PALEMBANG;10603530;SD;Negeri;05 Mar 2026 09:25:58;15;341;13;15;1;9;0;1
14;SD ISLAM TERPADU AULADI PALEMBANG;10647118;SD;Swasta;05 Mar 2026 13:36:57;13;463;20;22;1;20;2;1
15;SD MUHAMMADIYAH 16 PALEMBANG;10603900;SD;Swasta;02 Mar 2026 21:35:17;36;297;12;15;3;6;1;1
16;SD MUHAMMADIYAH 17 PALEMBANG;10603993;SD;Swasta;06 Mar 2026 11:03:37;9;161;6;8;1;5;0;1
17;SD XAVERIUS 07 PALEMBANG;10603984;SD;Swasta;04 Mar 2026 08:14:45;34;80;6;8;5;6;2;1
18;SDI BAITUR RAHMAH;69992049;SD;Swasta;06 Mar 2026 03:33:08;0;0;0;7;4;0;0;0
19;SMP NEGERI 16 PALEMBANG;10603698;SMP;Negeri;06 Mar 2026 20:57:30;33;852;28;48;10;30;2;1
20;SMP NEGERI 30 PALEMBANG;10603767;SMP;Negeri;09 Mar 2026 09:35:58;68;732;24;41;11;24;1;1
21;SMP AL IHSAN PALEMBANG;10609486;SMP;Swasta;-;1;7;1;5;1;3;0;1
22;SMP ASSANADIYAH PALEMBANG;10609490;SMP;Swasta;-;20;75;3;4;2;3;1;1
23;SMP AZHARYAH PALEMBANG;10609481;SMP;Swasta;05 Mar 2026 13:57:12;44;625;21;16;4;22;2;1
24;SMP AZZAHRO PALEMBANG;10609493;SMP;Swasta;07 Mar 2026 21:58:26;32;130;5;8;1;5;3;1
25;SMP BINA KARYA SU II PALEMBANG;10609501;SMP;Swasta;-;27;35;3;5;2;3;1;1
26;SMP DAARUL AITAM PALEMBANG;10609507;SMP;Swasta;12 Mar 2026 10:33:27;60;561;18;27;5;9;1;1
27;SMP INSAN CENDIKIA SRIWIJAYA PALEMBANG;10609518;SMP;Swasta;02 Mar 2026 20:40:32;48;162;5;9;2;5;1;1
28;SMP ISLAM TERPADU AL-AFIF PALEMBANG;69963953;SMP;Swasta;05 Mar 2026 11:38:39;8;39;3;7;1;3;0;1
29;SMP MUHAMMADIYAH 06 PALEMBNG;10609545;SMP;Swasta;05 Mar 2026 14:29:41;25;185;6;10;4;7;1;1
30;SMP SRIGUNA PALEMBANG;10609584;SMP;Swasta;23 Feb 2026 14:46:00;60;743;24;30;5;25;3;1
31;SMA NEGERI 08 PALEMBANG;10603855;SMA;Negeri;13 Mar 2026 09:08:22;111;1,039;30;58;16;30;4;1
32;SMA ASSANADIYAH PALEMBANG;10609623;SMA;Swasta;04 Mar 2026 13:34:40;19;69;4;9;1;7;2;1
33;SMA AZHARYAH PALEMBANG;10609624;SMA;Swasta;11 Feb 2026 10:08:15;46;281;9;14;2;10;7;1
34;SMA BINA KARYA PLAJU PALEMBANG;10609631;SMA;Swasta;-;27;49;3;6;0;3;1;1
35;SMA DAARUL AITAM PALEMBANG;10609636;SMA;Swasta;13 Mar 2026 08:38:37;79;170;6;8;3;6;2;1
36;SMA INSAN CENDIKIA SRIWIJAYA PALEMBANG;10609643;SMA;Swasta;06 Mar 2026 09:49:14;46;115;6;10;1;6;0;1
37;SMA MUHAMMADIYAH 03 PALEMBANG;10609660;SMA;Swasta;12 Mar 2026 08:41:08;26;66;3;11;2;8;2;1
