Data Peserta Didik Kec. Alang-Alang Lebar - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK NEGERI PEMBINA 06 PALEMBANG;70001381;TK;Negeri;03 Mar 2026 10:35:28;22;31;2;4;3;4;0;0
2;TK AISYIYAH 18;10644171;TK;Swasta;01 Mar 2026 17:36:21;17;62;3;5;1;3;0;1
3;TK AISYIYAH 26;70046372;TK;Swasta;10 Mar 2026 12:13:24;20;28;2;1;2;2;0;0
4;TK AISYIYAH 29;70030928;TK;Swasta;28 Jan 2026 08:50:10;8;47;2;2;2;2;0;0
5;TK AL-KAUTSAR;10644281;TK;Swasta;02 Mar 2026 12:14:55;7;32;1;2;2;2;0;0
6;TK ALHAFIZH;70049919;TK;Swasta;16 Jan 2026 11:53:38;9;21;2;2;0;2;0;0
7;TK BHAKTI ASUHAN 03 PALEMBANG;10647188;TK;Swasta;05 Mar 2026 12:04:08;7;15;1;1;1;2;0;0
8;TK BINA POTENSI;10644291;TK;Swasta;-;10;9;1;1;2;1;0;0
9;TK CAHAYA INTAN;10644292;TK;Swasta;05 Mar 2026 12:25:54;10;30;2;3;2;3;0;0
10;TK FATHONA;69959051;TK;Swasta;03 Mar 2026 07:58:28;15;50;3;4;1;4;0;0
11;TK FATHUL ILMI;69958805;TK;Swasta;05 Mar 2026 09:23:43;34;32;3;2;1;3;0;0
12;TK FATIMAH 05 PALEMBANG;10644294;TK;Swasta;25 Feb 2026 22:36:46;5;63;4;4;3;5;0;0
13;TK GOLDEN AGE;69979965;TK;Swasta;02 Mar 2026 22:06:14;6;48;2;2;2;3;0;1
14;TK HARAPAN BANGSA 4;10644297;TK;Swasta;05 Mar 2026 20:50:17;8;36;2;2;1;2;0;0
15;TK HARAPAN KITA;10644298;TK;Swasta;06 Mar 2026 08:13:47;1;56;3;2;2;3;0;0
16;TK HELAU KIDS PALEMBANG;10647156;TK;Swasta;03 Mar 2026 04:48:25;24;77;4;4;2;4;0;0
17;TK IGNATIUS GLOBAL SCHOOL;69959424;TK;Swasta;03 Mar 2026 11:03:00;15;48;3;5;1;4;0;1
18;TK INDO GLOBAL MANDIRI;69969002;TK;Swasta;27 Jan 2026 14:23:01;23;86;6;6;2;6;0;0
19;TK ISLAM BAKTI I;10644301;TK;Swasta;06 Mar 2026 03:13:25;9;37;2;2;1;2;0;0
20;TK ISLAM HANANA;70051517;TK;Swasta;26 Feb 2026 13:09:56;0;0;0;0;0;0;0;0
21;TK ISLAM NOOR SALAM;10644302;TK;Swasta;04 Mar 2026 19:35:21;14;14;1;1;2;2;0;0
22;TK KARYA DHARMA BHAKTI 2;10644305;TK;Swasta;22 Jan 2026 12:35:15;6;56;2;1;1;2;0;1
23;TK KHALIFAH 23 PALEMBANG;69876015;TK;Swasta;12 Mar 2026 07:36:24;16;70;5;5;2;6;0;0
24;TK MANDIRI PALEMBANG;69876012;TK;Swasta;04 Mar 2026 04:11:37;6;24;2;2;1;2;0;0
25;TK MAWADDAH WAROHMAH;70048242;TK;Swasta;03 Mar 2026 07:21:29;20;38;2;3;2;2;0;0
26;TK NADIRA 2;69964550;TK;Swasta;03 Mar 2026 10:43:58;30;216;12;12;1;12;0;0
27;TK PERTIWI 5;10644518;TK;Swasta;05 Mar 2026 15:24:22;13;27;2;2;1;3;0;0
28;TK PERTIWI PASMA;10644514;TK;Swasta;05 Mar 2026 21:52:39;6;28;2;2;1;2;0;1
29;TK RIFANDA;69969820;TK;Swasta;04 Mar 2026 10:00:31;8;19;2;6;2;4;0;0
30;TK SAINS ALUMNIKA PALEMBANG;70041881;TK;Swasta;07 Mar 2026 22:47:02;10;44;2;3;2;3;0;0
31;TK SEKOLAH GLOBAL MANDIRI;70051569;TK;Swasta;27 Jan 2026 10:10:47;0;0;0;0;0;0;0;0
32;TK TATUKA KESUMA PALEMBANG;69773034;TK;Swasta;20 Jan 2026 18:16:12;21;63;4;4;2;4;1;0
33;TK UTAMA AISYIYAH PALEMBANG;70030879;TK;Swasta;03 Mar 2026 12:15:23;6;25;3;3;1;3;0;0
34;TK ZAHRA ZAFIRA;70049357;TK;Swasta;04 Mar 2026 10:54:23;12;27;1;2;1;2;0;0
35;KB AL-FATAH;69876048;KB;Swasta;-;5;35;2;3;2;3;0;0
36;KB Al-Ikhlas;69773228;KB;Swasta;06 Feb 2026 21:06:44;10;51;3;3;0;2;0;0
37;KB AR-RAHMAH;69773233;KB;Swasta;14 Feb 2026 12:51:21;41;49;3;3;4;2;0;0
38;KB ARAFAH;69858080;KB;Swasta;22 Feb 2026 21:38:48;12;47;2;0;0;2;0;0
39;KB CENDANA;69876064;KB;Swasta;-;17;97;5;6;2;7;0;0
40;KB EKKLESIA;69989708;KB;Swasta;26 Feb 2026 11:56:44;14;8;2;2;2;2;0;0
41;KB HANIFAH;69876008;KB;Swasta;06 Feb 2026 17:18:19;8;42;3;2;2;4;0;0
42;KB MAWADDAH WAROHMAH;69973577;KB;Swasta;21 Feb 2026 12:00:03;23;22;2;3;3;5;0;0
43;KB MPOWER;69858081;KB;Swasta;18 Feb 2026 19:27:10;14;14;1;4;3;4;0;1
44;KB Natasa;69773226;KB;Swasta;23 Jan 2026 12:58:45;7;53;2;2;3;3;0;0
45;KB NUR AMALIYAH;69858082;KB;Swasta;24 Jan 2026 22:00:19;10;19;1;3;1;2;0;0
46;KB PARIS;69964552;KB;Swasta;-;0;0;0;0;0;0;0;0
47;KB ZAHRA ZAFIRA;69773232;KB;Swasta;04 Feb 2026 21:30:35;14;17;1;1;3;3;0;0
48;PAUD AKBAR;69931609;KB;Swasta;23 Jan 2026 16:37:25;14;41;3;2;1;3;0;0
49;PAUD AL-MUHAJIRIN;69947981;KB;Swasta;04 Mar 2026 00:15:54;5;20;2;1;2;3;0;0
50;PAUD AMELIA AL-KARIM;69912986;KB;Swasta;04 Mar 2026 11:47:04;20;27;3;4;1;2;0;0
51;PAUD GENTAR ALAM;69996021;KB;Swasta;11 Mar 2026 12:12:10;11;60;3;4;1;3;0;0
52;PAUD TERPADU CERDAS DAN SEHAT;69773230;KB;Swasta;-;7;2;2;3;2;3;0;1
53;PAUD WIJAYA;69932238;KB;Swasta;-;8;42;2;2;2;2;0;1
54;TPA TATUKA KESUMA;69773246;TPA;Swasta;17 Feb 2026 10:23:32;12;28;1;1;3;1;1;0
55;SPS AL IKHLAS;69773292;SPS;Swasta;14 Feb 2026 08:16:39;5;11;1;1;0;2;0;0
56;SD NEGERI 237 PALEMBANG;10604271;SD;Negeri;07 Mar 2026 08:11:30;51;202;9;13;3;6;0;1
57;SD NEGERI 238 PALEMBANG;10609400;SD;Negeri;04 Mar 2026 10:06:19;43;530;19;23;6;16;0;1
58;SD NEGERI 239 PALEMBANG;10604270;SD;Negeri;07 Mar 2026 10:58:50;28;235;11;15;4;7;0;0
59;SD NEGERI 240 PALEMBANG;10604265;SD;Negeri;03 Mar 2026 10:24:04;52;648;20;27;4;9;2;1
60;SD NEGERI 241 PALEMBANG;10604276;SD;Negeri;11 Mar 2026 12:13:25;68;815;27;34;6;16;1;1
61;SD NEGERI 242 PALEMBANG;10604277;SD;Negeri;07 Mar 2026 09:40:10;28;553;18;23;2;9;0;1
62;SD NEGERI 243 PALEMBANG;10609403;SD;Negeri;12 Mar 2026 11:37:54;52;1,067;32;44;3;14;0;1
63;SD NEGERI 244 PALEMBANG;10609770;SD;Negeri;12 Mar 2026 12:08:00;36;920;25;34;4;18;0;2
64;SD NEGERI 249 PALEMBANG;70003773;SD;Negeri;12 Mar 2026 12:50:34;35;290;11;10;4;6;0;0
65;SD BINA POTENSI PALEMBANG;10647818;SD;Swasta;03 Mar 2026 14:21:05;38;69;6;15;2;6;1;1
66;SD IGNATIUS GLOBAL SCHOOL CITRAGRAND CITY;69883476;SD;Swasta;03 Mar 2026 10:51:13;34;166;6;8;3;7;1;1
67;SD ISLAM FATIMAH PALEMBANG;10609880;SD;Swasta;11 Mar 2026 12:03:15;59;570;22;34;9;23;0;1
68;SD ISLAM KHALIFAH ANNIZAM PALEMBANG;69906037;SD;Swasta;11 Mar 2026 13:28:27;55;463;19;43;10;24;2;1
69;SD IT FATHONA PALEMBANG;69726537;SD;Swasta;07 Mar 2026 21:02:45;51;339;16;24;3;17;1;1
70;SD IT IZZATUNA PALEMBANG;70051763;SD;Swasta;10 Mar 2026 11:22:53;0;0;0;0;0;0;0;0
71;SD KARYA DHARMA BHAKTI 2 PALEMBANG;10609914;SD;Swasta;25 Feb 2026 11:46:49;30;336;12;13;3;8;1;1
