Data Peserta Didik Kec. Ilir Timur I - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AISYIYAH 01;10644580;TK;Swasta;06 Mar 2026 09:03:37;14;8;1;1;1;1;0;0
2;TK AISYIYAH 9;10644581;TK;Swasta;27 Jan 2026 18:24:46;12;38;3;3;1;4;0;0
3;TK BHAKTI ASUHAN;10644571;TK;Swasta;05 Mar 2026 09:13:00;14;37;3;2;1;3;0;1
4;TK GUANG MING 2;70008753;TK;Swasta;14 Jan 2026 11:52:10;20;22;2;2;2;2;0;0
5;TK HOSANNA;10644590;TK;Swasta;30 Jan 2026 11:54:38;9;19;2;1;1;4;0;0
6;TK IPEKA PALEMBANG;10647158;TK;Swasta;-;6;40;3;3;1;3;0;1
7;TK KARYA MURNI;10644574;TK;Swasta;-;0;0;0;0;0;0;0;0
8;TK MANGGALA SCHOOL;69893618;TK;Swasta;27 Jan 2026 10:59:30;8;53;4;5;2;5;0;0
9;TK METHODIST 2;69935218;TK;Swasta;04 Mar 2026 11:09:34;11;61;3;3;2;4;0;1
10;TK PANCA BAKTI;10644520;TK;Swasta;25 Jan 2026 08:14:57;9;25;2;3;1;2;0;0
11;TK PENGUIN HANDAYANI;69973584;TK;Swasta;03 Mar 2026 12:12:22;10;23;1;1;1;2;0;1
12;TK PUTRA I;10644586;TK;Swasta;03 Mar 2026 21:16:17;8;83;4;4;1;4;0;1
13;TK ROSI;10644584;TK;Swasta;-;12;37;2;3;1;2;0;0
14;TK SEGARAN;69876020;TK;Swasta;11 Mar 2026 10:10:27;8;19;1;1;1;1;0;0
15;TK SION;10644573;TK;Swasta;04 Mar 2026 13:29:35;7;40;2;2;2;6;0;1
16;TK ST AGATHA PALEMBANG;10644589;TK;Swasta;11 Mar 2026 12:08:45;15;43;3;3;5;5;0;1
17;TK TAMAN SISWA;10644513;TK;Swasta;10 Feb 2026 08:13:27;11;23;1;1;1;1;0;0
18;TK TELKOM 1 PALEMBANG;10644591;TK;Swasta;29 Jan 2026 07:34:27;9;33;2;1;1;3;0;1
19;TK TELKOM 2 PALEMBANG;10644583;TK;Swasta;-;6;11;2;1;1;3;0;1
20;TK WIDYA MUSI;10647181;TK;Swasta;06 Feb 2026 11:01:27;3;21;2;2;1;3;0;1
21;TK XAVERIUS 1 PALEMBANG;10644578;TK;Swasta;12 Mar 2026 13:33:37;5;40;3;3;2;3;0;1
22;TK XAVERIUS 5;10644579;TK;Swasta;09 Mar 2026 10:53:11;13;23;2;3;1;2;0;0
