Data Peserta Didik Kec. Seberang Ulu I - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AISYIYAH 03 PALEMBANG;10644342;TK;Swasta;23 Jan 2026 14:34:03;6;40;3;4;1;5;0;0
2;TK AL-IKHLAS;10644340;TK;Swasta;04 Mar 2026 10:30:19;13;104;5;5;1;6;0;1
3;TK AZKARA ZAHRA;69958534;TK;Swasta;03 Mar 2026 13:21:03;11;20;1;2;1;2;0;1
4;TK FATHIAH;70030311;TK;Swasta;27 Feb 2026 00:15:13;25;48;2;4;1;2;0;0
5;TK HANDAYANI II;69950484;TK;Swasta;04 Mar 2026 08:14:56;9;35;2;2;2;4;0;0
6;TK HIJRIYAH II;10644396;TK;Swasta;03 Feb 2026 21:24:37;5;61;3;4;3;3;0;1
7;TK METHODIST 3;10647172;TK;Swasta;04 Mar 2026 09:14:26;11;4;1;1;1;2;0;0
8;TK. AR-RACHMA;69858021;TK;Swasta;21 Jan 2026 10:22:54;11;62;4;5;1;6;0;0
9;KB AL- HADI;69773069;KB;Swasta;25 Jan 2026 21:40:38;13;35;2;2;1;2;0;0
10;KB AL-KAUTSAR;70008733;KB;Swasta;05 Mar 2026 10:16:40;2;40;2;0;1;2;0;0
11;KB BAROKAH;69773063;KB;Swasta;28 Jan 2026 15:06:04;26;51;2;2;3;2;0;0
12;KB FATHIAH;69773072;KB;Swasta;16 Jan 2026 11:35:01;23;39;3;3;2;4;0;0
13;KB HANDAYANI;69773062;KB;Swasta;03 Feb 2026 19:31:08;28;59;3;3;0;3;0;0
14;KB HARAPAN BARU;69773071;KB;Swasta;03 Feb 2026 14:32:52;13;49;2;2;1;2;0;0
15;KB MU AZZHAM;69876036;KB;Swasta;-;11;20;1;1;1;2;0;0
16;KB MUSHAB BIN UMAIR;69858050;KB;Swasta;06 Mar 2026 13:29:48;9;32;3;3;1;1;0;1
17;KB NURUL FURQON;69773064;KB;Swasta;30 Jan 2026 18:30:17;11;65;4;4;2;5;0;0
18;KB PULAU;69773073;KB;Swasta;11 Feb 2026 08:05:02;13;30;2;3;2;2;0;0
19;KB RISTEK;69773068;KB;Swasta;20 Jan 2026 12:26:57;13;103;5;5;2;4;0;0
20;KB SMART CHILDREN;69909071;KB;Swasta;29 Jan 2026 16:30:59;14;42;3;3;1;3;0;0
21;KB TERAS;69773070;KB;Swasta;-;4;36;3;2;2;3;0;2
22;KB TIFFANY AZZAHRAH;69972696;KB;Swasta;28 Jan 2026 14:35:50;10;38;2;0;1;2;0;0
23;KB. CAHAYA ANANDA;69858049;KB;Swasta;27 Jan 2026 08:37:27;10;70;2;1;2;4;0;1
24;SD NEGERI 066 PALEMBANG;10603503;SD;Negeri;06 Mar 2026 10:49:48;25;209;11;14;2;11;0;1
25;SD NEGERI 067 PALEMBANG;10603488;SD;Negeri;03 Mar 2026 09:16:21;43;315;12;13;4;10;0;1
26;SD NEGERI 068 PALEMBANG;10603546;SD;Negeri;11 Mar 2026 11:55:52;73;420;18;20;4;21;0;1
27;SD NEGERI 069 PALEMBANG;10603954;SD;Negeri;13 Mar 2026 11:11:14;54;268;12;17;3;6;0;0
28;SD NEGERI 070 PALEMBANG;10603487;SD;Negeri;06 Mar 2026 11:05:22;30;397;13;16;3;5;0;1
29;SD NEGERI 071 PALEMBANG;10603558;SD;Negeri;02 Mar 2026 10:08:18;19;238;9;10;0;6;0;0
30;SD NEGERI 072 PALEMBANG;10603485;SD;Negeri;04 Mar 2026 05:39:12;82;747;25;31;6;11;0;1
31;SD NEGERI 073 PALEMBANG;10603965;SD;Negeri;13 Mar 2026 16:05:59;53;180;8;10;1;6;0;0
32;SD NEGERI 074 PALEMBANG;10609435;SD;Negeri;13 Mar 2026 08:32:49;41;791;26;37;5;16;0;1
33;SD NEGERI 075 PALEMBANG;10603483;SD;Negeri;13 Mar 2026 16:18:16;76;542;18;24;4;7;0;0
34;SD NEGERI 076 PALEMBANG;10603481;SD;Negeri;24 Feb 2026 07:47:51;24;337;13;16;1;11;0;1
35;SD NEGERI 077 PALEMBANG;10603480;SD;Negeri;13 Mar 2026 07:38:26;39;266;9;10;1;6;0;1
36;SD NEGERI 078 PALEMBANG;10603479;SD;Negeri;21 Feb 2026 22:58:58;118;727;28;41;2;16;1;1
37;SD IT MUSHAB BIN UMAIR;69892397;SD;Swasta;09 Mar 2026 09:17:48;30;74;6;10;3;6;0;1
38;SD MUHAMMADIYAH 02 PALEMBANG;10603912;SD;Swasta;11 Mar 2026 09:40:25;62;473;18;19;4;15;1;1
39;SD YP NURFAUZAN PALEMBANG;10603983;SD;Swasta;-;12;15;6;3;1;7;0;1
40;SMP NEGERI 44 PALEMBANG;10603732;SMP;Negeri;06 Mar 2026 22:34:44;79;777;22;36;6;20;1;1
