Data Guru Kec. Ilir Timur II - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AISYIYAH 10 PALEMBANG;10644608;TK;Swasta;02 Mar 2026 16:59:45;8;40;1;1;3;2;0;0
2;TK AISYIYAH 5;10647148;TK;Swasta;03 Mar 2026 05:00:59;5;48;3;3;1;3;0;0
3;TK AL-FATTAH PALEMBANG;10644604;TK;Swasta;03 Mar 2026 08:35:20;11;43;4;4;1;4;0;0
4;TK ARTHA MULYA;69935541;TK;Swasta;-;0;0;0;0;0;0;0;0
5;TK ASRI;10644611;TK;Swasta;04 Mar 2026 10:02:00;5;33;2;1;2;2;0;1
6;TK BUNDA DWP DISDIKPORA KOTA PALEMBANG;69953702;TK;Swasta;06 Mar 2026 06:26:00;6;64;3;4;2;3;0;1
7;TK CERDAS CERIA PALEMBANG;69986759;TK;Swasta;28 Feb 2026 20:25:54;11;42;3;4;2;3;0;0
8;TK DHARMA WANITA I PALEMBANG;10644601;TK;Swasta;04 Mar 2026 19:47:17;4;17;1;1;1;2;0;0
9;TK FATIMAH 8 PALEMBANG;10644603;TK;Swasta;03 Mar 2026 11:06:32;13;15;1;1;1;3;0;0
10;TK HAPPY KIDS PALEMBANG;69959253;TK;Swasta;03 Mar 2026 10:52:11;23;20;2;2;2;2;0;0
11;TK ISLAM TERPADU BINA ILMI LEMABANG;70001383;TK;Swasta;11 Feb 2026 12:19:04;23;86;5;5;2;5;0;0
12;TK KARTIKA II-2 PALEMBANG;10647166;TK;Swasta;06 Mar 2026 07:54:11;11;33;3;3;1;3;0;1
13;TK KARTIKA II-6 PALEMBANG;10644607;TK;Swasta;24 Feb 2026 10:02:05;23;39;2;3;3;3;0;1
14;TK KEMALA BHAYANGKARI 6 PALEMBANG;10647169;TK;Swasta;02 Mar 2026 22:47:20;15;35;2;3;1;2;0;0
15;TK MAWAR MELATI PALEMBANG;10644593;TK;Swasta;-;23;10;1;1;1;1;0;0
16;TK MOULYA PALEMBANG;10647484;TK;Swasta;11 Mar 2026 08:28:01;10;32;2;3;1;2;0;1
17;TK PWS;10644606;TK;Swasta;27 Jan 2026 15:13:16;6;20;1;1;1;2;0;0
18;TK SINGAPORE INDONESIA SCHOOL PALEMBANG;90101088;TK;Swasta;09 Mar 2026 15:38:00;15;65;4;5;0;6;0;1
19;TK TAHFIZH FATHONA PALEMBANG;70009917;TK;Swasta;03 Mar 2026 07:48:03;67;35;2;3;2;2;0;0
20;TK XAVERIUS 3 PALEMBANG;10644609;TK;Swasta;12 Mar 2026 12:15:24;9;22;2;2;2;3;0;1
21;KB AISYIYAH 11;70001255;KB;Swasta;-;0;0;0;0;0;0;0;0
22;KB AISYIYAH 9;69979968;KB;Swasta;-;0;0;0;0;0;0;0;0
23;KB AL - HAFIDZ;69958590;KB;Swasta;16 Jan 2026 14:48:40;11;54;3;3;2;2;0;0
24;KB AL-KAUTSAR;69773169;KB;Swasta;-;4;25;2;1;2;1;0;1
25;KB BAROKAH;69876043;KB;Swasta;02 Feb 2026 13:29:51;7;9;1;2;1;2;0;0
26;KB CAHAYA MUSLIMAT NU 2;69773163;KB;Swasta;06 Mar 2026 05:58:44;2;14;1;3;2;1;0;1
27;KB CEMPAKA;69773164;KB;Swasta;-;3;16;1;2;2;1;0;1
28;KB NURUL HUSNA;69773175;KB;Swasta;05 Mar 2026 03:36:31;4;38;2;2;1;3;0;0
29;KB PASUNDAN KIDS;69773162;KB;Swasta;-;0;0;0;0;0;0;0;0
30;KB PERMATA BUNDA;69858065;KB;Swasta;07 Feb 2026 17:15:23;8;27;2;1;2;2;0;0
31;KB PUSPA SARI;69773165;KB;Swasta;-;4;21;2;2;1;3;0;0
32;KB SALIMAH;69773174;KB;Swasta;-;7;30;2;5;1;3;0;0
33;KB ULIL ALBAB;69773171;KB;Swasta;29 Jan 2026 12:32:12;3;40;2;0;0;1;0;0
34;SPS KARTINI;70034572;SPS;Swasta;-;0;0;0;0;0;0;0;0
35;SPS. SA ADATUR RAHMAN;69858097;SPS;Swasta;30 Jan 2026 21:43:42;5;21;2;2;2;2;0;0
36;SD NEGERI 046 PALEMBANG;10603534;SD;Negeri;05 Mar 2026 08:32:07;10;201;8;12;2;6;0;1
37;SD NEGERI 047 PALEMBANG;10603604;SD;Negeri;12 Mar 2026 21:37:07;86;671;21;22;7;25;1;0
38;SD NEGERI 048 PALEMBANG;10603570;SD;Negeri;11 Mar 2026 08:31:53;29;568;21;28;6;20;0;1
39;SD NEGERI 049 PALEMBANG;10603564;SD;Negeri;05 Mar 2026 10:06:37;9;109;6;8;1;13;0;0
40;SD NEGERI 050 PALEMBANG;10603585;SD;Negeri;12 Mar 2026 11:20:20;32;603;20;15;4;17;1;1
41;SD NEGERI 051 PALEMBANG;10603579;SD;Negeri;05 Mar 2026 08:29:29;42;222;10;13;4;6;0;1
42;SD NEGERI 052 PALEMBANG;10603655;SD;Negeri;12 Mar 2026 09:37:09;30;137;6;7;2;6;0;1
43;SD NEGERI 053 PALEMBANG;10603646;SD;Negeri;13 Mar 2026 12:32:02;81;445;13;16;3;8;0;1
44;SD NEGERI 058 PALEMBANG;10603956;SD;Negeri;12 Mar 2026 12:00:25;42;480;16;21;3;10;1;0
45;SD NEGERI 062 PALEMBANG;10603632;SD;Negeri;11 Mar 2026 07:11:02;31;387;14;19;3;7;0;1
46;SD NEGERI 063 PALEMBANG;10603631;SD;Negeri;07 Mar 2026 09:08:34;68;264;12;15;2;7;0;1
47;SD NEGERI 064 PALEMBANG;10609434;SD;Negeri;12 Mar 2026 12:15:57;44;305;12;15;1;6;0;1
48;SD NEGERI 065 PALEMBANG;10603616;SD;Negeri;11 Mar 2026 06:05:57;28;161;6;14;2;5;0;0
49;SD BINA WARGA PALEMBANG;10609878;SD;Swasta;11 Feb 2026 11:00:18;21;210;11;14;4;12;0;1
50;SD IT BINA ILMI LEMABANG PALEMBANG;69975431;SD;Swasta;05 Mar 2026 07:58:54;161;395;16;33;5;17;2;1
51;SD IT FATHONA LEMABANG;70007084;SD;Swasta;10 Mar 2026 14:51:03;148;101;7;12;3;7;0;0
52;SD KARTIKA II 01 PALEMBANG;10603904;SD;Swasta;06 Mar 2026 21:32:59;31;131;7;12;3;10;1;1
53;SD MUHAMMADIYAH 09 PALEMBANG;10603910;SD;Swasta;11 Mar 2026 20:47:28;54;296;13;16;1;8;2;2
54;SD MUHAMMADIYAH 10 PALEMBANG;10609449;SD;Swasta;05 Mar 2026 07:40:53;45;270;11;16;3;10;0;1
55;SD SINGAPORE INDONESIAN SCHOOL PALEMBANG;69867953;SD;Swasta;04 Mar 2026 13:45:35;29;318;13;16;3;15;5;2
56;SD TAMAN SISWA PENDAWA PALEMBANG;10603991;SD;Swasta;06 Mar 2026 09:51:45;9;107;6;5;2;3;1;0
57;SD TAMAN SISWA SUNGAI BUAH PALEMBANG;10603990;SD;Swasta;03 Mar 2026 10:04:13;24;205;8;10;4;8;1;1
58;SD XAVERIUS 03 PALEMBANG;10603987;SD;Swasta;04 Mar 2026 13:14:05;30;296;12;15;3;12;3;1
59;SMP NEGERI 08 PALEMBANG;10603774;SMP;Negeri;12 Mar 2026 14:31:54;63;1,063;33;50;9;34;6;1
60;SMP NEGERI 42 PALEMBANG;10603733;SMP;Negeri;06 Mar 2026 10:47:37;62;741;22;41;11;22;3;1
61;SMP JIHADIYAH PALEMBANG;10609521;SMP;Swasta;05 Mar 2026 09:44:37;4;127;6;7;2;6;2;1
62;SMP KARTIKA II-1 PALEMBANG;10609522;SMP;Swasta;11 Mar 2026 12:08:53;31;116;5;13;4;8;2;1
63;SMP MUHAMMADIYAH 07 PALEMBANG;10609546;SMP;Swasta;05 Mar 2026 09:53:56;35;278;10;18;6;12;2;1
64;SMP NURUL QOMAR PALEMBANG;10609553;SMP;Swasta;05 Mar 2026 09:01:10;22;122;6;8;3;6;2;1
65;SMP PEMBINA PALEMBANG;10609560;SMP;Swasta;29 Jan 2026 13:11:33;35;222;8;15;3;9;2;1
66;SMP TAMAN SISWA SUNGAI BUAH PALEMBANG;10609589;SMP;Swasta;05 Mar 2026 14:38:24;12;49;3;6;2;3;2;1
67;SMP XAVERIUS 03 PALEMBANG;10609601;SMP;Swasta;04 Mar 2026 13:41:18;14;144;6;12;4;6;3;1
68;SMP YASPRI PALEMBANG;10609609;SMP;Swasta;03 Mar 2026 21:31:05;34;60;3;5;1;3;2;1
69;SMA NEGERI 05 PALEMBANG;10603842;SMA;Negeri;07 Mar 2026 20:05:17;99;1,046;30;56;19;30;4;1
70;SMA NEGERI 18 PALEMBANG;10603857;SMA;Negeri;05 Mar 2026 09:46:17;82;1,103;30;62;14;28;1;1
71;SMA ADABIYAH PALEMBANG;10609618;SMA;Swasta;04 Mar 2026 19:59:49;48;149;6;13;4;6;4;1
72;SMA AZIZIAH PALEMBANG;69831955;SMA;Swasta;03 Mar 2026 08:11:24;26;131;6;17;3;8;1;1
73;SMA BHAKTI NUSANTARA PALEMBANG;10609625;SMA;Swasta;08 Mar 2026 22:20:12;12;125;6;5;3;7;3;0
74;SMA BINA WARGA 01 PALEMBANG;10609633;SMA;Swasta;03 Mar 2026 09:20:33;59;518;17;33;11;25;6;2
75;SMA BINA WARGA 02 PALEMBANG;10609634;SMA;Swasta;05 Mar 2026 09:24:03;66;657;19;38;17;19;6;1
76;SMA IBA PALEMBANG;10609712;SMA;Swasta;13 Mar 2026 08:49:13;60;130;7;15;3;12;6;1
77;SMA KUSUMA BANGSA PALEMBANG;10609651;SMA;Swasta;12 Mar 2026 10:51:56;42;421;13;32;7;18;6;1
78;SMA MAITREYAWIRA PALEMBANG;69970716;SMA;Swasta;26 Jan 2026 18:24:19;14;198;7;14;3;7;2;1
79;SMA MUHAMMADIYAH 05 PALEMBANG;10609662;SMA;Swasta;10 Mar 2026 18:16:12;65;503;16;16;4;16;2;1
80;SMA NURUL AMAL PALEMBANG;10609670;SMA;Swasta;02 Mar 2026 11:36:40;39;84;5;9;6;6;2;1
81;SMA NURUL QOMAR PALEMBANG;10609672;SMA;Swasta;10 Mar 2026 10:59:58;9;71;3;10;3;7;3;1
