Data Peserta Didik Kec. Plaju - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;SD NEGERI 222 PALEMBANG;10609424;SD;Negeri;12 Mar 2026 14:03:41;28;567;18;25;5;30;0;0
2;SD NEGERI 223 PALEMBANG;10609426;SD;Negeri;07 Mar 2026 11:16:33;18;304;11;13;3;5;0;1
3;SD NEGERI 224 PALEMBANG;10604292;SD;Negeri;13 Mar 2026 12:26:10;32;874;30;38;2;14;0;1
4;SD NEGERI 225 PALEMBANG;10604303;SD;Negeri;06 Mar 2026 11:56:35;13;524;18;24;5;16;1;2
5;SD NEGERI 226 PALEMBANG;10609428;SD;Negeri;13 Mar 2026 06:16:49;35;921;31;34;8;19;0;1
6;SD NEGERI 227 PALEMBANG;10609429;SD;Negeri;03 Mar 2026 11:30:35;20;314;12;16;4;6;0;0
7;SD NEGERI 228 PALEMBANG;10609430;SD;Negeri;12 Mar 2026 13:28:53;38;252;11;16;1;5;0;1
8;SD NEGERI 229 PALEMBANG;10609431;SD;Negeri;04 Mar 2026 10:21:26;39;435;15;17;1;7;0;0
9;SD NEGERI 230 PALEMBANG;10604305;SD;Negeri;12 Mar 2026 08:24:46;25;272;10;12;4;5;0;1
10;SD NEGERI 231 PALEMBANG;10609432;SD;Negeri;12 Mar 2026 07:43:14;48;455;16;17;3;10;0;1
11;SD NEGERI 232 PALEMBANG;10604315;SD;Negeri;05 Mar 2026 11:15:22;29;468;20;23;5;10;0;1
12;SD NEGERI 233 PALEMBANG;10604314;SD;Negeri;11 Mar 2026 19:05:40;21;271;9;10;2;5;0;1
13;SD NEGERI 234 PALEMBANG;10604313;SD;Negeri;06 Mar 2026 10:59:54;19;781;26;33;1;12;1;1
14;SD NEGERI 235 PALEMBANG;10604312;SD;Negeri;02 Mar 2026 11:26:18;22;496;18;19;4;8;0;1
