Data Guru Kec. Bukit Kecil - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AISYIYAH 06 PALEMBANG;10644236;TK;Swasta;04 Mar 2026 09:24:19;10;96;5;6;1;5;0;0
2;TK AISYIYAH 16 PALEMBANG;10644232;TK;Swasta;06 Feb 2026 21:13:51;15;15;1;1;1;1;0;0
3;TK AISYIYAH 24;69992115;TK;Swasta;04 Mar 2026 20:22:05;8;22;2;1;1;3;0;0
4;TK ATHREE;69961458;TK;Swasta;24 Feb 2026 09:01:07;3;14;1;0;1;2;0;1
5;TK CATUR DHARMA PERDANA PALEMBANG;10644240;TK;Swasta;-;2;1;1;1;1;2;0;0
6;TK DARUSSALAM PALEMBANG;10644242;TK;Swasta;03 Mar 2026 09:31:30;14;47;4;7;1;4;0;1
7;TK ISLAM TERPADU HARAPAN MULIA;10644246;TK;Swasta;23 Feb 2026 07:43:44;7;95;8;9;3;8;1;1
8;TK IT ROYAL ISLAMIC SCHOOL PALEMBANG;70009700;TK;Swasta;06 Mar 2026 09:45:03;43;93;7;11;4;7;0;0
9;TK XAVERIUS 04 PALEMBANG;10644259;TK;Swasta;03 Mar 2026 19:14:50;17;47;3;3;3;3;0;0
10;KB AL - FARUQ PALEMBANG;70009702;KB;Swasta;10 Feb 2026 22:01:49;12;24;2;1;3;2;0;0
11;KB AMANAH;70040135;KB;Swasta;-;0;0;0;0;0;0;0;0
12;KB Anak MUSI;69858061;KB;Swasta;07 Mar 2026 09:22:19;3;16;2;2;1;2;0;0
13;KB ATHREE;69876061;KB;Swasta;-;0;0;0;0;1;0;0;0
14;KB Cahaya;69773134;KB;Swasta;04 Mar 2026 12:54:06;6;15;2;1;0;2;0;0
15;KB IT ROYAL ISLAMIC SCHOOL;70051519;KB;Swasta;06 Feb 2026 08:42:35;0;0;0;0;0;0;0;0
16;KB Madinatul Ilmi;69773133;KB;Swasta;23 Jan 2026 16:09:56;6;35;2;3;1;2;0;0
17;KB TERATAI;69858091;KB;Swasta;-;5;23;2;1;1;2;0;0
18;PAUD KASIH BUNDA 3;69991695;KB;Swasta;-;0;0;0;0;0;0;0;0
19;SD NEGERI 136 PALEMBANG;10609406;SD;Negeri;11 Mar 2026 10:54:59;27;666;24;33;7;17;1;1
