Data Guru Kec. Bukit Kecil - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;SD NEGERI 136 PALEMBANG;10609406;SD;Negeri;11 Mar 2026 10:54:59;24;750;26;36;5;16;1;1
2;SD NEGERI 137 PALEMBANG;10604246;SD;Negeri;03 Mar 2026 09:57:37;7;253;12;18;1;12;0;1
3;SD NEGERI 138 PALEMBANG;10603516;SD;Negeri;13 Mar 2026 09:24:54;44;583;22;28;6;25;2;1
4;SD NEGERI 139 PALEMBANG;10603517;SD;Negeri;13 Mar 2026 11:56:18;29;436;17;22;3;12;1;2
5;SD NEGERI 140 PALEMBANG;10603518;SD;Negeri;12 Mar 2026 09:15:18;34;301;14;18;4;16;0;1
6;SD NEGERI 141 PALEMBANG;10603529;SD;Negeri;11 Mar 2026 08:08:10;43;656;24;30;4;13;0;1
7;SD ISLAM MAHAD DARUSSALAM;69960802;SD;Swasta;01 Mar 2026 00:24:43;24;165;11;11;1;11;0;1
8;SD IT HARAPAN MULIA PALEMBANG;10609441;SD;Swasta;07 Mar 2026 16:58:04;34;715;26;43;3;29;2;1
9;SD KARTIKA II 3 PALEMBANG;10603905;SD;Swasta;09 Mar 2026 14:39:39;28;384;17;19;2;15;1;1
10;SD MUHAMMADIYAH 01 PALEMBANG;10609916;SD;Swasta;03 Mar 2026 07:57:21;19;629;20;22;2;16;1;1
11;SD SENTOSA PALEMBANG;10609891;SD;Swasta;-;9;73;6;7;1;5;0;0
12;SD XAVERIUS 04 PALEMBANG;10609466;SD;Swasta;03 Mar 2026 08:54:39;6;496;18;23;7;18;2;1
13;SMP NEGERI 01 PALEMBANG;10603773;SMP;Negeri;07 Mar 2026 05:15:24;28;737;24;45;17;24;6;1
14;SMP NEGERI 02 PALEMBANG;10603695;SMP;Negeri;05 Mar 2026 08:07:19;50;865;27;55;7;33;2;2
15;SMP FAUZIAH PALEMBANG;10648884;SMP;Swasta;03 Mar 2026 08:27:46;62;99;3;5;1;3;0;1
16;SMP IT HARAPAN MULIA PALEMBANG;69825144;SMP;Swasta;13 Mar 2026 08:24:52;68;229;9;16;4;10;3;1
17;SMP MUHAMMADIYAH 01 PALEMBANG;10609539;SMP;Swasta;07 Mar 2026 12:51:52;58;418;14;26;7;14;2;1
18;SMP PGRI 09 PALEMBANG;10609571;SMP;Swasta;07 Mar 2026 10:44:52;99;84;4;9;2;6;2;1
19;SMP TARBIYAH PALEMBANG;10609590;SMP;Swasta;06 Mar 2026 13:31:06;17;61;3;5;2;3;1;1
20;SMA MUHAMMADIYAH 02 PALEMBANG;10609659;SMA;Swasta;12 Mar 2026 13:39:49;42;351;11;16;5;13;2;1
Total;Total;Total;Total;Total;Total;725;8,285;308;454;84;294;28;21
