Data Peserta Didik Kec. Kertapati - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK NEGERI PEMBINA 03 PALEMBANG;70001380;TK;Negeri;10 Mar 2026 09:32:16;12;33;2;2;2;2;0;0
2;TK ACTIVE PALEMBANG;10644166;TK;Swasta;19 Feb 2026 10:17:13;12;85;3;3;1;4;0;0
3;TK AISYIYAH 12 PALEMBANG;10644167;TK;Swasta;07 Mar 2026 15:08:24;6;74;3;3;1;4;0;0
4;TK BAKTI SRIWIJAYA PALEMBANG;69968591;TK;Swasta;27 Jan 2026 09:42:57;24;44;2;2;4;3;0;0
5;TK ELEKTRINA PALEMBANG;10644168;TK;Swasta;04 Mar 2026 22:41:21;9;59;3;3;1;4;0;0
6;TK HANDAYANI PALEMBANG;10644169;TK;Swasta;04 Mar 2026 09:12:32;10;44;2;2;4;3;0;1
7;TK PELANGI AGUNG PALEMBANG;69947077;TK;Swasta;08 Mar 2026 18:15:50;3;44;4;6;1;5;0;0
8;TK WIJAYA KUSUMA;70030352;TK;Swasta;09 Feb 2026 00:19:54;13;41;2;2;0;2;0;0
9;KB ABDULLAH;69965553;KB;Swasta;27 Jan 2026 16:03:16;6;52;2;2;2;1;0;0
10;KB AISYIYAH II;69773093;KB;Swasta;-;6;15;1;1;1;1;1;0
11;KB AL - MAHIRA;69970116;KB;Swasta;29 Jan 2026 12:49:13;3;22;1;2;2;2;0;0
12;KB ANAK CERDAS;69773079;KB;Swasta;27 Jan 2026 11:31:56;3;17;2;2;2;1;0;0
13;KB AR-RAHMA;69986143;KB;Swasta;26 Jan 2026 09:34:27;9;20;1;1;3;1;0;0
14;KB BUNDA;69967161;KB;Swasta;28 Feb 2026 12:45:56;4;38;2;1;2;2;0;0
15;KB CANDRA;69933020;KB;Swasta;27 Jan 2026 15:18:43;6;20;2;1;1;1;0;0
16;KB CERIA;69988056;KB;Swasta;-;26;53;2;3;3;2;0;0
17;KB GEMILANG;69950696;KB;Swasta;-;14;35;2;3;1;2;0;0
18;KB HARAPAN IBU;69773080;KB;Swasta;10 Feb 2026 19:28:51;7;50;3;2;2;2;0;0
19;KB KEMANG AGUNG;69773081;KB;Swasta;27 Jan 2026 21:07:11;2;49;2;2;3;1;0;0
20;KB KHALWA;70003515;KB;Swasta;06 Mar 2026 10:00:24;16;22;1;1;2;2;0;0
21;KB MELATI JAYA;69913895;KB;Swasta;31 Jan 2026 18:49:51;6;51;2;2;1;2;0;0
22;KB PRATAMA;70009707;KB;Swasta;22 Feb 2026 14:57:54;9;29;1;1;2;2;0;0
23;KB PUJI HANDAYANI;69930734;KB;Swasta;-;10;31;2;0;1;2;0;0
24;KB PUJI IBU;69949280;KB;Swasta;22 Jan 2026 19:41:43;10;52;3;2;2;3;0;0
25;KB TIFARANA;69773086;KB;Swasta;30 Jan 2026 13:04:29;2;18;1;0;1;2;0;0
26;KB TUNAS MUDA;69773092;KB;Swasta;-;4;44;2;3;3;5;0;0
27;TPA AISYIYAH 07;69773241;TPA;Swasta;24 Jan 2026 08:43:42;1;18;1;1;1;1;0;0
28;SPS ALHADI KERAMASAN;69981723;SPS;Swasta;17 Jan 2026 17:02:53;7;67;3;3;1;1;0;0
29;SPS GEMA SRIWIJAYA;69773257;SPS;Swasta;08 Feb 2026 22:45:12;9;43;1;1;1;2;0;1
30;SPS KHUSNUL KHOTIMAH;69933640;SPS;Swasta;27 Jan 2026 15:43:28;6;51;2;2;2;2;0;0
31;SPS MUHAJIRIN 043;69773258;SPS;Swasta;09 Feb 2026 13:11:02;2;43;3;3;0;2;0;0
32;SPS PELITA IBU;69773259;SPS;Swasta;22 Jan 2026 18:12:09;11;35;1;3;1;1;0;0
33;SD NEGERI 195 PALEMBANG;10604334;SD;Negeri;06 Mar 2026 11:10:33;48;836;29;40;3;17;1;1
34;SD NEGERI 196 PALEMBANG;10604346;SD;Negeri;13 Mar 2026 10:07:16;31;363;13;15;5;8;0;1
35;SD NEGERI 197 PALEMBANG;10609417;SD;Negeri;13 Mar 2026 09:18:48;39;184;7;9;1;8;0;0
36;SD NEGERI 198 PALEMBANG;10609418;SD;Negeri;05 Mar 2026 09:45:10;73;514;18;22;3;15;1;1
37;SD NEGERI 199 PALEMBANG;10604344;SD;Negeri;09 Mar 2026 11:14:22;37;170;6;8;0;6;0;0
38;SD NEGERI 200 PALEMBANG;10604343;SD;Negeri;07 Mar 2026 07:52:55;36;316;12;14;5;11;1;1
39;SD NEGERI 201 PALEMBANG;10604342;SD;Negeri;07 Mar 2026 07:58:12;28;197;10;13;2;5;0;0
40;SD NEGERI 202 PALEMBANG;10604341;SD;Negeri;12 Mar 2026 10:56:55;25;291;12;14;3;10;0;1
41;SD NEGERI 203 PALEMBANG;10604340;SD;Negeri;09 Mar 2026 10:45:44;25;102;6;8;3;7;0;1
42;SD NEGERI 204 PALEMBANG;10604338;SD;Negeri;10 Mar 2026 13:35:41;43;590;22;26;5;11;1;1
43;SD NEGERI 205 PALEMBANG;10609419;SD;Negeri;13 Mar 2026 13:55:08;94;735;24;32;2;17;1;1
44;SD NEGERI 206 PALEMBANG;10609420;SD;Negeri;07 Mar 2026 08:12:21;34;285;12;15;2;8;0;0
45;SD NEGERI 207 PALEMBANG;10604336;SD;Negeri;12 Mar 2026 09:01:22;17;286;12;15;5;16;0;1
46;SD NEGERI 208 PALEMBANG;10604335;SD;Negeri;04 Mar 2026 07:57:44;30;249;8;11;4;9;0;1
47;SD NEGERI 209 PALEMBANG;10604318;SD;Negeri;12 Mar 2026 10:09:41;36;258;12;14;3;13;0;1
48;SD NEGERI 210 PALEMBANG;10604317;SD;Negeri;06 Mar 2026 12:31:57;32;352;12;14;1;10;0;0
49;SD NEGERI 211 PALEMBANG;10604302;SD;Negeri;12 Mar 2026 09:17:27;29;271;12;15;4;10;0;1
50;SD NEGERI 212 PALEMBANG;10604301;SD;Negeri;04 Mar 2026 08:58:52;34;260;11;11;2;8;0;0
51;SD NEGERI 213 PALEMBANG;10609421;SD;Negeri;12 Mar 2026 11:37:29;24;126;6;8;3;5;0;0
52;SD NEGERI 214 PALEMBANG;10609422;SD;Negeri;12 Mar 2026 09:21:52;40;163;8;9;3;5;0;0
53;SD NEGERI 215 PALEMBANG;10604299;SD;Negeri;12 Mar 2026 09:46:29;12;146;6;9;2;9;0;1
54;SD NEGERI 216 PALEMBANG;10604298;SD;Negeri;03 Mar 2026 08:09:29;53;329;12;13;4;7;0;1
55;SD NEGERI 217 PALEMBANG;10604297;SD;Negeri;23 Jan 2026 09:20:04;47;269;11;11;2;9;1;1
56;SD NEGERI 218 PALEMBANG;10604296;SD;Negeri;12 Mar 2026 09:19:17;19;102;6;8;1;6;0;1
57;SD NEGERI 219 PALEMBANG;10609423;SD;Negeri;13 Mar 2026 10:08:46;57;197;6;7;3;7;0;0
58;SD NEGERI 220 PALEMBANG;10604295;SD;Negeri;07 Mar 2026 22:22:43;30;173;8;15;2;4;0;0
59;SD NEGERI 221 PALEMBANG;10604294;SD;Negeri;10 Mar 2026 11:10:08;31;274;12;13;3;8;1;1
60;SD ISLAM TERPADU ZAIN AL MUTTAQIN;69996084;SD;Swasta;06 Mar 2026 10:21:08;50;191;8;11;2;8;0;1
61;SD MUHAMMADIYAH 08 PALEMBANG;10603919;SD;Swasta;12 Mar 2026 17:12:42;19;102;6;8;2;6;2;1
62;SD MUHAMMADIYAH 11 PALEMBANG;10603918;SD;Swasta;03 Mar 2026 08:40:29;12;151;6;10;2;6;0;2
63;SD MUHAMMADIYAH 13 PALEMBANG;10609915;SD;Swasta;25 Feb 2026 08:09:50;31;196;9;8;3;6;0;0
64;SD MUHAMMADIYAH 15 PALEMBANG;10609769;SD;Swasta;12 Mar 2026 07:17:12;18;165;6;6;2;6;1;1
65;SD PUJA HANDAYANI PALEMBANG;10609889;SD;Swasta;03 Mar 2026 09:56:09;13;223;12;9;3;11;1;1
66;SD YWKA PALEMBANG;10609895;SD;Swasta;03 Feb 2026 08:25:52;26;182;6;8;2;6;1;1
67;SMP NEGERI 12 PALEMBANG;10603688;SMP;Negeri;07 Mar 2026 06:48:38;36;930;27;50;16;27;1;1
68;SMP NEGERI 25 PALEMBANG;10603689;SMP;Negeri;12 Mar 2026 08:34:54;44;920;29;35;10;29;1;1
69;SMP NEGERI 36 PALEMBANG;10603764;SMP;Negeri;03 Mar 2026 21:05:44;40;987;30;40;8;21;1;1
70;SMP AL-HAMIDIYAH PALEMBANG;10609485;SMP;Swasta;04 Mar 2026 09:00:24;37;331;11;9;4;11;2;1
71;SMP BINA JAYA PALEMBANG;10609505;SMP;Swasta;12 Mar 2026 15:54:18;64;405;14;18;6;14;2;1
72;SMP IKHLASIYAH PALEMBANG;10609515;SMP;Swasta;04 Mar 2026 11:11:33;42;225;8;18;3;10;1;1
73;SMP IT ZAIN AL-MUTTAQIN;70032145;SMP;Swasta;10 Mar 2026 13:52:30;20;22;1;2;1;1;0;0
74;SMP KORPRI (WIDYA BAKTI) PALEMBANG;10609598;SMP;Swasta;02 Mar 2026 12:56:32;33;77;3;4;3;5;1;1
75;SMP MUHAMMADIYAH 08 PALEMBANG;10609547;SMP;Swasta;03 Mar 2026 10:39:30;20;263;10;11;1;12;0;1
76;SMP PEMBANGUNAN PALEMBANG;10609559;SMP;Swasta;05 Mar 2026 09:55:52;10;79;3;6;3;3;1;1
