Data Peserta Didik Kec. Seberang Ulu I - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;SD NEGERI 066 PALEMBANG;10603503;SD;Negeri;06 Mar 2026 10:49:48;19;248;12;18;3;12;0;1
2;SD NEGERI 067 PALEMBANG;10603488;SD;Negeri;03 Mar 2026 09:16:21;27;340;12;13;3;10;0;1
3;SD NEGERI 068 PALEMBANG;10603546;SD;Negeri;11 Mar 2026 11:55:52;31;520;18;25;4;20;0;1
4;SD NEGERI 069 PALEMBANG;10603954;SD;Negeri;13 Mar 2026 11:11:14;10;291;12;12;4;6;0;1
5;SD NEGERI 070 PALEMBANG;10603487;SD;Negeri;06 Mar 2026 11:05:22;35;428;14;20;3;5;0;0
6;SD NEGERI 071 PALEMBANG;10603558;SD;Negeri;02 Mar 2026 10:08:18;45;237;8;11;1;6;0;0
7;SD NEGERI 072 PALEMBANG;10603485;SD;Negeri;04 Mar 2026 05:39:12;45;843;27;37;7;11;0;1
8;SD NEGERI 073 PALEMBANG;10603965;SD;Negeri;13 Mar 2026 16:05:59;27;185;7;9;2;7;0;0
9;SD NEGERI 074 PALEMBANG;10609435;SD;Negeri;13 Mar 2026 08:32:49;33;1,026;30;42;4;16;0;1
10;SD NEGERI 075 PALEMBANG;10603483;SD;Negeri;13 Mar 2026 16:18:16;55;520;17;20;1;7;0;1
11;SD NEGERI 076 PALEMBANG;10603481;SD;Negeri;24 Feb 2026 07:47:51;12;391;13;17;2;11;0;1
12;SD NEGERI 077 PALEMBANG;10603480;SD;Negeri;13 Mar 2026 07:38:26;10;287;10;12;2;6;0;1
13;SD NEGERI 078 PALEMBANG;10603479;SD;Negeri;21 Feb 2026 22:58:58;14;958;33;41;2;18;0;1
14;SD IT MUSHAB BIN UMAIR;69892397;SD;Swasta;09 Mar 2026 09:17:48;6;67;6;11;2;6;0;0
15;SD MUHAMMADIYAH 02 PALEMBANG;10603912;SD;Swasta;11 Mar 2026 09:40:25;32;525;20;20;3;18;1;1
16;SD YP NURFAUZAN PALEMBANG;10603983;SD;Swasta;-;20;139;6;4;2;7;0;1
17;SMP NEGERI 44 PALEMBANG;10603732;SMP;Negeri;06 Mar 2026 22:34:44;51;632;21;38;8;21;1;1
18;SMP NEGERI 48 PALEMBANG;10603783;SMP;Negeri;07 Mar 2026 14:40:28;77;834;27;45;10;27;1;1
19;SMP GAJAH MADA 03 PALEMBANG;10609512;SMP;Swasta;25 Feb 2026 12:11:38;26;164;6;6;3;6;2;1
20;SMP ISLAMY PALEMBANG;10609520;SMP;Swasta;04 Mar 2026 23:10:03;60;69;3;4;2;3;2;1
21;SMP MUHAMMADIYAH 05 PALEMBANG;10609544;SMP;Swasta;10 Feb 2026 11:06:49;57;270;9;13;3;14;2;1
22;SMP NURFAUZAN PALEMBANG;10609550;SMP;Swasta;-;64;111;5;8;3;9;2;1
23;SMA NEGERI 19 PALEMBANG;10603856;SMA;Negeri;05 Mar 2026 15:54:11;57;1,3;37;64;5;38;5;1
24;SMA NEGERI OLAHRAGA SRIWIJAYA PALEMBANG;10609921;SMA;Negeri;04 Mar 2026 08:39:30;158;135;6;20;7;6;1;1
25;SMAN SUMATERA SELATAN;10648016;SMA;Negeri;05 Mar 2026 08:31:47;70;301;12;34;24;18;5;2
26;SMA ALAM PALEMBANG;69943823;SMA;Swasta;12 Mar 2026 12:05:24;24;8;3;13;0;3;6;1
27;SMA BSI PALEMBANG;10610049;SMA;Swasta;06 Mar 2026 13:18:19;77;106;5;14;3;7;1;1
28;SMA GAJAH MADA 03 PALEMBANG;10609642;SMA;Swasta;11 Mar 2026 10:49:44;44;335;10;14;4;12;2;1
29;SMA METHODIST 03 PALEMBANG;10609657;SMA;Swasta;13 Mar 2026 13:35:07;78;55;3;5;3;3;4;1
30;SMA MUHAMMADIYAH 09 PALEMBANG;10609667;SMA;Swasta;06 Mar 2026 20:34:51;36;111;4;4;2;4;1;1
31;SMA NU PALEMBANG;10609669;SMA;Swasta;30 Jan 2026 15:26:48;82;439;13;17;4;12;2;1
32;SMA PGRI 02 PALEMBANG;10609676;SMA;Swasta;09 Mar 2026 13:19:51;160;848;24;43;9;26;6;1
33;SMA YP NURFAUZAN PALEMBANG;10609713;SMA;Swasta;-;73;38;3;2;1;3;1;1
34;SMK NEGERI 8 PALEMBANG;69857920;SMK;Negeri;11 Mar 2026 18:37:55;71;1,107;36;55;5;16;2;1
35;SMK  BHAKTI PERSADA;69830127;SMK;Swasta;04 Mar 2026 11:50:02;93;311;11;15;6;11;1;1
36;SMK BINA SRIWIJAYA INDONESIA PALEMBANG;69755983;SMK;Swasta;05 Mar 2026 10:22:28;135;482;17;15;1;19;1;1
37;SMK GAJAH MADA 3;69897078;SMK;Swasta;06 Mar 2026 11:44:37;34;239;8;9;2;8;1;1
38;SMK KESEHATAN KADER BANGSA;69952601;SMK;Swasta;13 Mar 2026 10:51:50;33;82;6;1;0;6;2;1
39;SMK MUHAMMADIYAH 02 PALEMBANG;10603724;SMK;Swasta;07 Mar 2026 18:15:02;114;887;28;48;5;20;3;1
40;SMK PELITA PALEMBANG;10648144;SMK;Swasta;-;19;39;3;10;1;3;1;1
Total;Total;Total;Total;Total;Total;2,114;15,908;545;809;156;461;56;37
