Data Peserta Didik Kec. Seberang Ulu II - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK NEGERI PEMBINA 04 PALEMBANG;70001382;TK;Negeri;10 Mar 2026 09:22:10;13;42;3;3;2;3;0;1
2;TK AISYIYAH 11;10644503;TK;Swasta;02 Mar 2026 21:40:20;19;58;4;5;1;3;0;0
3;TK AZHAR;69773010;TK;Swasta;-;0;0;0;0;0;1;0;1
4;TK AZHARYAH;10644507;TK;Swasta;21 Feb 2026 21:16:28;7;17;2;2;1;2;0;0
5;TK BINA VITA;10644505;TK;Swasta;09 Feb 2026 16:59:11;4;50;3;3;2;4;0;0
6;TK CHIQA SMART;69958868;TK;Swasta;12 Mar 2026 06:38:50;13;39;3;2;1;3;0;0
7;TK GOLDEN KIDS SENTOSA;69970450;TK;Swasta;03 Mar 2026 22:19:21;7;54;3;5;1;3;0;0
8;TK HARAPAN KITA;10644508;TK;Swasta;-;0;0;0;0;0;2;0;0
9;TK ISLAM NURJANNAH;10647189;TK;Swasta;04 Mar 2026 23:07:34;6;30;2;2;1;2;0;0
10;TK IT AL-HIKMAH;69876018;TK;Swasta;16 Jan 2026 16:03:01;12;30;3;4;1;4;0;0
11;TK IT AULADI SU II;69876024;TK;Swasta;04 Mar 2026 13:25:24;36;57;4;14;2;7;0;1
12;TK KARTIKA VIII - 12 PALEMBANG;10644504;TK;Swasta;03 Mar 2026 11:10:52;10;30;2;3;2;4;0;0
13;TK MAWAR;10644506;TK;Swasta;-;0;0;0;0;0;2;0;0
14;TK NUR - IMAN;69773099;TK;Swasta;02 Mar 2026 21:46:34;6;36;2;2;1;3;0;0
15;TK PARAS JAYA;10644509;TK;Swasta;02 Mar 2026 21:53:05;11;22;2;1;1;2;0;0
16;TK SAKURA KIDS PALEMBANG;10648037;TK;Swasta;18 Jan 2026 22:51:02;8;19;2;2;1;2;0;0
17;TK SYAKIRA;69958528;TK;Swasta;21 Jan 2026 11:47:36;9;26;3;2;2;3;0;0
18;TK TUNAS JAYA;10647180;TK;Swasta;20 Feb 2026 09:50:43;4;23;1;1;2;2;0;0
19;TK WIDYA PARAMITA;10647182;TK;Swasta;-;3;18;1;1;2;2;0;0
20;TK XAVERIUS 7;10644502;TK;Swasta;04 Mar 2026 08:56:39;8;10;1;1;1;2;0;1
21;TK YASPA;10644510;TK;Swasta;29 Jan 2026 12:24:14;3;63;5;5;1;5;0;0
22;KB AL HUDA;69972693;KB;Swasta;29 Jan 2026 20:33:55;7;21;2;2;3;2;0;0
23;KB ALIFAH;69905571;KB;Swasta;22 Jan 2026 14:37:15;10;16;2;1;1;2;0;0
24;KB AN - NISAA;69773102;KB;Swasta;-;8;37;3;3;1;4;0;0
25;KB ANAK SOLEHA;69964551;KB;Swasta;-;19;28;2;1;2;2;0;0
26;KB ANGGREK SENTOSA;69773095;KB;Swasta;21 Jan 2026 13:29:08;4;21;1;2;2;1;0;0
27;KB AZZAHROH MUSLIMAT NU 12;69947296;KB;Swasta;-;3;15;1;2;3;1;0;0
28;KB CHIQA SMART;69876009;KB;Swasta;21 Jan 2026 21:54:33;3;51;2;2;1;4;0;0
29;KB FADILLAH;69876062;KB;Swasta;29 Jan 2026 21:16:11;18;59;3;3;1;3;0;0
30;KB HARAPAN BANGSA;69773094;KB;Swasta;-;3;20;1;1;1;2;0;0
31;KB ISLAM TERPADU FATHIYYAH;69932340;KB;Swasta;02 Mar 2026 23:14:28;24;66;4;3;1;4;0;0
32;KB JASMINE UMMI;69947291;KB;Swasta;21 Jan 2026 07:51:16;3;76;4;4;1;4;0;0
33;KB SALSABILA;69773104;KB;Swasta;23 Jan 2026 22:32:09;11;57;2;1;1;2;0;0
34;KB SINAR HARAPAN;69773103;KB;Swasta;21 Jan 2026 13:21:33;6;29;2;2;3;2;0;1
35;KB SRIMAS CERIA;69773098;KB;Swasta;11 Feb 2026 15:39:52;2;21;1;1;1;2;0;1
36;KB SUMBER JAYA;69773100;KB;Swasta;31 Jan 2026 07:51:14;8;17;1;4;2;2;0;1
37;SPS AL HIDAYAH;69773261;SPS;Swasta;-;5;4;1;1;1;3;0;0
38;SPS KASIH IBU;69773260;SPS;Swasta;21 Jan 2026 10:17:10;5;37;2;2;1;2;0;0
39;SD NEGERI 090 PALEMBANG;10603553;SD;Negeri;09 Mar 2026 12:15:58;47;423;15;17;3;8;0;1
40;SD NEGERI 091 PALEMBANG;10603494;SD;Negeri;13 Mar 2026 09:24:29;26;419;18;20;4;11;0;1
41;SD NEGERI 092 PALEMBANG;10603552;SD;Negeri;07 Mar 2026 09:33:24;20;261;12;17;2;11;1;1
42;SD NEGERI 093 PALEMBANG;10603966;SD;Negeri;05 Mar 2026 15:48:31;44;566;18;26;4;8;0;1
43;SD NEGERI 094 PALEMBANG;10603551;SD;Negeri;07 Mar 2026 09:04:07;49;248;11;13;3;5;0;1
44;SD NEGERI 095 PALEMBANG;10603549;SD;Negeri;12 Mar 2026 14:04:21;11;391;15;20;5;7;0;1
45;SD NEGERI 096 PALEMBANG;10603548;SD;Negeri;03 Mar 2026 12:03:21;17;178;8;12;5;5;0;1
46;SD NEGERI 097 PALEMBANG;10603976;SD;Negeri;03 Mar 2026 16:16:20;25;130;6;8;3;6;0;0
47;SD NEGERI 098 PALEMBANG;10603547;SD;Negeri;12 Mar 2026 08:41:10;55;499;16;18;4;19;0;1
48;SD NEGERI 099 PALEMBANG;10603810;SD;Negeri;04 Mar 2026 11:39:56;33;410;16;23;6;8;0;1
49;SD NEGERI 100 PALEMBANG;10603532;SD;Negeri;04 Mar 2026 09:12:37;43;295;12;15;5;5;0;1
50;SD NEGERI 101 PALEMBANG;10603531;SD;Negeri;07 Mar 2026 10:25:02;42;320;12;15;5;10;0;1
51;SD NEGERI 102 PALEMBANG;10603530;SD;Negeri;05 Mar 2026 09:25:58;157;340;12;14;3;8;0;2
52;SD ISLAM TERPADU AULADI PALEMBANG;10647118;SD;Swasta;05 Mar 2026 13:36:57;27;491;22;31;13;22;2;1
53;SD MUHAMMADIYAH 16 PALEMBANG;10603900;SD;Swasta;02 Mar 2026 21:35:17;17;288;11;16;4;6;0;0
54;SD MUHAMMADIYAH 17 PALEMBANG;10603993;SD;Swasta;06 Mar 2026 11:03:37;15;153;6;9;0;5;0;1
55;SD XAVERIUS 07 PALEMBANG;10603984;SD;Swasta;04 Mar 2026 08:14:45;27;74;6;8;6;6;2;1
56;SDI BAITUR RAHMAH;69992049;SD;Swasta;06 Mar 2026 03:33:08;35;206;9;13;4;12;1;1
57;SMP NEGERI 16 PALEMBANG;10603698;SMP;Negeri;06 Mar 2026 20:57:30;42;824;26;42;9;32;2;1
58;SMP NEGERI 30 PALEMBANG;10603767;SMP;Negeri;09 Mar 2026 09:35:58;46;828;26;37;11;26;1;1
59;SMP ASSANADIYAH PALEMBANG;10609490;SMP;Swasta;-;13;49;3;4;1;3;1;1
60;SMP AZHARYAH PALEMBANG;10609481;SMP;Swasta;05 Mar 2026 13:57:12;17;645;21;15;2;22;2;1
61;SMP AZZAHRO PALEMBANG;10609493;SMP;Swasta;07 Mar 2026 21:58:26;44;134;6;8;2;6;3;1
62;SMP BINA KARYA SU II PALEMBANG;10609501;SMP;Swasta;-;7;26;3;5;2;3;2;1
63;SMP DAARUL AITAM PALEMBANG;10609507;SMP;Swasta;12 Mar 2026 10:33:27;135;554;18;27;5;9;1;1
64;SMP INSAN CENDIKIA SRIWIJAYA PALEMBANG;10609518;SMP;Swasta;02 Mar 2026 20:40:32;50;83;3;8;4;4;1;1
65;SMP ISLAM TERPADU AL-AFIF PALEMBANG;69963953;SMP;Swasta;05 Mar 2026 11:38:39;33;39;3;6;2;3;0;1
66;SMP MUHAMMADIYAH 06 PALEMBNG;10609545;SMP;Swasta;05 Mar 2026 14:29:41;7;129;6;8;4;7;1;1
67;SMP SRIGUNA PALEMBANG;10609584;SMP;Swasta;23 Feb 2026 14:46:00;85;669;22;29;5;25;3;1
68;SMA NEGERI 08 PALEMBANG;10603855;SMA;Negeri;13 Mar 2026 09:08:22;161;1,052;30;53;22;30;7;1
69;SMA ASSANADIYAH PALEMBANG;10609623;SMA;Swasta;04 Mar 2026 13:34:40;45;60;4;9;1;7;4;1
70;SMA AZHARYAH PALEMBANG;10609624;SMA;Swasta;11 Feb 2026 10:08:15;81;333;9;14;2;10;7;1
71;SMA BINA KARYA PLAJU PALEMBANG;10609631;SMA;Swasta;-;13;34;3;5;0;3;2;1
72;SMA DAARUL AITAM PALEMBANG;10609636;SMA;Swasta;13 Mar 2026 08:38:37;53;156;6;8;4;6;2;1
73;SMA INSAN CENDIKIA SRIWIJAYA PALEMBANG;10609643;SMA;Swasta;06 Mar 2026 09:49:14;83;126;6;12;1;6;1;1
74;SMA MUHAMMADIYAH 03 PALEMBANG;10609660;SMA;Swasta;12 Mar 2026 08:41:08;74;41;3;12;4;7;2;1
75;SMA SRI GUNA PALEMBANG;10609688;SMA;Swasta;05 Mar 2026 15:00:19;134;793;23;13;1;23;5;1
76;SMK ASSANADIYAH;69897042;SMK;Swasta;05 Mar 2026 08:11:45;55;68;5;2;1;6;2;1
77;SMK AZZAHRO PALEMBANG;10648882;SMK;Swasta;10 Mar 2026 21:24:43;67;89;6;9;1;6;1;1
78;SMK HARAPAN KITA PALEMBANG;10603716;SMK;Swasta;-;4;7;2;4;1;3;0;1
79;SMK MADYATAMA PALEMBANG;10647495;SMK;Swasta;07 Mar 2026 09:16:48;66;473;15;19;3;19;3;1
80;SMK MUHAMMADIYAH 03 PALEMBANG;10603723;SMK;Swasta;09 Mar 2026 08:53:41;22;343;14;24;6;14;1;1
81;SMK YP GAJAH MADA PALEMBANG;10603675;SMK;Swasta;05 Mar 2026 00:43:49;49;1,092;35;40;12;26;3;1
82;PKBM AL-IZZIYAH;P2966336;PKBM;Swasta;01 Feb 2026 19:04:42;18;80;3;5;0;2;0;0
83;SLB C AUTIS PELITA HATI;69952506;SLB;Swasta;02 Mar 2026 19:37:09;11;14;8;5;1;6;0;1
Total;Total;Total;Total;Total;Total;2,423;15,632;614;811;237;579;63;50
