Data Guru Kec. Sematang Borang - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK NEGERI PEMBINA 07 PALEMBANG;70001379;TK;Negeri;03 Mar 2026 13:18:50;49;77;5;6;2;5;0;0
2;TK AL AHSAN INSANI;69989641;TK;Swasta;-;6;27;2;3;1;4;0;0
3;TK AL-HIDAYAH;69892914;TK;Swasta;03 Mar 2026 15:01:00;23;48;3;4;1;4;0;0
4;TK AN - NUR;10647986;TK;Swasta;16 Jan 2026 13:09:22;7;44;3;3;1;3;0;0
5;TK AULIA;69967159;TK;Swasta;-;0;0;0;0;0;2;0;0
6;TK BINTANG KEMBAR;70003272;TK;Swasta;05 Mar 2026 09:29:22;42;33;1;1;3;2;0;0
7;TK FATHURRAHMAN;69960491;TK;Swasta;04 Mar 2026 20:09:26;5;59;3;3;1;3;0;0
8;TK FATIMAH 2;10644317;TK;Swasta;24 Feb 2026 22:13:00;4;17;1;2;1;2;0;0
9;TK HATI BUNDA;69899599;TK;Swasta;-;0;0;0;0;0;5;1;1
10;TK KASIH IBU;69964235;TK;Swasta;26 Feb 2026 10:49:03;5;30;1;1;1;1;0;0
11;TK MAMA SHAFIRDHA;69858030;TK;Swasta;20 Jan 2026 08:04:33;8;58;3;3;1;3;0;0
12;TK NURHIDAYAH;69964230;TK;Swasta;21 Jan 2026 20:09:38;3;39;2;2;3;3;0;0
13;TK PUSPASARI;10644336;TK;Swasta;21 Jan 2026 20:20:48;3;28;2;1;2;2;0;1
14;TK TUNAS RIMBA;10644318;TK;Swasta;19 Jan 2026 14:31:55;4;22;2;1;1;2;0;0
15;TK XAVERIUS 9;10644309;TK;Swasta;05 Mar 2026 07:32:22;18;43;3;4;3;4;0;0
16;KB AL-HIDAYAH;69858070;KB;Swasta;-;12;12;1;0;1;1;0;0
17;KB AMALIA MUKMIN;70009415;KB;Swasta;23 Feb 2026 13:13:54;0;0;0;4;2;0;0;0
18;KB FATHURRAHMAN SHIDIQ;69858072;KB;Swasta;-;1;18;1;2;0;1;0;1
19;KB MEKAR SARI;69981343;KB;Swasta;23 Jan 2026 13:30:21;20;38;2;2;1;3;0;0
20;KB MENTARI;69960169;KB;Swasta;03 Mar 2026 22:35:54;1;21;2;1;1;2;0;0
21;KB MUTIARA HATI;69876057;KB;Swasta;16 Jan 2026 22:59:11;7;65;4;3;2;4;0;0
22;KB NURUL ZAHRA;69858073;KB;Swasta;04 Feb 2026 12:20:09;14;39;3;3;3;2;0;0
23;KB PELITA HATI;69960170;KB;Swasta;04 Mar 2026 14:31:41;12;35;2;1;1;2;0;0
24;KB SEMAI CERIA;69893600;KB;Swasta;-;0;0;0;0;0;1;0;1
25;SPS ADAWIYAH;69876038;SPS;Swasta;-;18;39;2;3;1;2;0;1
26;SPS AL-FALAH;69773278;SPS;Swasta;26 Jan 2026 14:47:21;1;20;2;2;1;3;0;0
27;SPS MUTIARA IBU;69773279;SPS;Swasta;02 Feb 2026 18:08:04;5;23;1;2;1;1;0;0
28;SPS NURUL TAQWA;69773280;SPS;Swasta;06 Mar 2026 05:44:06;9;71;7;6;1;5;0;0
29;SD NEGERI 245 PALEMBANG;10603510;SD;Negeri;12 Mar 2026 13:03:48;57;767;21;28;6;11;0;1
30;SD NEGERI 246 PALEMBANG;10603509;SD;Negeri;07 Mar 2026 19:12:38;172;635;20;27;2;15;0;1
31;SD NEGERI 247 PALEMBANG;10609399;SD;Negeri;07 Mar 2026 07:46:38;41;719;22;28;3;9;0;1
32;SD NEGERI 248 PALEMBANG;10603506;SD;Negeri;13 Mar 2026 08:39:46;49;584;19;12;3;10;0;1
33;SD KHOIRU UMMAH PALEMBANG;10648164;SD;Swasta;03 Mar 2026 07:35:34;19;108;6;4;1;6;0;1
34;SD XAVERIUS 09 PALEMBANG;10609469;SD;Swasta;11 Mar 2026 13:52:14;68;533;18;28;9;18;1;1
35;SMP NEGERI 23 PALEMBANG;10603691;SMP;Negeri;03 Mar 2026 10:59:19;39;687;22;37;8;22;3;1
36;SMP NEGERI 60 PALEMBANG;69978352;SMP;Negeri;07 Mar 2026 16:39:53;79;509;16;21;7;11;1;1
37;SMP XAVERIUS 7;10609605;SMP;Swasta;07 Mar 2026 20:01:37;16;301;11;14;9;11;2;1
38;SMK XAVERIUS PALEMBANG;10603677;SMK;Swasta;06 Mar 2026 15:40:44;13;416;15;27;11;18;3;1
39;PKBM ADAWIYAH;P2966323;PKBM;Swasta;03 Mar 2026 12:41:15;31;166;2;5;0;8;2;1
40;PKBM LUKMANUL HAKIM;P9996688;PKBM;Swasta;12 Mar 2026 11:32:13;41;29;2;2;1;3;0;0
Total;Total;Total;Total;Total;Total;902;6,36;232;296;96;214;13;16
