Data Guru Kec. Gandus - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AISYIYAH 15;69975264;TK;Swasta;-;10;17;1;1;2;1;0;0
2;TK ARDILIANA AMALIAH PALEMBANG;10644227;TK;Swasta;06 Mar 2026 10:03:00;2;17;1;1;1;2;0;0
3;TK DZAKIYYAH;70011187;TK;Swasta;25 Jan 2026 15:42:53;36;62;3;3;1;3;0;0
4;TK HANIYAH ZAHRA;69930411;TK;Swasta;05 Mar 2026 11:14:15;8;21;1;0;1;2;0;0
5;TK IT DETAFANA;69929592;TK;Swasta;10 Mar 2026 19:48:04;3;40;3;3;1;4;0;0
6;TK IT SETIA HATI PALEMBANG;69986757;TK;Swasta;02 Mar 2026 14:49:22;28;26;2;3;1;2;0;0
7;TK KARTIKA II-43 PALEMBANG;69896919;TK;Swasta;27 Jan 2026 08:43:56;11;24;2;2;3;3;0;0
8;TK MUTIARA ISLAMI;69959255;TK;Swasta;07 Mar 2026 11:07:49;9;49;4;4;1;4;0;0
9;TK NURUL ILMI;69982037;TK;Swasta;06 Mar 2026 05:22:24;2;64;4;3;1;2;0;0
10;TK SINAR HARAPAN PALEMBANG;10644229;TK;Swasta;23 Jan 2026 18:58:56;7;15;1;1;1;3;0;0
11;TK TERATAI PUTIH PALEMBANG;10644230;TK;Swasta;08 Mar 2026 12:56:53;2;38;2;2;2;2;0;1
12;TK TIARA;69913144;TK;Swasta;07 Mar 2026 17:45:39;9;48;3;3;1;3;0;0
13;TK TUNAS MANDIRI PALEMBANG;10648892;TK;Swasta;-;0;0;0;0;0;2;0;0
14;TK TUNAS TELADAN PALEMBANG;69876025;TK;Swasta;03 Mar 2026 16:33:56;5;32;3;4;2;5;0;0
15;KB AL-FIRDAUS;69773052;KB;Swasta;22 Jan 2026 22:09:39;15;35;3;4;3;3;0;0
16;KB ANANDA;70009410;KB;Swasta;17 Feb 2026 23:46:55;19;11;1;1;4;1;0;0
17;KB BAITUL SAADIAH;69773053;KB;Swasta;-;6;45;3;3;3;3;0;1
18;KB BINTANG SRIWIJAYA;69773054;KB;Swasta;-;0;0;0;0;0;0;0;0
19;KB BUNDA PATRA SRIWIJAYA;69876039;KB;Swasta;-;0;0;0;0;0;2;0;0
20;KB CAHAYA MUSLIMAT NU 4;69959877;KB;Swasta;-;15;18;2;2;2;2;0;0
21;KB CANDRA;69858041;KB;Swasta;22 Jan 2026 21:50:55;8;125;4;3;2;4;0;0
22;KB CERDAS CERIA;69773051;KB;Swasta;12 Feb 2026 16:51:14;9;25;2;1;1;1;0;0
23;KB FATHONAH;69773046;KB;Swasta;-;5;28;2;2;1;1;0;0
24;KB NABILA;69960165;KB;Swasta;-;6;40;3;3;0;3;0;1
25;KB SAHABAT;69975277;KB;Swasta;04 Mar 2026 05:58:31;9;22;1;1;3;2;0;0
26;KB SMILE KIDS;69773050;KB;Swasta;02 Mar 2026 17:33:00;6;99;4;3;1;4;0;0
27;KB SUBAIDAH;70004037;KB;Swasta;-;14;20;2;1;3;2;0;0
28;KB TAHFIDZ KIAI MAROGAN;69972694;KB;Swasta;-;0;0;0;0;0;0;0;0
29;KB ZAHRA;69773047;KB;Swasta;28 Jan 2026 20:00:58;2;33;2;1;2;2;0;1
30;KB. BUNGA BANGSA;69858044;KB;Swasta;-;0;0;0;0;0;2;0;0
31;KB.GRIYA ASRI;69858040;KB;Swasta;-;0;0;0;0;0;2;0;0
32;PAUD AL - MASTUROH;69959260;KB;Swasta;26 Jan 2026 19:23:57;49;65;2;2;2;2;0;0
33;PAUD ANAK BANGSA;69773056;KB;Swasta;31 Jan 2026 22:07:07;9;54;3;3;1;3;0;1
34;PAUD DANISHA;69958806;KB;Swasta;25 Jan 2026 15:29:13;13;47;2;1;4;2;0;0
35;PAUD MUTIARA HATI;69876037;KB;Swasta;09 Feb 2026 22:25:21;2;60;2;2;1;2;0;0
36;PAUD NURUL IMAN;69858043;KB;Swasta;04 Feb 2026 19:49:41;13;36;2;2;3;2;0;0
37;PAUD PERMATA INSANI;69929735;KB;Swasta;-;0;0;0;0;0;2;0;0
38;PAUD TAMAN ASRI;69931560;KB;Swasta;-;4;34;2;2;0;6;0;0
39;BUNDA RIZKY SCHOOL;69858087;SPS;Swasta;-;0;0;0;0;0;2;0;0
40;PAUD TAAM KOMALA;69876060;SPS;Swasta;-;7;8;1;0;2;2;1;0
41;SPS MAHKOTA DEWA;69858086;SPS;Swasta;19 Feb 2026 13:25:57;2;26;2;2;1;2;0;0
42;SD NEGERI 142 PALEMBANG;10603528;SD;Negeri;03 Mar 2026 08:57:35;58;291;12;16;2;7;0;0
43;SD NEGERI 143 PALEMBANG;10603527;SD;Negeri;06 Mar 2026 10:56:17;54;764;24;30;7;22;0;1
44;SD NEGERI 144 PALEMBANG;10604243;SD;Negeri;10 Mar 2026 13:24:17;23;754;24;29;4;14;0;1
45;SD NEGERI 145 PALEMBANG;10603526;SD;Negeri;10 Mar 2026 12:10:19;23;142;6;11;1;5;0;1
46;SD NEGERI 146 PALEMBANG;10603525;SD;Negeri;05 Mar 2026 12:09:46;22;371;13;19;5;13;0;1
47;SD NEGERI 147 PALEMBANG;10603524;SD;Negeri;07 Mar 2026 11:59:55;32;351;12;17;2;5;0;0
48;SD NEGERI 148 PALEMBANG;10603523;SD;Negeri;10 Mar 2026 08:37:53;57;492;17;22;5;8;0;1
49;SD NEGERI 149 PALEMBANG;10603522;SD;Negeri;13 Mar 2026 13:05:09;44;718;24;31;6;14;0;0
50;SD NEGERI 150 PALEMBANG;10603521;SD;Negeri;08 Mar 2026 10:14:28;50;463;15;20;3;12;0;1
51;SD NEGERI 151 PALEMBANG;10603520;SD;Negeri;04 Mar 2026 07:37:40;13;268;11;14;1;5;0;0
52;SD NEGERI 152 PALEMBANG;10604237;SD;Negeri;06 Mar 2026 22:44:39;24;67;6;10;2;6;0;1
53;SD NEGERI 153 PALEMBANG;10604249;SD;Negeri;12 Mar 2026 08:48:56;106;74;6;8;0;6;0;0
54;SD NEGERI 154 PALEMBANG;10603519;SD;Negeri;09 Mar 2026 14:29:09;36;90;6;10;2;6;0;1
55;SD NEGERI 155 PALEMBANG;10603504;SD;Negeri;13 Mar 2026 01:21:18;44;204;10;13;2;11;0;0
56;SD ISLAM TERPADU AL HIDAYAH;70004143;SD;Swasta;03 Mar 2026 07:12:06;25;38;2;4;2;3;0;0
57;SD MUHAMMADIYAH 12 PALEMBANG;10609885;SD;Swasta;06 Mar 2026 09:58:07;11;286;9;12;2;10;0;0
58;SD TUNAS TELADAN PALEMBANG;69726543;SD;Swasta;07 Mar 2026 07:29:28;27;587;20;23;7;21;3;1
59;SMP NEGERI 05 PALEMBANG;10603742;SMP;Negeri;13 Mar 2026 08:01:06;65;645;21;32;8;21;2;1
