Data Guru Kec. Gandus - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AISYIYAH 15;69975264;TK;Swasta;-;0;0;0;0;0;0;0;0
2;TK AL MASTUROH;70040358;TK;Swasta;07 Mar 2026 00:09:14;6;27;1;1;2;1;0;0
3;TK ARDILIANA AMALIAH PALEMBANG;10644227;TK;Swasta;06 Mar 2026 10:03:00;7;31;1;0;1;4;0;0
4;TK DZAKIYYAH;70011187;TK;Swasta;25 Jan 2026 15:42:53;10;80;4;4;2;3;0;0
5;TK HANIYAH ZAHRA;69930411;TK;Swasta;05 Mar 2026 11:14:15;12;45;2;0;1;2;0;0
6;TK ISLAM RAUDHATUL JANNAH;70051290;TK;Swasta;22 Feb 2026 10:27:42;0;0;0;0;0;0;0;0
7;TK ISLAM SOPIAH;70043754;TK;Swasta;03 Mar 2026 12:59:37;27;52;4;4;1;4;0;0
8;TK IT DETAFANA;69929592;TK;Swasta;10 Mar 2026 19:48:04;5;80;4;4;1;4;0;0
9;TK IT FAJAR SIDDIQ;70051297;TK;Swasta;-;0;0;0;0;0;0;0;0
10;TK IT HARAPAN BUNDA II;70046221;TK;Swasta;-;0;0;0;0;0;0;0;0
11;TK IT SETIA HATI PALEMBANG;69986757;TK;Swasta;02 Mar 2026 14:49:22;6;37;2;2;1;2;0;0
12;TK KARTIKA II-43 PALEMBANG;69896919;TK;Swasta;27 Jan 2026 08:43:56;31;24;2;2;1;3;0;0
13;TK MUTIARA ISLAMI;69959255;TK;Swasta;07 Mar 2026 11:07:49;4;74;5;4;1;5;0;0
14;TK NABILA;70042118;TK;Swasta;-;0;0;0;0;0;0;0;0
15;TK NURUL ILMI;69982037;TK;Swasta;06 Mar 2026 05:22:24;27;64;4;5;1;4;0;0
16;TK SINAR HARAPAN PALEMBANG;10644229;TK;Swasta;23 Jan 2026 18:58:56;16;20;1;2;2;3;0;0
17;TK TERATAI PUTIH PALEMBANG;10644230;TK;Swasta;08 Mar 2026 12:56:53;1;32;2;3;0;2;0;1
18;TK TIARA;69913144;TK;Swasta;07 Mar 2026 17:45:39;36;75;3;3;2;4;0;0
19;TK TUNAS TELADAN PALEMBANG;69876025;TK;Swasta;03 Mar 2026 16:33:56;13;65;4;4;3;5;0;0
20;KB AL-FIRDAUS;69773052;KB;Swasta;22 Jan 2026 22:09:39;8;53;3;3;2;3;0;0
21;KB ANANDA;70009410;KB;Swasta;17 Feb 2026 23:46:55;10;52;2;1;4;2;0;1
22;KB BAITUL SA ADAH;69773053;KB;Swasta;-;4;47;3;3;3;3;0;0
23;KB CAHAYA MUSLIMAT NU 4;69959877;KB;Swasta;-;6;8;2;2;2;2;0;0
24;KB CANDRA;69858041;KB;Swasta;22 Jan 2026 21:50:55;12;97;4;3;2;4;0;0
