Data Guru Kec. Kemuning - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK NEGERI PEMBINA 05 PALEMBANG;70003139;TK;Negeri;13 Mar 2026 11:09:42;31;60;4;4;3;3;0;0
2;TK AISYIYAH 4;10644209;TK;Swasta;10 Mar 2026 10:03:40;30;141;13;21;1;16;0;1
3;TK AL-FURQON;10647149;TK;Swasta;27 Jan 2026 12:20:18;11;82;5;10;3;8;0;1
4;TK AMALIYAH;10644210;TK;Swasta;03 Mar 2026 07:44:53;18;21;2;2;1;2;0;1
5;TK AMIRA;69933027;TK;Swasta;06 Mar 2026 20:45:47;6;9;1;4;1;3;0;0
6;TK ANUGERAH INDAH;69899604;TK;Swasta;22 Jan 2026 08:45:24;13;43;2;2;3;3;0;0
7;TK AR-ROHMAN;70004009;TK;Swasta;08 Mar 2026 23:45:07;4;30;1;2;3;2;0;0
8;TK AZ-ZAHIRAH PALEMBANG;10647984;TK;Swasta;29 Jan 2026 22:59:03;25;22;2;2;2;2;0;0
9;TK BAPTIS;10644211;TK;Swasta;06 Mar 2026 10:32:13;15;83;10;12;1;5;0;1
10;TK CENDANA KIDS;70003237;TK;Swasta;21 Jan 2026 08:45:06;3;26;2;2;1;2;0;0
11;TK CHANDRA JAYA;10644212;TK;Swasta;29 Jan 2026 14:50:22;2;10;1;1;1;2;0;0
12;TK ISLAM AL-AZHAR CAIRO PALEMBANG INDONESIA;69965841;TK;Swasta;06 Mar 2026 13:17:48;11;105;4;6;2;5;0;0
13;TK KARTIKA II-4 PALEMBANG;10644216;TK;Swasta;13 Mar 2026 08:39:52;40;88;9;9;2;10;0;1
14;TK MAZAHRUL IMAN;10644218;TK;Swasta;29 Jan 2026 11:56:16;21;26;2;3;1;3;0;0
15;TK METHODIST 1;69726547;TK;Swasta;30 Jan 2026 14:16:42;17;18;2;1;1;2;0;1
16;TK NURUL IMAN;10644219;TK;Swasta;03 Mar 2026 21:26:52;50;34;3;3;2;3;0;0
17;TK NURUL INSAN;70011188;TK;Swasta;09 Feb 2026 23:22:54;64;56;4;6;1;4;0;0
18;TK NUSA INDAH 3;10644582;TK;Swasta;03 Mar 2026 15:38:42;15;17;2;2;1;2;0;0
19;TK TRISULA PERWARI;10644221;TK;Swasta;-;8;4;1;1;2;1;0;0
20;KB AL - AMIN KIDS;69964232;KB;Swasta;-;2;28;2;1;1;3;0;0
21;KB Al-Ikhwan;69773156;KB;Swasta;06 Feb 2026 08:51:12;23;36;3;4;2;6;0;0
22;KB Al-Matheiriyah;69773159;KB;Swasta;-;0;0;0;0;0;4;0;0
23;KB Amalia;69773158;KB;Swasta;-;2;16;2;0;2;2;0;1
24;KB AZZAKIAH;69892887;KB;Swasta;27 Jan 2026 14:23:04;14;27;2;2;1;2;0;0
25;KB Bon Thorif;69773157;KB;Swasta;-;0;0;0;0;0;3;0;0
26;KB INSANUL AMAL;69958895;KB;Swasta;-;0;0;0;0;0;2;0;0
27;KB KAISAH;69932223;KB;Swasta;09 Feb 2026 07:22:49;20;18;1;1;1;2;0;0
28;KB LARASATI;69877598;KB;Swasta;23 Jan 2026 18:27:48;10;27;2;1;2;2;0;0
29;KB RAUDHATUZ ZAHRA;69996116;KB;Swasta;28 Jan 2026 09:05:00;0;0;0;0;0;0;0;0
30;KB TASYA CERIA;69876051;KB;Swasta;08 Mar 2026 18:18:10;3;25;2;2;3;1;0;0
31;SPS BINA BALITA;69876055;SPS;Swasta;-;6;18;2;2;3;2;0;0
32;SPS Bintang Kecil;69773269;SPS;Swasta;01 Mar 2026 02:33:26;4;40;2;1;2;2;0;0
33;SPS CAHAYA IMAN;69773270;SPS;Swasta;-;6;19;1;1;2;2;0;0
34;SPS HARAPAN BANGSA;69858094;SPS;Swasta;-;0;0;0;0;0;2;0;0
35;SPS KURNIA ILAHI;69876067;SPS;Swasta;-;0;0;0;0;0;1;0;0
36;SPS Mentari Sriwijaya;69773268;SPS;Swasta;28 Feb 2026 21:58:35;2;28;2;3;1;3;0;0
37;SPS NURUL FITYAAN;69773271;SPS;Swasta;25 Jan 2026 20:51:22;10;14;2;1;2;2;0;0
38;SPS TERPADU AL-MATHERIYAH;69876033;SPS;Swasta;-;0;0;0;0;0;4;0;0
39;SD NEGERI 156 PALEMBANG;10603672;SD;Negeri;11 Mar 2026 01:15:25;94;1,067;33;43;7;25;0;1
40;SD NEGERI 157 PALEMBANG;10603825;SD;Negeri;13 Mar 2026 08:19:51;53;812;26;36;10;24;1;1
41;SD NEGERI 158 PALEMBANG;10603824;SD;Negeri;11 Mar 2026 13:52:26;85;340;12;13;4;26;0;2
42;SD NEGERI 159 PALEMBANG;10603823;SD;Negeri;03 Mar 2026 15:38:31;46;300;12;17;3;19;1;1
43;SD NEGERI 160 PALEMBANG;10603822;SD;Negeri;06 Mar 2026 07:58:21;106;1,034;28;37;7;15;1;2
44;SD NEGERI 161 PALEMBANG;10603820;SD;Negeri;06 Mar 2026 10:08:48;25;426;15;18;3;7;0;1
45;SD NEGERI 162 PALEMBANG;10603819;SD;Negeri;03 Mar 2026 12:51:45;51;334;12;19;3;12;0;1
46;SD NEGERI 163 PALEMBANG;10603818;SD;Negeri;05 Mar 2026 07:15:39;27;571;20;28;5;17;0;1
47;SD NEGERI 164 PALEMBANG;10603817;SD;Negeri;11 Mar 2026 10:58:09;75;855;24;31;8;21;0;1
48;SD NEGERI 165 PALEMBANG;10603816;SD;Negeri;03 Mar 2026 09:15:32;62;353;12;14;3;7;0;1
49;SD NEGERI 166 PALEMBANG;10609407;SD;Negeri;12 Mar 2026 08:49:36;144;377;12;17;2;9;1;1
50;SD BAPTIS PALEMBANG;10603942;SD;Swasta;11 Mar 2026 11:56:35;140;772;29;47;6;30;2;1
51;SD DHARMA JAYA PALEMBANG;10603941;SD;Swasta;03 Mar 2026 07:55:47;48;106;6;7;1;7;1;1
52;SD ISLAM AL FURQON PALEMBANG;10644164;SD;Swasta;10 Mar 2026 13:39:43;70;800;28;54;6;28;3;1
53;SD ISLAM AL-AZHAR CAIRO PALEMBANG INDONESIA;69974761;SD;Swasta;06 Mar 2026 12:59:34;55;780;30;73;9;30;3;1
54;SD IT NURUL IMAN PALEMBANG;10603916;SD;Swasta;11 Feb 2026 13:31:46;56;232;12;12;6;12;0;1
55;SD KARTIKA II 02 PALEMBANG;10609443;SD;Swasta;01 Feb 2026 21:36:05;36;425;17;26;2;18;1;1
56;SD METHODIST 01 PALEMBANG;10603902;SD;Swasta;06 Mar 2026 14:15:33;22;418;16;17;3;16;2;1
57;SD MITRA PENABUR PALEMBANG;10647493;SD;Swasta;04 Mar 2026 10:27:31;57;192;10;15;5;9;2;1
58;SD MUHAMMADIYAH 06 PALEMBANG;10603921;SD;Swasta;13 Mar 2026 09:10:27;76;920;30;50;12;25;2;1
59;SD MUHAMMADIYAH 14 PALEMBANG;10603911;SD;Swasta;05 Mar 2026 08:10:15;58;830;29;43;11;30;2;1
60;SD NUSA INDAH;70004061;SD;Swasta;13 Mar 2026 12:14:57;16;30;2;2;2;2;1;1
61;SD TULUS BAKTI PALEMBANG;10603989;SD;Swasta;13 Mar 2026 07:23:01;41;86;6;6;2;6;0;0
62;SMP NEGERI 09 PALEMBANG;10603778;SMP;Negeri;06 Mar 2026 20:05:23;31;1,095;33;48;17;33;4;1
63;SMP NEGERI 10 PALEMBANG;10603687;SMP;Negeri;10 Mar 2026 10:53:14;108;1,138;32;50;19;32;2;1
64;SMP NEGERI 57 PALEMBANG;69857936;SMP;Negeri;05 Mar 2026 14:48:01;89;845;27;40;5;27;1;1
65;SMP BAPTIS PALEMBANG;10609496;SMP;Swasta;04 Mar 2026 09:49:40;14;55;3;9;2;3;2;1
66;SMP DHARMAJAYA PALEMBANG;10609509;SMP;Swasta;07 Mar 2026 11:21:48;15;38;3;3;2;6;1;1
67;SMP ISLAM AL-AZHAR CAIRO PALEMBANG INDONESIA;69965842;SMP;Swasta;13 Mar 2026 09:57:45;50;458;16;52;13;16;3;1
68;SMP KARYA IBU PALEMBANG;10609525;SMP;Swasta;05 Mar 2026 19:09:45;45;376;12;21;6;24;3;1
69;SMP METHODIST 01 PALEMBANG;10609536;SMP;Swasta;03 Mar 2026 11:25:33;32;277;10;16;6;13;3;1
70;SMP MUHAMMADIYAH 04 PALEMBANG;10609543;SMP;Swasta;22 Feb 2026 23:01:11;32;488;16;33;9;18;2;1
71;SMP MUHAMMADIYAH 10 PALEMBANG;10609540;SMP;Swasta;03 Mar 2026 18:00:16;10;29;3;5;2;4;2;1
72;SMP NURUL IMAN PALEMBANG;10609552;SMP;Swasta;06 Mar 2026 04:41:29;33;178;8;16;5;21;3;1
73;SMA NEGERI 03 PALEMBANG;10603844;SMA;Negeri;13 Mar 2026 11:19:55;149;1,275;36;69;21;36;6;1
74;SMA NEGERI 06 PALEMBANG;10603853;SMA;Negeri;12 Mar 2026 08:37:57;182;1,111;31;63;19;31;7;1
75;SMA AISYIYAH 01 PALEMBANG;10609664;SMA;Swasta;09 Mar 2026 07:19:03;166;221;7;18;10;7;6;1
76;SMA CANDRADIMUKA PALEMBANG;10609635;SMA;Swasta;11 Mar 2026 09:30:36;54;109;4;8;4;6;1;1
77;SMA KARYA IBU PALEMBANG;10609646;SMA;Swasta;28 Feb 2026 14:03:07;207;301;9;17;8;10;10;1
78;SMA METHODIST 01 PALEMBANG;10609655;SMA;Swasta;13 Mar 2026 06:50:22;172;370;14;24;8;22;6;2
79;SMA MUHAMMADIYAH 01 PALEMBANG;10604065;SMA;Swasta;15 Feb 2026 15:39:54;56;1,047;33;77;21;36;6;2
80;SMA MUHAMMADIYAH 06 PALEMBANG;10609663;SMA;Swasta;05 Mar 2026 14:20:26;17;461;15;31;6;15;4;1
81;SMA NURUL IMAN PALEMBANG;10609671;SMA;Swasta;13 Mar 2026 09:14:04;44;75;3;13;7;3;5;1
82;SMK NEGERI 04 PALEMBANG;10603710;SMK;Negeri;13 Mar 2026 10:47:20;175;1,945;55;101;20;49;4;1
83;SMK NEGERI SUMSEL PALEMBANG;10648015;SMK;Negeri;11 Mar 2026 13:48:14;353;884;25;46;11;14;6;1
84;SMK KIMIA YTK  PALEMBANG;10603725;SMK;Swasta;10 Mar 2026 11:45:52;15;85;3;6;3;3;4;2
85;SMK MUHAMMADIYAH 01 PALEMBANG;10609726;SMK;Swasta;05 Mar 2026 13:39:39;60;651;19;36;5;22;1;1
86;SMK NURUL IMAN PALEMBANG;10603721;SMK;Swasta;13 Mar 2026 14:57:04;17;152;11;18;8;12;3;1
87;SMK PERHOTELAN INDONESIA PALEMBANG;10609729;SMK;Swasta;-;6;63;3;10;2;5;3;3
88;SMK SWAKARYA PALEMBANG;10603685;SMK;Swasta;04 Mar 2026 09:25:15;121;569;20;31;9;39;2;1
89;SMK TEKNOLOGI NASIONAL PALEMBANG;10609733;SMK;Swasta;12 Mar 2026 12:54:41;12;148;6;13;1;28;6;1
90;SMK TRI SAKTI PALEMBANG;10603681;SMK;Swasta;-;5;8;3;14;2;7;1;1
91;SMK TRISULA PERWARI PALEMBANG;10603680;SMK;Swasta;-;40;62;3;4;2;3;1;1
92;PKBM AMALIA;P9948227;PKBM;Swasta;25 Jan 2026 21:48:42;8;50;0;1;0;6;0;1
93;PKBM MAWAR;P2966560;PKBM;Swasta;13 Feb 2026 10:39:37;10;73;2;0;1;5;0;1
94;SLB B KARYA IBU PALEMBANG;10644165;SLB;Swasta;25 Feb 2026 09:14:59;40;88;14;13;5;18;0;0
95;SLB C KARYA IBU PALEMBANG;10609477;SLB;Swasta;05 Mar 2026 19:10:44;21;166;24;23;4;14;0;0
96;TKLB.B KARYA IBU;69858033;TKLB;Swasta;-;0;0;0;0;0;0;0;0
Total;Total;Total;Total;Total;Total;4,318;28,122;1,017;1,666;437;1,106;131;68
