Data Peserta Didik Kec. Ilir Timur III - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK BARUNAWATI 2 PALEMBANG;10644599;TK;Swasta;20 Jan 2026 10:58:24;2;26;2;2;1;2;0;0
2;TK BARUNAWATI I;10644602;TK;Swasta;-;9;15;1;3;1;2;0;0
3;TK BINA SEJAHTERA;10644596;TK;Swasta;20 Jan 2026 16:43:32;9;9;1;1;1;1;0;0
4;TK GUANG MING;69989783;TK;Swasta;10 Mar 2026 14:33:08;4;28;2;2;2;2;0;0
5;TK IBA;10647157;TK;Swasta;24 Feb 2026 13:06:24;9;23;2;4;1;5;0;0
6;TK IKAL BULOG;10604086;TK;Swasta;20 Jan 2026 11:40:37;16;18;1;3;1;2;1;1
7;TK INDRIASANA;10644595;TK;Swasta;26 Jan 2026 09:33:18;10;44;3;3;2;3;0;0
8;TK KAMILIYAH;70001437;TK;Swasta;-;0;0;0;0;0;0;0;0
9;TK KARYA DHARMA BAKTI 1;10644597;TK;Swasta;-;0;0;0;0;0;1;0;0
10;TK KEMALA BHAYANGKARI 1;10644613;TK;Swasta;04 Mar 2026 13:18:38;5;30;2;2;1;2;0;0
11;TK KHALIFAH 22;69969300;TK;Swasta;27 Jan 2026 08:18:21;11;40;6;6;2;6;0;0
12;TK MAHARDIKA;10644588;TK;Swasta;03 Mar 2026 10:49:36;12;91;7;9;1;8;0;0
13;TK MAITREYAWIRA PLEMBANG;10647676;TK;Swasta;27 Jan 2026 15:09:51;46;215;9;11;2;8;0;0
14;TK MATAHARI;69933908;TK;Swasta;05 Mar 2026 10:49:35;21;42;3;6;1;6;0;1
15;TK MELATI;10644598;TK;Swasta;27 Jan 2026 07:59:44;3;14;1;1;2;1;0;0
16;TK NUSA INDAH 1 PALEMBANG;10644594;TK;Swasta;23 Feb 2026 10:03:33;16;165;10;10;2;14;0;1
17;TK SUMBANGSIH;10644605;TK;Swasta;01 Mar 2026 09:44:54;4;66;2;3;1;2;0;0
18;TK TOWN FOR KIDS;69975275;TK;Swasta;-;0;0;0;5;1;0;0;0
19;KB AL-MALIKI;69773177;KB;Swasta;24 Jan 2026 10:36:00;16;40;3;3;2;4;0;0
20;KB AN-NUR;69773160;KB;Swasta;24 Jan 2026 16:22:34;2;26;2;2;3;2;0;0
21;KB AQRA ATIKAH;69967158;KB;Swasta;24 Jan 2026 09:55:30;27;32;2;2;1;2;0;1
22;KB ASUHAN BUNDA II;69773181;KB;Swasta;13 Mar 2026 17:31:31;9;50;4;3;1;2;0;0
23;KB BASMALLAH;69773180;KB;Swasta;-;1;20;1;2;1;2;0;0
24;KB CEMARA;69773176;KB;Swasta;24 Jan 2026 17:14:03;12;41;2;3;0;2;0;0
25;KB CERDAS;69876059;KB;Swasta;11 Feb 2026 07:02:22;13;40;2;2;2;3;0;0
26;KB MATAHARI;69773182;KB;Swasta;-;0;0;0;0;0;1;0;0
27;KB PELANGI BIRU;69773179;KB;Swasta;27 Jan 2026 11:01:50;13;28;2;2;1;2;0;0
28;KB TAMAN SARI;69975280;KB;Swasta;29 Jan 2026 19:45:56;1;8;1;1;1;2;0;1
29;PAUD IT SAKINA;69947929;KB;Swasta;25 Jan 2026 22:26:26;1;16;1;1;2;1;0;0
30;KHARISMA PUTRI;69858098;SPS;Swasta;-;0;0;0;0;0;1;0;0
31;PAUD RSI INTERNATIONAL;69937337;SPS;Swasta;09 Mar 2026 11:47:09;28;74;6;8;1;12;0;1
32;SD NEGERI 054 PALEMBANG;10603656;SD;Negeri;03 Mar 2026 09:57:59;64;380;13;18;3;8;0;1
33;SD NEGERI 055 PALEMBANG;10609433;SD;Negeri;03 Mar 2026 10:43:13;50;758;25;27;7;16;0;1
34;SD NEGERI 056 PALEMBANG;10603660;SD;Negeri;12 Mar 2026 00:20:47;22;175;7;10;1;8;0;1
35;SD NEGERI 057 PALEMBANG;10603643;SD;Negeri;02 Mar 2026 08:04:59;65;623;22;30;6;24;0;1
36;SD NEGERI 059 PALEMBANG;10603630;SD;Negeri;10 Mar 2026 10:51:05;39;343;12;15;3;10;0;1
37;SD NEGERI 060 PALEMBANG;10603636;SD;Negeri;11 Mar 2026 09:28:20;135;496;18;18;4;17;0;1
38;SD NEGERI 061 PALEMBANG;10603633;SD;Negeri;03 Mar 2026 13:36:27;45;304;12;17;4;6;0;1
39;SD IGNATIUS GLOBAL SCHOOL PALEMBANG;10648822;SD;Swasta;05 Mar 2026 09:16:44;21;266;9;14;3;9;2;2
40;SD INDRIASANA PALEMBANG;10603908;SD;Swasta;07 Mar 2026 16:28:58;79;367;15;23;5;18;1;1
41;SD IT KAMILIYAH PALEMBANG;10609882;SD;Swasta;15 Feb 2026 17:30:08;63;204;11;19;4;12;1;1
42;SD IT MUTIARA AZZAM PALEMBANG;10648902;SD;Swasta;04 Mar 2026 08:51:07;76;151;8;23;5;8;1;1
43;SD KARYA DHARMA BHAKTI 01 PALEMBANG;10609884;SD;Swasta;04 Mar 2026 07:25:43;59;120;6;8;2;6;2;1
44;SD KUSUMA BANGSA PALEMBANG;69971011;SD;Swasta;09 Mar 2026 13:56:41;57;140;9;11;1;9;1;1
45;SD MAITREYAWIRA PALEMBANG;10647677;SD;Swasta;06 Mar 2026 12:44:54;93;786;30;54;7;34;2;1
46;SD MARANATHA PALEMBANG;69726548;SD;Swasta;26 Jan 2026 07:59:11;14;72;6;7;1;6;1;1
47;SD YAYASAN IBA PALEMBANG;10603948;SD;Swasta;09 Mar 2026 11:40:26;131;532;21;33;4;24;2;1
48;SMP NEGERI 04 PALEMBANG;10603760;SMP;Negeri;04 Mar 2026 13:43:32;95;941;31;46;9;31;6;1
49;SMP NEGERI 50 PALEMBANG;10603743;SMP;Negeri;13 Mar 2026 08:15:58;72;874;28;51;12;28;2;1
50;SMP ADABIYAH PALEMBANG;10609483;SMP;Swasta;06 Mar 2026 08:59:11;39;487;16;24;5;15;3;1
