Data Guru Kec. Bukit Kecil - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AISYIYAH 06 PALEMBANG;10644236;TK;Swasta;04 Mar 2026 09:24:19;25;94;5;7;1;5;0;0
2;TK AISYIYAH 16 PALEMBANG;10644232;TK;Swasta;06 Feb 2026 21:13:51;11;19;1;2;1;1;0;0
3;TK AISYIYAH 24;69992115;TK;Swasta;04 Mar 2026 20:22:05;33;16;1;2;2;3;0;0
4;TK AISYIYAH PALEMBANG;69858025;TK;Swasta;-;0;0;0;0;0;5;0;0
5;TK ATHREE;69961458;TK;Swasta;24 Feb 2026 09:01:07;5;34;2;2;0;2;0;1
6;TK CATUR DHARMA PERDANA PALEMBANG;10644240;TK;Swasta;-;3;32;2;2;3;2;0;0
7;TK DARUSSALAM PALEMBANG;10644242;TK;Swasta;03 Mar 2026 09:31:30;17;56;5;9;1;7;0;1
8;TK ISLAM TERPADU HARAPAN MULIA;10644246;TK;Swasta;23 Feb 2026 07:43:44;16;41;3;4;3;5;0;1
9;TK IT ROYAL ISLAMIC SCHOOL PALEMBANG;70009700;TK;Swasta;06 Mar 2026 09:45:03;15;32;3;6;2;3;0;0
10;TK XAVERIUS 04 PALEMBANG;10644259;TK;Swasta;03 Mar 2026 19:14:50;52;24;2;2;2;3;0;0
11;KB AL - FARUQ PALEMBANG;70009702;KB;Swasta;10 Feb 2026 22:01:49;0;0;0;1;3;0;0;0
12;KB Anak MUSI;69858061;KB;Swasta;07 Mar 2026 09:22:19;2;22;2;2;1;2;0;0
13;KB ATHREE;69876061;KB;Swasta;-;0;0;0;0;0;2;0;0
14;KB Cahaya;69773134;KB;Swasta;04 Mar 2026 12:54:06;2;18;1;1;1;2;0;0
15;KB Catur Dharma Perdana;69773135;KB;Swasta;-;0;0;0;0;0;2;1;0
16;KB Elmira;69773138;KB;Swasta;-;0;0;0;0;0;1;0;0
17;KB Handayani;69773136;KB;Swasta;-;0;0;0;0;0;1;0;0
18;KB Madinatul Ilmi;69773133;KB;Swasta;23 Jan 2026 16:09:56;7;34;2;3;1;2;0;0
19;KB RAFLESIA;69858060;KB;Swasta;-;0;0;0;0;0;1;0;0
20;KELOMPOK BERMAIN TERATAI;69858091;KB;Swasta;-;8;35;2;1;1;2;0;0
21;PAUD AL - GHIFARI;69938971;KB;Swasta;-;0;0;0;0;0;1;0;0
22;PAUD KASIH BUNDA 3;69991695;KB;Swasta;-;0;0;0;0;0;2;0;0
23;SD NEGERI 136 PALEMBANG;10609406;SD;Negeri;11 Mar 2026 10:54:59;40;685;24;34;5;14;1;1
24;SD NEGERI 137 PALEMBANG;10604246;SD;Negeri;03 Mar 2026 09:57:37;26;178;9;19;2;12;0;1
25;SD NEGERI 138 PALEMBANG;10603516;SD;Negeri;13 Mar 2026 09:24:54;69;545;21;27;9;25;2;1
26;SD NEGERI 139 PALEMBANG;10603517;SD;Negeri;13 Mar 2026 11:56:18;40;404;16;21;4;18;0;0
27;SD NEGERI 140 PALEMBANG;10603518;SD;Negeri;12 Mar 2026 09:15:18;78;247;12;15;5;16;0;1
28;SD NEGERI 141 PALEMBANG;10603529;SD;Negeri;11 Mar 2026 08:08:10;57;656;23;30;2;13;0;1
29;SD ISLAM MAHAD DARUSSALAM;69960802;SD;Swasta;01 Mar 2026 00:24:43;24;165;8;9;5;12;0;1
30;SD IT HARAPAN MULIA PALEMBANG;10609441;SD;Swasta;07 Mar 2026 16:58:04;196;681;26;44;3;29;2;1
31;SD IT ROYAL ISLAMIC SCHOOL;70011098;SD;Swasta;13 Mar 2026 07:25:37;66;63;3;5;6;3;1;1
32;SD KARTIKA II 3 PALEMBANG;10603905;SD;Swasta;09 Mar 2026 14:39:39;36;322;15;19;2;15;1;1
33;SD MUHAMMADIYAH 01 PALEMBANG;10609916;SD;Swasta;03 Mar 2026 07:57:21;69;640;21;23;8;17;1;1
34;SD XAVERIUS 04 PALEMBANG;10609466;SD;Swasta;03 Mar 2026 08:54:39;43;457;18;22;5;18;2;1
35;SMP NEGERI 01 PALEMBANG;10603773;SMP;Negeri;07 Mar 2026 05:15:24;169;917;28;38;14;26;5;1
36;SMP NEGERI 02 PALEMBANG;10603695;SMP;Negeri;05 Mar 2026 08:07:19;57;898;28;51;8;28;1;2
37;SMP FAUZIAH PALEMBANG;10648884;SMP;Swasta;03 Mar 2026 08:27:46;20;104;3;4;1;3;0;1
38;SMP IT HARAPAN MULIA PALEMBANG;69825144;SMP;Swasta;13 Mar 2026 08:24:52;71;271;9;22;4;10;3;1
39;SMP MUHAMMADIYAH 01 PALEMBANG;10609539;SMP;Swasta;07 Mar 2026 12:51:52;109;307;10;27;5;12;3;1
40;SMP PGRI 09 PALEMBANG;10609571;SMP;Swasta;07 Mar 2026 10:44:52;38;61;3;7;2;6;2;1
41;SMP TARBIYAH PALEMBANG;10609590;SMP;Swasta;06 Mar 2026 13:31:06;24;38;3;4;3;3;1;1
42;SMA IT HARAPAN MULIA;70015790;SMA;Swasta;13 Mar 2026 11:31:14;0;0;0;0;0;0;0;0
43;SMA MUHAMMADIYAH 02 PALEMBANG;10609659;SMA;Swasta;12 Mar 2026 13:39:49;27;209;8;26;5;13;5;1
44;PKBM ATHREE;P9959781;PKBM;Swasta;28 Feb 2026 10:35:54;36;220;6;5;2;6;0;1
45;PKBM CAHAYA;P2966334;PKBM;Swasta;09 Mar 2026 10:59:47;33;107;2;6;1;1;0;1
Total;Total;Total;Total;Total;Total;1,524;8,632;327;502;123;354;31;25
