Data Peserta Didik Kec. Ilir Timur I - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;SD NEGERI 039 PALEMBANG;10603540;SD;Negeri;13 Mar 2026 10:18:39;11;769;28;35;6;24;0;1
2;SD NEGERI 040 PALEMBANG;10603800;SD;Negeri;06 Mar 2026 10:18:17;9;707;25;36;3;31;0;1
3;SD NEGERI 041 PALEMBANG;10603538;SD;Negeri;26 Feb 2026 19:12:40;72;695;24;28;2;24;2;1
4;SD NEGERI 042 PALEMBANG;10603811;SD;Negeri;12 Mar 2026 11:09:59;41;403;15;18;1;9;0;1
5;SD NEGERI 043 PALEMBANG;10603537;SD;Negeri;09 Mar 2026 09:28:43;33;271;10;13;3;6;0;0
6;SD NEGERI 044 PALEMBANG;10603536;SD;Negeri;12 Mar 2026 07:23:30;41;539;21;31;3;18;0;1
7;SD NEGERI 045 PALEMBANG;10603535;SD;Negeri;10 Mar 2026 09:51:53;26;222;8;10;2;10;1;1
8;SD HOSANNA PALEMBANG;10603924;SD;Swasta;06 Mar 2026 09:53:23;4;78;6;3;2;6;4;2
9;SD IPEKA PALEMBANG;10603907;SD;Swasta;06 Mar 2026 16:11:30;5;378;14;24;3;13;2;1
10;SD MANGGALA;69960992;SD;Swasta;03 Mar 2026 08:00:39;17;91;6;8;2;6;1;1
11;SD METHODIST 02 PALEMBANG;10603901;SD;Swasta;03 Mar 2026 10:37:01;14;268;10;14;3;12;3;1
12;SD MUHAMMADIYAH 05 PALEMBANG;10603922;SD;Swasta;03 Mar 2026 07:21:38;10;234;8;10;2;8;1;1
13;SD ST AGATHA PALEMBANG;10603898;SD;Swasta;02 Mar 2026 10:57:48;19;195;12;17;2;15;3;1
14;SD SUMSEL JAYA PALEMBANG;10604009;SD;Swasta;-;91;94;6;6;2;6;1;1
15;SD TAMAN SISWA PALEMBANG;10603992;SD;Swasta;04 Mar 2026 14:31:24;72;111;6;10;5;6;1;2
16;SD XAVERIUS 01 PALEMBANG;10603988;SD;Swasta;11 Mar 2026 07:49:42;35;789;25;34;14;25;1;1
17;SD XAVERIUS 02 PALEMBANG;10603994;SD;Swasta;04 Mar 2026 06:57:24;8;747;23;34;16;24;2;1
18;SD XAVERIUS 05 PALEMBANG;10603985;SD;Swasta;06 Mar 2026 10:35:44;56;180;8;11;5;11;2;1
19;SMP NEGERI 03 PALEMBANG;10603775;SMP;Negeri;10 Mar 2026 11:37:12;73;986;31;57;18;40;2;1
20;SMP NEGERI 06 PALEMBANG;10603781;SMP;Negeri;05 Mar 2026 07:25:50;79;1,011;32;61;8;32;2;1
21;SMP BINA KARYA PALEMBANG;10609500;SMP;Swasta;-;29;29;3;7;1;5;2;1
22;SMP HOSANNA PALEMBANG;10609513;SMP;Swasta;-;6;9;1;1;2;5;0;1
23;SMP METHODIST 02 PALEMBANG;10609537;SMP;Swasta;06 Mar 2026 08:03:40;71;310;10;15;13;9;6;1
24;SMP MUHAMMADIYAH 02 PALEMBANG;10609541;SMP;Swasta;05 Mar 2026 11:43:59;8;58;3;10;1;4;1;1
25;SMP QURANIAH 01 PALEMBANG;10609576;SMP;Swasta;26 Feb 2026 09:52:01;55;337;12;19;5;12;0;1
26;SMP SUMSEL JAYA PALEMBANG;10609587;SMP;Swasta;05 Mar 2026 22:47:58;26;92;4;11;4;7;2;1
27;SMP TAMAN SISWA;10609588;SMP;Swasta;04 Mar 2026 20:19:15;32;224;9;16;4;9;2;1
28;SMP XAVERIUS 01 PALEMBANG;10609599;SMP;Swasta;04 Mar 2026 07:49:18;17;756;25;49;12;32;5;1
29;SMP XAVERIUS 06 PALEMBANG;10609604;SMP;Swasta;26 Feb 2026 10:49:06;20;301;11;15;6;24;3;1
30;SMP XAVERIUS MARIA PALEMBANG;10609606;SMP;Swasta;09 Mar 2026 13:06:18;25;449;16;27;12;17;4;1
31;SMA NEGERI 15 PALEMBANG;10603846;SMA;Negeri;06 Mar 2026 15:26:04;88;655;20;46;12;25;3;1
32;SMA BINA KARYA PALEMBANG;10609630;SMA;Swasta;-;51;32;3;9;2;9;1;1
33;SMA METHODIST 02 PALEMBANG;10609656;SMA;Swasta;02 Mar 2026 07:09:12;42;391;12;20;3;12;5;1
34;SMA QUR ANIYAH PALEMBANG;10609684;SMA;Swasta;12 Mar 2026 15:02:59;74;175;6;8;1;6;1;1
35;SMA SUMSEL JAYA PALEMBANG;10609690;SMA;Swasta;22 Jan 2026 08:03:34;46;160;6;13;3;9;3;1
36;SMA TAMAN SISWA PALEMBANG;10609693;SMA;Swasta;06 Mar 2026 08:56:11;76;147;6;12;2;9;3;2
37;SMA XAVERIUS 03 PALEMBANG;10609706;SMA;Swasta;06 Mar 2026 14:54:11;58;750;24;40;13;24;5;1
38;SMK NEGERI 01 PALEMBANG;10603713;SMK;Negeri;07 Mar 2026 10:47:15;59;1,259;40;74;15;52;2;1
39;SMK NEGERI 02 PALEMBANG;10603711;SMK;Negeri;09 Mar 2026 12:16:24;86;2,366;72;177;35;64;7;2
40;SMK KESEHATAN ATHALLA PUTRA PALEMBANG;69772973;SMK;Swasta;12 Mar 2026 13:49:28;39;156;7;8;1;7;2;1
41;SMK METHODIST 02 PALEMBANG;69838800;SMK;Swasta;09 Mar 2026 09:19:41;14;304;9;7;0;9;2;1
42;SMK MUTIARA AZZAM PALEMBANG;10648174;SMK;Swasta;07 Mar 2026 12:50:20;23;72;6;9;2;7;1;2
43;SMK TAMAN SISWA 01 PALEMBANG;10603684;SMK;Swasta;12 Mar 2026 10:20:14;41;326;10;16;6;10;3;1
44;SMK TAMAN SISWA 02 PALEMBANG;10603683;SMK;Swasta;06 Mar 2026 07:48:49;19;228;9;11;9;14;5;1
Total;Total;Total;Total;Total;Total;1,721;18,354;642;1,08;266;707;96;48
