Data Guru Kec. Ilir Timur II - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TAMAN KANAK-KANAK (TK) MARANATHA CHRISTIAN SCHOOL PALEMBANG;70054609;TK;Swasta;-;0;0;0;0;0;0;0;0
2;TK AISYIYAH 10 PALEMBANG;10644608;TK;Swasta;02 Mar 2026 16:59:45;10;21;1;2;2;2;0;0
3;TK AISYIYAH 5;10647148;TK;Swasta;03 Mar 2026 05:00:59;5;33;2;2;1;3;0;0
4;TK AL-FATTAH PALEMBANG;10644604;TK;Swasta;03 Mar 2026 08:35:20;10;47;3;4;1;4;0;0
5;TK ASRI;10644611;TK;Swasta;04 Mar 2026 10:02:00;6;53;4;5;1;3;0;1
6;TK BUNDA DWP DISDIKPORA KOTA PALEMBANG;69953702;TK;Swasta;06 Mar 2026 06:26:00;14;30;3;4;2;3;0;1
7;TK CERDAS CERIA PALEMBANG;69986759;TK;Swasta;28 Feb 2026 20:25:54;10;72;5;7;2;5;0;0
8;TK DHARMA WANITA I PALEMBANG;10644601;TK;Swasta;04 Mar 2026 19:47:17;3;19;1;1;1;2;0;0
9;TK FATIMAH 8 PALEMBANG;10644603;TK;Swasta;03 Mar 2026 11:06:32;6;29;2;2;2;3;0;0
10;TK HAPPY KIDS PALEMBANG;69959253;TK;Swasta;03 Mar 2026 10:52:11;5;21;2;3;1;2;0;0
11;TK ISLAM TERPADU BINA ILMI LEMABANG;70001383;TK;Swasta;11 Feb 2026 12:19:04;16;90;6;6;2;6;0;0
12;TK KARTIKA II-2 PALEMBANG;10647166;TK;Swasta;06 Mar 2026 07:54:11;4;34;2;2;2;3;0;1
13;TK KARTIKA II-6 PALEMBANG;10644607;TK;Swasta;24 Feb 2026 10:02:05;7;32;2;3;1;3;0;1
14;TK KEMALA BHAYANGKARI 6 PALEMBANG;10647169;TK;Swasta;02 Mar 2026 22:47:20;23;39;3;3;1;3;0;0
15;TK MAWAR MELATI PALEMBANG;10644593;TK;Swasta;-;0;0;0;0;1;0;0;0
16;TK MOULYA PALEMBANG;10647484;TK;Swasta;11 Mar 2026 08:28:01;5;23;2;2;1;3;0;1
17;TK PWS;10644606;TK;Swasta;27 Jan 2026 15:13:16;5;32;2;1;1;2;0;0
18;TK TAHFIZH FATHONA PALEMBANG;70009917;TK;Swasta;03 Mar 2026 07:48:03;10;46;4;3;2;5;0;0
19;TK XAVERIUS 3 PALEMBANG;10644609;TK;Swasta;12 Mar 2026 12:15:24;3;26;2;2;2;3;0;1
20;KB AL - HAFIDZ;69958590;KB;Swasta;16 Jan 2026 14:48:40;2;34;2;3;2;2;0;0
21;KB AL-KAUTSAR;69773169;KB;Swasta;-;0;0;0;1;2;0;0;0
22;KB BAROKAH;69876043;KB;Swasta;02 Feb 2026 13:29:51;14;12;2;2;1;2;0;0
23;KB CAHAYA MUSLIMAT NU 2;69773163;KB;Swasta;06 Mar 2026 05:58:44;4;14;1;3;2;1;0;1
24;KB CEMPAKA;69773164;KB;Swasta;-;0;0;0;2;2;0;0;0
25;KB NURUL HUSNA;69773175;KB;Swasta;05 Mar 2026 03:36:31;2;32;3;4;2;3;0;0
26;KB PERMATA BUNDA;69858065;KB;Swasta;07 Feb 2026 17:15:23;2;14;2;1;2;2;0;0
27;KB PUSPA SARI;69773165;KB;Swasta;-;0;0;0;0;1;0;0;0
28;KB SALIMAH;69773174;KB;Swasta;-;0;0;0;5;1;0;0;0
29;KB ULIL ALBAB;69773171;KB;Swasta;29 Jan 2026 12:32:12;2;28;2;3;0;1;0;0
30;SPS ALAM VALYANDRA;70048884;SPS;Swasta;30 Jan 2026 10:24:42;4;25;2;4;1;2;0;0
31;SPS. SA ADATUR RAHMAN;69858097;SPS;Swasta;30 Jan 2026 21:43:42;2;22;2;2;2;2;0;0
32;SD NEGERI 046 PALEMBANG;10603534;SD;Negeri;05 Mar 2026 08:32:07;32;179;8;11;4;6;0;1
