Data Guru Kec. Sematang Borang - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;SD NEGERI 245 PALEMBANG;10603510;SD;Negeri;12 Mar 2026 13:03:48;38;785;21;24;4;11;0;1
2;SD NEGERI 246 PALEMBANG;10603509;SD;Negeri;07 Mar 2026 19:12:38;145;655;18;27;4;15;0;1
3;SD NEGERI 247 PALEMBANG;10609399;SD;Negeri;07 Mar 2026 07:46:38;43;680;22;31;3;9;0;1
4;SD NEGERI 248 PALEMBANG;10603506;SD;Negeri;13 Mar 2026 08:39:46;42;429;15;12;3;5;0;1
5;SD KHOIRU UMMAH PALEMBANG;10648164;SD;Swasta;03 Mar 2026 07:35:34;23;86;6;6;1;6;1;1
6;SD XAVERIUS 09 PALEMBANG;10609469;SD;Swasta;11 Mar 2026 13:52:14;36;554;18;22;3;18;1;1
7;SMP NEGERI 23 PALEMBANG;10603691;SMP;Negeri;03 Mar 2026 10:59:19;84;575;19;33;5;14;1;1
8;SMP NEGERI 60 PALEMBANG;69978352;SMP;Negeri;07 Mar 2026 16:39:53;17;250;8;15;2;5;1;1
9;SMP XAVERIUS 7;10609605;SMP;Swasta;07 Mar 2026 20:01:37;18;288;9;11;5;10;2;1
10;SMK XAVERIUS PALEMBANG;10603677;SMK;Swasta;06 Mar 2026 15:40:44;53;501;18;25;11;18;3;1
Total;Total;Total;Total;Total;Total;499;4,803;154;206;41;111;9;10
