Data Guru Kec. Ilir Barat I - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK NEGERI PEMBINA 01 PALEMBANG;10644529;TK;Negeri;02 Mar 2026 22:55:31;5;236;15;14;3;16;0;1
2;PAUD IT MUHSIN AL-FATAH;69982595;TK;Swasta;27 Jan 2026 18:45:53;23;15;1;3;1;2;0;0
3;TK AISYIYAH 14 PALEMBANG;10644534;TK;Swasta;01 Mar 2026 21:57:11;22;81;5;5;1;5;0;0
4;TK AISYIYAH 17;10644549;TK;Swasta;02 Mar 2026 16:44:15;20;28;2;2;2;3;0;0
5;TK AL-FALAH PALEMBANG;10644539;TK;Swasta;07 Mar 2026 21:08:39;6;29;2;3;2;3;0;1
6;TK ALAM SIGUNTANG;69947432;TK;Swasta;28 Jan 2026 10:18:07;19;14;2;1;1;2;0;1
7;TK AMANAH MULIA;69967160;TK;Swasta;06 Feb 2026 14:48:16;1;6;1;0;1;2;0;1
8;TK AMELIA PALEMBANG;10644542;TK;Swasta;02 Mar 2026 17:53:11;1;34;3;3;1;2;0;0
9;TK AN- NAFI PALEMBANG;69876022;TK;Swasta;-;3;1;1;2;1;3;0;0
10;TK ANANDA PALEMBANG;10644546;TK;Swasta;21 Jan 2026 13:18:05;7;21;2;4;2;3;0;0
11;TK ARKAAN;69858024;TK;Swasta;01 Mar 2026 09:40:10;6;13;1;1;1;1;0;0
12;TK BAITULLAH PALEMBANG;69877601;TK;Swasta;-;40;15;1;2;3;1;0;0
13;TK BUBBLE KIDZ;69933474;TK;Swasta;06 Mar 2026 10:01:40;9;20;2;1;1;2;0;0
14;TK CIPTA KREATIF BANGSA PALEMBANG;69773014;TK;Swasta;10 Mar 2026 08:36:39;16;74;7;16;1;11;0;1
15;TK FAJAR INSAN PALEMBANG;69876027;TK;Swasta;-;2;11;1;1;1;2;0;0
16;TK FATIMAH 7;69965504;TK;Swasta;10 Mar 2026 14:01:19;1;28;2;2;1;2;0;1
17;TK HARAPAN BANGSA 03 PALEMBANG;10644538;TK;Swasta;02 Mar 2026 22:02:15;1;23;2;1;0;1;0;0
18;TK ISLAM AZ-ZAHRAH;10644540;TK;Swasta;03 Mar 2026 07:20:13;23;92;7;7;3;7;0;1
19;TK ISLAM TERPADU AL-HIDAYAH;70001729;TK;Swasta;27 Jan 2026 09:09:03;3;18;2;2;0;1;0;0
20;TK ISLAM TERPADU BINA ILMI;69773016;TK;Swasta;03 Mar 2026 10:08:06;22;96;10;10;2;10;0;0
21;TK ISLAM TERPADU HARAPAN BUNDA PALEMBANG;10647161;TK;Swasta;09 Mar 2026 10:47:32;26;51;3;7;2;3;0;0
22;TK IT IZZUDIN PALEMBANG;10647162;TK;Swasta;03 Mar 2026 06:47:42;14;120;9;9;2;5;0;1
23;TK IZHAR PALEMBANG;10647165;TK;Swasta;-;0;0;0;0;0;1;0;0
24;TK KARTIKA II-15 PALEMBANG;10644535;TK;Swasta;03 Mar 2026 20:36:58;5;18;2;1;1;2;0;0
25;TK KEMALA BHAYANGKARI 05 PALEMBANG;10644531;TK;Swasta;07 Mar 2026 06:51:12;13;40;3;3;1;3;0;1
26;TK KHALIFAH 7;69858020;TK;Swasta;26 Jan 2026 21:17:13;9;58;4;4;2;4;0;1
27;TK KINDER PLACE;69900698;TK;Swasta;03 Mar 2026 14:14:03;7;30;2;3;1;5;0;1
28;TK KREASI BANGSA;69902339;TK;Swasta;-;0;0;0;0;0;1;0;1
29;TK KUNCUP DIAN PALEMBANG;69858022;TK;Swasta;04 Mar 2026 09:09:29;8;57;3;5;1;3;0;0
30;TK MANGGALA SCHOOL;69891375;TK;Swasta;-;0;0;0;0;0;1;0;0
31;TK MERPATI POS PALEMBANG;10644544;TK;Swasta;-;1;20;2;4;1;3;0;1
32;TK NIKITA PALEMBANG;10644543;TK;Swasta;-;0;0;0;0;0;2;0;0
33;TK NUSA INDAH 04 PALEMBANG;10644545;TK;Swasta;04 Mar 2026 11:20:31;18;29;3;3;1;3;0;1
34;TK PALEMBANG HARAPAN;10648891;TK;Swasta;05 Mar 2026 11:58:48;0;0;0;0;0;4;0;1
35;TK PERTIWI 02 PALEMBANG;10644550;TK;Swasta;-;7;5;1;1;2;7;0;1
36;TK PERTIWI 04 PALEMBANG;69858023;TK;Swasta;02 Mar 2026 21:45:45;4;16;1;1;1;2;0;0
37;TK ROHMAH;70003503;TK;Swasta;04 Mar 2026 06:56:47;0;0;0;0;0;0;0;0
38;TK ROSA PALEMBANG;10644548;TK;Swasta;31 Jan 2026 07:01:44;16;38;3;4;1;3;0;1
39;TK TARBIYATUN BANIN;69964929;TK;Swasta;-;0;0;0;0;0;0;0;0
40;TK UMMI;69914240;TK;Swasta;24 Jan 2026 06:28:46;23;54;3;4;1;5;0;0
41;TK YKAI PALEMBANG;10644530;TK;Swasta;-;2;21;2;2;1;2;0;0
42;TK YUNITA PALEMBANG;10647183;TK;Swasta;-;1;23;1;3;2;1;0;0
