Data Guru Kec. Ilir Timur II - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AISYIYAH 10;10644608;TK;Swasta;02 Mar 2026 16:59:45;25;31;2;3;2;2;0;0
2;TK AISYIYAH 5;10647148;TK;Swasta;03 Mar 2026 05:00:59;3;37;3;4;1;3;0;0
3;TK AL-FATTAH;10644604;TK;Swasta;03 Mar 2026 08:35:20;17;32;3;4;1;4;0;0
4;TK ARTHA MULYA;69935541;TK;Swasta;-;0;0;0;0;0;2;0;0
5;TK ASRI;10644611;TK;Swasta;04 Mar 2026 10:02:00;4;8;1;1;2;1;0;1
6;TK BUNDA DWP DISDIKPORA KOTA PALEMBANG;69953702;TK;Swasta;06 Mar 2026 06:26:00;5;20;1;3;2;1;0;1
7;TK CERDAS CERIA;69986759;TK;Swasta;28 Feb 2026 20:25:54;27;30;2;5;2;2;0;0
8;TK DHARMA WANITA I;10644601;TK;Swasta;04 Mar 2026 19:47:17;7;15;1;1;2;2;0;0
9;TK FATIMAH 8;10644603;TK;Swasta;03 Mar 2026 11:06:32;19;16;1;1;1;3;0;0
10;TK HAPPY KIDS;69959253;TK;Swasta;03 Mar 2026 10:52:11;9;9;1;2;2;2;0;0
11;TK HARAPAN BUNGA BANGSA;69959706;TK;Swasta;-;0;0;0;0;0;2;0;1
12;TK ISLAM TERPADU BINA ILMI LEMABANG;70001383;TK;Swasta;11 Feb 2026 12:19:04;62;68;5;5;3;5;0;0
13;TK KARTIKA II-2 PALEMBANG;10647166;TK;Swasta;06 Mar 2026 07:54:11;14;26;2;2;2;3;0;1
14;TK KARTIKA II-6 PALEMBANG;10644607;TK;Swasta;24 Feb 2026 10:02:05;34;37;3;2;2;3;0;1
15;TK KEMALA BHAYANGKARI 6 PALEMBANG;10647169;TK;Swasta;02 Mar 2026 22:47:20;27;27;2;3;1;2;0;0
16;TK MANDIRI SCHOOL;10646609;TK;Swasta;-;0;0;0;0;0;3;0;0
17;TK MAWAR MELATI;10644593;TK;Swasta;-;8;8;1;1;1;1;0;0
18;TK MOULYA PALEMBANG;10647484;TK;Swasta;11 Mar 2026 08:28:01;27;33;2;2;1;2;0;1
19;TK PWS;10644606;TK;Swasta;27 Jan 2026 15:13:16;12;22;1;1;1;2;0;0
20;TK QOBILLAH;69726542;TK;Swasta;08 Mar 2026 08:17:38;36;37;3;3;3;2;0;1
21;TK SINGAPORE INDONESIA SCHOOL PALEMBANG;90101088;TK;Swasta;09 Mar 2026 15:38:00;8;73;5;5;0;6;0;1
22;TK TAHFIZH FATHONA PALEMBANG;70009917;TK;Swasta;03 Mar 2026 07:48:03;15;24;2;0;2;2;0;0
23;TK XAVERIUS 3;10644609;TK;Swasta;12 Mar 2026 12:15:24;7;18;3;3;2;3;0;1
24;KB AISYIYAH 11;70001255;KB;Swasta;-;0;0;0;0;0;0;0;0
25;KB AISYIYAH 9;69979968;KB;Swasta;-;0;0;0;0;0;0;0;0
26;KB AL - HAFIDZ;69958590;KB;Swasta;16 Jan 2026 14:48:40;12;35;3;2;2;2;0;0
27;KB AL-KAUTSAR;69773169;KB;Swasta;-;2;18;2;2;2;1;0;1
28;KB BAROKAH;69876043;KB;Swasta;02 Feb 2026 13:29:51;7;9;1;3;1;2;0;0
29;KB BUNDA DWP DISDIK PALEMBANG;69960948;KB;Swasta;-;0;0;0;0;0;1;0;1
30;KB CAHAYA MUSLIMAT NU 2;69773163;KB;Swasta;06 Mar 2026 05:58:44;4;17;1;3;2;1;0;1
31;KB CEMPAKA;69773164;KB;Swasta;-;7;15;1;2;2;1;0;1
32;KB NURUL HUSNA;69773175;KB;Swasta;05 Mar 2026 03:36:31;9;22;2;2;1;3;0;0
33;KB PASUNDAN KIDS;69773162;KB;Swasta;-;0;0;0;0;0;2;0;0
34;KB PERMATA BUNDA;69858065;KB;Swasta;07 Feb 2026 17:15:23;28;15;2;1;2;2;0;0
35;KB PUSPA SARI;69773165;KB;Swasta;-;4;39;2;2;1;3;0;0
