Data Guru Kec. Kalidoni - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK ADINDA PALEMBANG;10644184;TK;Swasta;-;11;25;2;1;1;4;0;1
2;TK AISYIYAH 8 PALEMBANG;10644185;TK;Swasta;03 Mar 2026 09:21:36;3;88;4;4;1;4;0;0
3;TK AKAS (AKU ANAK SHALEH);70000989;TK;Swasta;-;3;13;2;2;2;2;0;0
4;TK AL HIKMAH 2 PALEMBANG;10647190;TK;Swasta;19 Feb 2026 21:15:32;13;35;3;3;2;4;0;0
5;TK AL-HUSNA PALEMBANG;10644186;TK;Swasta;-;4;3;1;1;1;2;0;0
6;TK ALAM TELAGA PALEMBANG;69900186;TK;Swasta;04 Mar 2026 10:56:59;15;12;2;1;2;2;0;0
7;TK ALIYATI PALEMBANG;10644187;TK;Swasta;03 Mar 2026 09:29:33;2;85;4;4;2;4;0;0
8;TK ALVINO PALEMBANG;69936574;TK;Swasta;05 Mar 2026 08:58:20;1;47;3;2;4;3;0;0
9;TK AN-NAJAH PALEMBANG;69972695;TK;Swasta;11 Feb 2026 23:01:14;15;42;3;3;2;3;0;0
10;TK AR-RIDHO PALEMBANG;10647022;TK;Swasta;02 Mar 2026 20:27:29;12;17;1;1;2;2;0;1
11;TK BINA BANGSA PALEMBANG;10647837;TK;Swasta;19 Jan 2026 20:48:13;15;23;2;2;2;3;0;1
12;TK DHARMA WANITA II PALEMBANG;10644188;TK;Swasta;02 Mar 2026 19:26:55;26;91;7;8;1;8;0;0
13;TK DHARMAWANITA III PALEMBANG;10644189;TK;Swasta;14 Feb 2026 09:34:57;3;23;2;2;3;3;0;0
14;TK DHARMAWANITA KECAMATAN;10644190;TK;Swasta;-;4;7;1;1;1;2;0;0
15;TK DITA WIJAYA PALEMBANG;10644191;TK;Swasta;07 Mar 2026 11:51:43;11;57;4;5;3;3;0;0
16;TK GADING BAROKAH;70030436;TK;Swasta;03 Mar 2026 06:42:01;6;18;2;3;1;2;0;0
17;TK GOLDEN KIDS PALEMBANG;69962482;TK;Swasta;06 Feb 2026 10:15:25;1;28;2;2;2;2;0;0
18;TK ISLAM ALAM LANGIT BUMI;70045558;TK;Swasta;14 Feb 2026 21:02:09;49;23;2;4;4;2;0;0
19;TK ISLAM DARUSSALAM PALEMBANG;10644193;TK;Swasta;03 Mar 2026 07:48:54;5;36;3;3;2;3;0;1
20;TK ISLAM TERPADU AL MUBAROK;70030455;TK;Swasta;22 Jan 2026 08:55:08;21;68;5;5;2;4;0;0
21;TK IT AZRI PALEMBANG;70009703;TK;Swasta;28 Feb 2026 12:16:23;6;124;5;5;2;5;0;0
22;TK IT CIPTA HARAPAN PALEMBANG;70030459;TK;Swasta;04 Mar 2026 17:56:27;24;65;3;3;1;3;0;0
23;TK IT Darul Hikmah;70049290;TK;Swasta;11 Mar 2026 05:45:02;0;0;0;0;0;0;0;0
24;TK IT NURUL BAROKAH;70049358;TK;Swasta;-;0;0;0;0;0;0;0;0
25;TK IT TOPKIDS PRIMA INSANI PALEMBANG;10647679;TK;Swasta;03 Mar 2026 21:07:38;4;35;2;3;2;2;0;0
26;TK KENTEN PERMAI PALEMBANG;69876019;TK;Swasta;19 Jan 2026 20:23:54;13;91;4;6;2;4;0;0
27;TK KRISTEN IPEKA PALEMBANG II;70040610;TK;Swasta;03 Mar 2026 09:54:37;9;74;3;3;1;4;0;0
28;TK MUSTABAQUL KHOIR PALEMBANG;10644197;TK;Swasta;02 Mar 2026 11:10:50;8;19;1;1;2;2;0;1
29;TK NURHALIZA PALEMBANG;69992367;TK;Swasta;24 Jan 2026 21:23:53;15;13;1;1;2;2;0;0
30;TK NURUL HUDA;70030468;TK;Swasta;04 Mar 2026 19:10:24;30;37;3;3;3;4;0;0
31;TK NUSA INDAH 2 PALEMBANG;10644201;TK;Swasta;09 Mar 2026 16:58:59;4;35;2;2;1;4;0;1
32;TK PARAMOUNT SCHOOL PALEMBANG;10644203;TK;Swasta;03 Mar 2026 09:38:59;20;74;4;4;2;7;0;1
33;TK PERMATA CITRA PALEMBANG;10604067;TK;Swasta;06 Mar 2026 23:13:38;5;15;2;2;1;3;0;1
34;TK PESONA BUNDA PALEMBANG;69976837;TK;Swasta;04 Mar 2026 10:51:22;15;24;2;3;2;3;0;0
35;TK PUSRI PALEMBANG;10644208;TK;Swasta;29 Jan 2026 10:09:37;11;122;6;7;3;6;0;1
36;TK RAJAWALI;70038713;TK;Swasta;-;0;0;0;1;1;0;0;0
37;TK SUPER BRILLIANCE KIDS;69876026;TK;Swasta;03 Mar 2026 12:01:48;4;12;2;2;2;3;0;0
38;TK TAHFIDZ IBNU UMAR;70030317;TK;Swasta;03 Mar 2026 07:32:33;36;51;4;3;4;3;0;0
39;TK ZITARI AL- HAFIDZ;70030998;TK;Swasta;16 Jan 2026 14:01:54;12;50;2;2;2;2;0;0
40;KB AR-RAHMAH;69773193;KB;Swasta;-;3;7;1;1;1;3;0;0
41;KB BAROKAH;69958587;KB;Swasta;-;5;4;1;0;2;1;0;1
42;KB BHAKTI PERSADA;69773185;KB;Swasta;28 Jan 2026 21:24:59;5;41;3;3;1;3;0;0
43;KB BINTANG CEMERLANG;69947474;KB;Swasta;-;7;46;2;0;1;2;0;0
