Data Peserta Didik Kec. Sako - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK ABRIZAM ANUGERAH;70030359;TK;Swasta;03 Mar 2026 20:59:08;24;42;3;2;2;3;0;0
2;TK AISYIYAH 22;70041800;TK;Swasta;05 Mar 2026 23:19:26;16;40;1;1;1;2;0;0
3;TK AL AQOBAH II;70038953;TK;Swasta;07 Mar 2026 17:58:32;0;0;0;0;1;0;0;0
4;TK AL-AQOBAH ARRABIU;10644328;TK;Swasta;10 Mar 2026 09:10:37;24;60;3;3;1;4;0;0
5;TK ALMUQODDIM;10644332;TK;Swasta;03 Mar 2026 08:42:42;16;31;3;3;1;3;0;0
6;TK ANANDA;69773027;TK;Swasta;16 Jan 2026 10:30:25;14;25;1;2;0;1;0;0
7;TK ANISA KARYA;69773024;TK;Swasta;04 Mar 2026 22:30:20;14;48;3;2;1;3;0;0
8;TK ANNISA;10644325;TK;Swasta;03 Mar 2026 03:57:24;26;32;3;2;2;3;0;0
9;TK BINA CITRA SEJATI II;69876045;TK;Swasta;19 Jan 2026 13:18:03;7;23;2;1;2;3;0;0
10;TK BINA KAWAN;10644307;TK;Swasta;03 Mar 2026 11:54:17;10;43;3;3;2;3;0;0
11;TK BUDI SYUKUR SAKO PALEMBANG;69876028;TK;Swasta;21 Jan 2026 07:08:10;16;22;2;1;1;2;0;0
12;TK CAHAYA HATI;70030204;TK;Swasta;31 Jan 2026 18:04:45;14;55;3;3;2;2;0;0
13;TK CERIA;69982233;TK;Swasta;-;7;8;1;0;2;1;0;0
14;TK DOA ANANDDA;69960204;TK;Swasta;03 Mar 2026 12:34:46;9;35;2;3;0;2;0;0
15;TK DOA IBU;10644313;TK;Swasta;04 Mar 2026 04:08:37;7;15;1;3;1;2;0;0
16;TK ESSABA PALEMBANG;10647153;TK;Swasta;21 Jan 2026 07:33:20;9;20;1;1;2;2;0;1
17;TK FARIS ATHALLAH;69960944;TK;Swasta;06 Mar 2026 01:46:08;29;40;3;3;2;3;0;0
18;TK GENERASI CERDAS;69891376;TK;Swasta;01 Mar 2026 13:31:08;17;55;5;6;1;6;0;0
19;TK HARAPAN BANGSA 5;10644306;TK;Swasta;21 Jan 2026 19:29:34;16;26;2;2;2;3;0;0
20;TK HARAPAN MARDHOTILLAH;69901207;TK;Swasta;23 Jan 2026 08:31:22;11;25;2;2;1;3;0;0
21;TK HARIS;10647870;TK;Swasta;05 Mar 2026 11:11:38;9;22;2;1;1;2;0;1
22;TK HIJRIYAH III;10644324;TK;Swasta;23 Jan 2026 10:43:56;11;42;2;2;1;3;0;0
23;TK ISLAM AL-AZHAR 41 PALEMBANG;69964486;TK;Swasta;03 Mar 2026 11:46:12;28;69;4;5;4;4;0;1
24;TK ISLAM BAITURRAHMAN;69962614;TK;Swasta;03 Mar 2026 10:09:35;15;45;3;3;2;4;0;1
25;TK ISLAM TERPADU DARUL FADHLI;69947470;TK;Swasta;11 Mar 2026 09:05:10;16;33;2;3;2;2;0;0
26;TK ISLAM YAA BUNAYYA;69968765;TK;Swasta;03 Mar 2026 12:13:25;16;72;5;5;3;5;1;1
27;TK IT ALAM TELAGA;70000990;TK;Swasta;-;11;11;2;1;1;1;0;0
28;TK IT AULADI;69876023;TK;Swasta;09 Feb 2026 12:08:01;11;28;2;3;3;2;0;1
29;TK IT KHAZANAH KEBAJIKAN PALEMBANG;70030890;TK;Swasta;-;0;0;0;0;0;0;0;0
30;TK KHALIFAH 21;69876029;TK;Swasta;-;8;26;2;2;2;3;0;0
31;TK KITA;10644326;TK;Swasta;21 Jan 2026 07:17:35;7;22;2;1;1;3;0;0
32;TK LESTARI;10644315;TK;Swasta;-;0;0;0;0;0;0;0;0
33;TK MARFUAH;10644334;TK;Swasta;06 Mar 2026 10:02:26;13;79;5;5;1;5;0;0
34;TK NEW HAPPY KIDS;69965488;TK;Swasta;-;0;0;0;0;0;0;0;0
35;TK NIRMALA;69969816;TK;Swasta;07 Mar 2026 04:36:15;6;36;1;1;1;2;0;1
36;TK NURUL JANNAH;10644321;TK;Swasta;10 Mar 2026 11:43:02;11;55;4;4;2;4;0;1
37;TK NUSA INDAH 5 PALEMBANG;69968763;TK;Swasta;-;8;8;2;1;1;3;0;1
38;TK NUSA INDAH 6 PALEMBANG;69986231;TK;Swasta;23 Jan 2026 15:09:45;16;13;2;2;1;2;0;1
39;TK PERMATA SARI;10644310;TK;Swasta;04 Mar 2026 19:06:21;9;47;2;3;0;2;0;0
40;TK PRATIWI INDAH;69877599;TK;Swasta;-;0;0;0;0;0;0;0;0
41;TK PURI ABADI;10647179;TK;Swasta;03 Mar 2026 06:10:16;7;18;2;2;2;2;0;0
42;TK RESTU BUNDA SAKO;69975267;TK;Swasta;20 Jan 2026 08:38:13;11;57;3;3;2;4;0;0
43;TK SULANJANA;70030466;TK;Swasta;21 Jan 2026 09:48:06;26;35;2;2;3;3;0;0
44;TK SYAQILLA;70030304;TK;Swasta;03 Mar 2026 10:54:38;23;52;3;3;3;3;0;0
45;TK SYIFA AL-FATIH;69982392;TK;Swasta;08 Mar 2026 12:33:31;9;22;2;1;2;2;0;0
46;TK TAHFIDZ INSAN MADANI SRIWIJAYA;70009698;TK;Swasta;25 Jan 2026 18:11:15;15;16;2;2;2;2;0;0
47;TK TARUNA SRIWIJAYA;69858100;TK;Swasta;06 Mar 2026 07:07:35;24;107;6;6;2;6;0;0
48;TK VITA SEJAHTERA;10644319;TK;Swasta;01 Mar 2026 14:45:03;14;139;6;6;2;6;0;0
49;TK ZANIA;10644320;TK;Swasta;09 Mar 2026 19:23:58;10;41;2;1;1;6;0;0
50;TKIT CAHAYA RIZQY MANDIRI;10648894;TK;Swasta;02 Mar 2026 21:20:43;6;8;2;3;1;2;0;0
51;KB AISYIYAH 6;69773208;KB;Swasta;24 Feb 2026 10:46:39;17;85;3;3;1;4;0;0
52;KB AULIA;69773202;KB;Swasta;18 Feb 2026 12:01:23;7;36;2;2;2;2;0;0
53;KB CAHAYA HATI;70030203;KB;Swasta;31 Jan 2026 14:56:48;5;29;1;1;2;1;0;0
54;KB DWI RAMA AL-IKHLAS;69876068;KB;Swasta;03 Feb 2026 10:24:21;20;109;4;3;2;4;0;0
55;KB EDUCATION FUN CENTRE;70041628;KB;Swasta;03 Mar 2026 08:54:33;0;0;0;1;2;0;0;0
56;KB LIAS;69773199;KB;Swasta;08 Mar 2026 11:52:07;4;23;2;2;1;2;0;0
