Data Peserta Didik Kec. Sako - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;PAUD ISLAM TERPADU DARUL FADHLI;69947470;TK;Swasta;11 Mar 2026 09:05:10;26;13;2;3;1;1;0;0
2;TK AL AMANAH PALEMBANG;10647218;TK;Swasta;-;0;0;0;0;0;2;0;0
3;TK AL-AQOBAH ARRABIU;10644328;TK;Swasta;10 Mar 2026 09:10:37;35;49;3;4;1;5;0;0
4;TK ALKAUTSAR II;10644335;TK;Swasta;-;0;0;0;0;0;2;0;0
5;TK ALMUQODDIM;10644332;TK;Swasta;03 Mar 2026 08:42:42;9;31;3;2;2;3;0;0
6;TK ANANDA;69773027;TK;Swasta;16 Jan 2026 10:30:25;6;19;1;1;1;1;0;0
7;TK ANISA KARYA;69773024;TK;Swasta;04 Mar 2026 22:30:20;7;35;3;3;1;3;0;0
8;TK ANNISA;10644325;TK;Swasta;03 Mar 2026 03:57:24;14;45;2;1;2;2;0;0
9;TK AZ-ZAHRA;10644327;TK;Swasta;-;0;0;0;0;0;2;0;0
10;TK BINA CITRA SEJATI II;69876045;TK;Swasta;19 Jan 2026 13:18:03;2;41;2;3;2;3;0;0
11;TK BINA KAWAN;10644307;TK;Swasta;03 Mar 2026 11:54:17;5;36;2;3;2;2;0;0
12;TK BINA PUTRA;10644312;TK;Swasta;-;0;0;0;0;0;1;0;0
13;TK BUDI SYUKUR SAKO PALEMBANG;69876028;TK;Swasta;21 Jan 2026 07:08:10;2;23;2;2;1;2;0;0
14;TK CERIA;69982233;TK;Swasta;-;0;0;0;0;0;0;0;0
15;TK DOA ANANDDA;69960204;TK;Swasta;03 Mar 2026 12:34:46;10;29;2;2;1;2;0;0
16;TK DOA IBU;10644313;TK;Swasta;04 Mar 2026 04:08:37;24;32;2;3;1;2;0;0
17;TK ESSABA PALEMBANG;10647153;TK;Swasta;21 Jan 2026 07:33:20;4;17;1;1;1;2;0;1
18;TK FARIS ATHALLAH;69960944;TK;Swasta;06 Mar 2026 01:46:08;20;20;2;4;2;2;0;0
19;TK GENERASI CERDAS;69891376;TK;Swasta;01 Mar 2026 13:31:08;28;44;4;6;1;5;0;0
20;TK HARAPAN BANGSA 5;10644306;TK;Swasta;21 Jan 2026 19:29:34;19;32;2;2;1;3;0;0
21;TK HARAPAN BUNDA 1 PALEMBANG;10644331;TK;Swasta;-;0;0;0;0;0;3;0;0
22;TK HARAPAN MARDHOTILLAH;69901207;TK;Swasta;23 Jan 2026 08:31:22;9;35;3;3;1;3;0;0
23;TK HARIS;10647870;TK;Swasta;05 Mar 2026 11:11:38;4;20;1;1;1;2;0;1
24;TK HIJRIYAH III;10644324;TK;Swasta;23 Jan 2026 10:43:56;14;30;2;3;1;3;0;0
25;TK ISLAM AL-AZHAR 41 PALEMBANG;69964486;TK;Swasta;03 Mar 2026 11:46:12;5;47;3;3;2;3;0;1
26;TK ISLAM BAITURRAHMAN;69962614;TK;Swasta;03 Mar 2026 10:09:35;33;39;3;3;2;4;0;1
27;TK ISLAM YAA BUNAYYA;69968765;TK;Swasta;03 Mar 2026 12:13:25;18;69;4;2;3;4;1;1
28;TK IT ALAM TELAGA;70000990;TK;Swasta;-;6;10;1;1;1;1;0;0
29;TK IT AULADI;69876023;TK;Swasta;09 Feb 2026 12:08:01;4;23;2;4;2;2;0;1
30;TK KHALIFAH 21;69876029;TK;Swasta;-;6;19;2;3;1;3;0;1
