Data Guru Kec. Kemuning - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK NEGERI PEMBINA 05 PALEMBANG;70003139;TK;Negeri;13 Mar 2026 11:09:42;9;75;5;5;2;4;0;0
2;TK AISYIYAH 4 PALEMBANG;10644209;TK;Swasta;10 Mar 2026 10:03:40;42;201;14;19;2;16;0;1
3;TK AMALIYAH PALEMBANG;10644210;TK;Swasta;03 Mar 2026 07:44:53;3;40;3;2;1;3;0;1
4;TK AMIRA;69933027;TK;Swasta;06 Mar 2026 20:45:47;8;5;1;4;1;3;0;0
5;TK ANUGERAH INDAH;69899604;TK;Swasta;22 Jan 2026 08:45:24;7;34;2;2;3;3;0;0
6;TK AR-ROHMAN;70004009;TK;Swasta;08 Mar 2026 23:45:07;11;23;1;2;2;2;0;0
7;TK AZ-ZAHIRAH PALEMBANG;10647984;TK;Swasta;29 Jan 2026 22:59:03;4;17;1;2;2;2;0;0
8;TK BAPTIS;10644211;TK;Swasta;06 Mar 2026 10:32:13;38;86;6;10;1;6;0;1
9;TK CENDANA KIDS;70003237;TK;Swasta;21 Jan 2026 08:45:06;10;59;4;4;1;4;0;0
10;TK CHANDRA JAYA;10644212;TK;Swasta;29 Jan 2026 14:50:22;4;21;1;1;1;2;0;0
11;TK ISLAM AL-AZHAR CAIRO PALEMBANG INDONESIA;69965841;TK;Swasta;06 Mar 2026 13:17:48;17;103;4;9;3;5;0;0
12;TK ISLAM TERAPAN PROF. MUHAJIRIN;70038290;TK;Swasta;19 Jan 2026 11:56:24;6;11;2;1;2;2;0;0
13;TK IT AL-FURQON PALEMBANG;10647149;TK;Swasta;27 Jan 2026 12:20:18;13;88;6;10;3;8;0;1
14;TK KARTIKA II-4 PALEMBANG;10644216;TK;Swasta;13 Mar 2026 08:39:52;15;85;7;7;2;10;0;1
15;TK MAZAHRUL IMAN;10644218;TK;Swasta;29 Jan 2026 11:56:16;5;32;2;3;1;4;0;0
16;TK METHODIST 1;69726547;TK;Swasta;30 Jan 2026 14:16:42;7;30;2;1;1;2;0;0
17;TK NURUL IMAN;10644219;TK;Swasta;03 Mar 2026 21:26:52;11;55;3;3;2;3;0;0
18;TK NURUL INSAN;70011188;TK;Swasta;09 Feb 2026 23:22:54;13;82;6;6;1;6;0;0
19;TK NUSA INDAH 3 PALEMBANG;10644582;TK;Swasta;03 Mar 2026 15:38:42;8;33;2;2;1;2;0;0
20;TK TRISULA PERWARI;10644221;TK;Swasta;-;4;7;1;1;2;1;0;0
21;KB AL - AMIN KIDS;69964232;KB;Swasta;-;5;28;1;1;1;3;0;0
22;KB Al-Ikhwan;69773156;KB;Swasta;06 Feb 2026 08:51:12;9;30;2;2;2;6;0;0
23;KB Amalia;69773158;KB;Swasta;-;0;0;0;0;0;0;0;0
24;KB AZZAKIAH;69892887;KB;Swasta;27 Jan 2026 14:23:04;6;33;2;2;1;2;0;0
25;KB KAISAH;69932223;KB;Swasta;09 Feb 2026 07:22:49;37;48;2;1;1;2;0;0
26;KB LARASATI;69877598;KB;Swasta;23 Jan 2026 18:27:48;7;20;2;1;2;2;0;0
27;KB RAUDHATUZ ZAHRA;69996116;KB;Swasta;28 Jan 2026 09:05:00;5;47;2;1;2;2;0;0
28;KB TASYA CERIA;69876051;KB;Swasta;08 Mar 2026 18:18:10;7;25;2;2;3;1;0;0
29;SPS BINA BALITA;69876055;SPS;Swasta;-;0;0;0;0;0;0;0;0
30;SPS Bintang Kecil;69773269;SPS;Swasta;01 Mar 2026 02:33:26;5;38;3;1;2;2;0;0
31;SPS Mentari Sriwijaya;69773268;SPS;Swasta;28 Feb 2026 21:58:35;6;33;2;1;1;3;0;0
32;SPS NURUL FITYAAN;69773271;SPS;Swasta;25 Jan 2026 20:51:22;15;44;2;2;1;2;0;0
33;SD NEGERI 156 PALEMBANG;10603672;SD;Negeri;11 Mar 2026 01:15:25;92;940;31;45;5;24;0;1
34;SD NEGERI 157 PALEMBANG;10603825;SD;Negeri;13 Mar 2026 08:19:51;45;678;23;35;6;23;1;1
