Data Guru Kec. Jakabaring - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK NEGERI PEMBINA 02 PALEMBANG;10644338;TK;Negeri;06 Mar 2026 08:49:39;88;183;10;10;5;5;0;0
2;TK AISYIYAH 20 PALEMBANG;10647706;TK;Swasta;-;0;0;0;0;0;0;0;0
3;TK ALAM PALEMBANG;69958449;TK;Swasta;05 Mar 2026 11:41:51;31;17;2;2;2;2;0;1
4;TK ANNISA;70038714;TK;Swasta;09 Feb 2026 17:40:21;4;4;1;1;1;2;0;0
5;TK AYU;10644614;TK;Swasta;05 Mar 2026 08:33:12;17;76;4;3;1;4;0;0
6;TK BINA CITRA SEJATI;10644204;TK;Swasta;31 Jan 2026 13:57:28;11;21;2;2;1;3;0;0
7;TK BODHI;10644341;TK;Swasta;23 Feb 2026 12:57:56;9;16;2;2;1;2;0;0
8;TK IDILLIA;69975272;TK;Swasta;24 Jan 2026 15:53:54;4;21;3;3;1;3;0;0
9;TK ISLAM AL-AZHAR SRIWIJAYA;69877594;TK;Swasta;04 Mar 2026 08:49:28;43;31;3;4;1;3;0;0
10;TK IT AL FARABI;69960158;TK;Swasta;29 Jan 2026 22:39:08;3;18;2;2;1;2;0;0
11;TK KASIH IBU;70030350;TK;Swasta;05 Mar 2026 07:04:36;31;21;2;2;3;2;0;0
12;TK KEMALA BHAYANGKARI 4 PALEMBANG;10644398;TK;Swasta;04 Mar 2026 11:49:51;23;44;3;3;1;3;0;1
13;TK KHALIFAH 27;69935524;TK;Swasta;03 Mar 2026 10:53:34;16;106;6;8;3;7;0;1
14;TK MANDIRI;69876021;TK;Swasta;02 Feb 2026 19:37:29;7;17;2;1;1;2;0;0
15;TK NADIRA;10647173;TK;Swasta;03 Mar 2026 07:44:13;20;62;4;4;1;4;0;1
16;TK ORANGE ISLAMIC SCHOOL;70013348;TK;Swasta;03 Mar 2026 10:22:51;28;51;3;3;1;3;0;0
17;TK PELANGI HARAPAN IBU;70040234;TK;Swasta;01 Mar 2026 02:05:17;24;52;2;1;3;2;0;0
18;TK PERMATA BUNDA;70050818;TK;Swasta;-;0;0;0;1;1;0;0;0
19;TK PERTIWI 1 PALEMBANG;10647178;TK;Swasta;02 Mar 2026 10:23:04;16;21;2;3;1;2;0;0
20;TK RASYA;70030441;TK;Swasta;03 Mar 2026 16:16:30;21;32;2;2;2;2;0;0
21;TKIT BINA ILMI JAKABARING;70051954;TK;Swasta;25 Feb 2026 08:20:18;0;0;0;0;0;0;0;0
22;KB AL DJUFRIE;70049359;KB;Swasta;29 Jan 2026 21:18:10;4;20;1;2;2;1;0;0
23;KB INTAN;69933477;KB;Swasta;-;8;33;3;4;2;3;0;0
24;KB KARTINI;69773252;KB;Swasta;25 Jan 2026 12:50:48;8;37;2;2;1;2;0;0
25;KB MENTARI;69773074;KB;Swasta;16 Jan 2026 11:04:47;12;64;5;5;1;5;0;0
26;KB PELANGI;69773059;KB;Swasta;01 Mar 2026 02:34:16;7;8;1;1;2;2;0;0
27;KB PERMATA BUNDA;70040134;KB;Swasta;-;10;28;2;1;0;1;0;0
28;KB PRATIWI;69773075;KB;Swasta;14 Feb 2026 19:50:33;9;12;1;1;1;2;0;1
29;KB RAHMA;69876030;KB;Swasta;23 Jan 2026 13:25:04;17;101;5;3;1;2;0;0
30;KB TUNAS MELATI;69953005;KB;Swasta;24 Jan 2026 08:25:53;7;53;2;2;1;3;0;0
31;KB. KASIH IBU;69858045;KB;Swasta;05 Mar 2026 08:40:26;13;50;3;0;4;3;0;0
32;PAUD PELITA HATI;69933476;KB;Swasta;-;0;0;0;0;0;0;0;0
33;SPS TIANA SARI;69773256;SPS;Swasta;-;5;12;1;1;3;2;0;0
34;SD NEGERI 079 PALEMBANG;10603489;SD;Negeri;13 Mar 2026 09:55:53;96;1,143;37;45;10;16;0;2
35;SD NEGERI 080 PALEMBANG;10603491;SD;Negeri;11 Mar 2026 08:17:32;63;334;12;15;2;6;0;1
36;SD NEGERI 081 PALEMBANG;10603502;SD;Negeri;10 Mar 2026 07:59:36;1;1,175;38;49;6;30;1;1
37;SD NEGERI 082 PALEMBANG;10603501;SD;Negeri;04 Mar 2026 19:34:28;83;309;11;14;4;6;0;1
38;SD NEGERI 083 PALEMBANG;10603500;SD;Negeri;07 Mar 2026 00:32:19;1;698;24;29;5;11;0;1
39;SD NEGERI 084 PALEMBANG;10603498;SD;Negeri;13 Mar 2026 13:06:57;31;219;9;10;2;6;0;0
40;SD NEGERI 085 PALEMBANG;10609436;SD;Negeri;06 Mar 2026 10:01:07;52;1,048;38;48;10;20;1;1
41;SD NEGERI 086 PALEMBANG;10609437;SD;Negeri;09 Mar 2026 12:20:15;20;160;6;8;2;5;0;1
42;SD NEGERI 087 PALEMBANG;10603497;SD;Negeri;10 Mar 2026 06:10:02;53;647;22;33;3;13;0;0
43;SD NEGERI 088 PALEMBANG;10609438;SD;Negeri;11 Mar 2026 14:22:07;44;968;34;46;7;20;1;1
44;SD NEGERI 089 PALEMBANG;10603595;SD;Negeri;12 Mar 2026 20:03:15;58;465;18;26;4;14;0;0
45;SD ALAM PALEMBANG;10647750;SD;Swasta;03 Mar 2026 08:17:27;46;111;6;9;2;6;1;1
46;SD EMPAT TUNGGAL PALEMBANG;10603925;SD;Swasta;06 Feb 2026 14:13:32;24;44;6;2;1;4;0;0
47;SD ISLAM AL ALIFAH PALEMBANG;69727833;SD;Swasta;10 Mar 2026 09:09:30;79;559;23;33;5;28;2;1
48;SD ISLAM AL-AZHAR SRIWIJAYA;69892395;SD;Swasta;09 Mar 2026 12:49:17;54;216;12;20;6;12;1;1
49;SD ITBINA ILMI JAKA BARING;70038466;SD;Swasta;09 Mar 2026 11:19:16;48;116;9;12;2;9;0;0
50;SD KEMALA BHAYANGKARI 1 PALEMBANG;10603906;SD;Swasta;13 Mar 2026 10:40:35;19;161;6;4;1;6;0;1
51;SD MAITREYAWIRA OPI;69990964;SD;Swasta;09 Mar 2026 14:45:45;67;130;8;7;3;8;1;1
52;SD METHODIST 03 PALEMBANG;10603914;SD;Swasta;03 Mar 2026 12:17:09;10;70;6;7;1;6;1;1
53;SD MUHAMMADIYAH 07 PALEMBANG;10603920;SD;Swasta;07 Mar 2026 10:23:57;28;79;6;8;1;7;1;1
54;SD PADMAJAYA PALEMBANG;10603915;SD;Swasta;12 Mar 2026 11:17:24;36;120;6;10;3;7;1;1
55;SMP NEGERI 07 PALEMBANG;10603780;SMP;Negeri;13 Mar 2026 08:35:14;130;1,153;33;49;13;30;0;1
56;SMP NEGERI 15 PALEMBANG;10603699;SMP;Negeri;07 Mar 2026 09:39:31;66;836;24;39;5;12;2;1
57;SMP NEGERI 31 PALEMBANG;10603766;SMP;Negeri;03 Mar 2026 12:06:15;354;999;30;44;14;31;3;1
58;SMP NEGERI 35 PALEMBANG;10603736;SMP;Negeri;06 Mar 2026 10:26:09;70;679;22;38;5;23;2;1
59;SMP NEGERI OLAH RAGA SRIWIJAYA PALEMBANG;10609554;SMP;Negeri;04 Mar 2026 08:30:08;43;119;5;14;4;5;2;1
60;SMP ALAM PALEMBANG;69760862;SMP;Swasta;03 Mar 2026 12:06:01;19;14;3;4;3;3;1;1
61;SMP ISLAM AL-ALIFAH PALEMBANG;69970994;SMP;Swasta;05 Mar 2026 08:54:29;39;78;3;7;5;4;2;1
62;SMP ISLAM AL-AZHAR SRIWIJAYA PALEMBANG;69907937;SMP;Swasta;02 Mar 2026 09:34:43;28;83;4;12;4;6;1;1
63;SMP METHODIST 03 PALEMBANG;10609538;SMP;Swasta;13 Mar 2026 10:36:54;11;47;3;5;3;6;4;1
64;SMP NU PALEMBANG;10609549;SMP;Swasta;11 Mar 2026 13:05:59;50;544;18;25;5;24;1;1
65;SMP PADMAJAYA PALEMBANG;10609556;SMP;Swasta;05 Mar 2026 08:51:53;17;55;3;8;1;4;2;1
66;SMP PELITA PALEMBANG;10609558;SMP;Swasta;06 Mar 2026 20:56:52;33;40;3;3;3;3;2;1
67;SMP PGRI 01 PALEMBANG;10609563;SMP;Swasta;04 Mar 2026 08:11:53;39;186;7;10;6;7;3;2
68;PKBM BINA SRIWIJAYA;P9998301;PKBM;Swasta;09 Mar 2026 15:16:24;13;9;1;1;1;2;0;1
69;PKBM ELRAHMA;P9997215;PKBM;Swasta;-;0;0;0;0;0;0;0;0
Total;Total;Total;Total;Total;Total;2,321;14,825;577;773;201;479;36;37
