Data Peserta Didik Kec. Plaju - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AINNUR;70030449;TK;Swasta;12 Mar 2026 19:37:31;10;76;4;3;1;4;0;0
2;TK AISYIYAH 02 PALEMBANG;10644173;TK;Swasta;03 Mar 2026 09:11:48;19;82;3;3;1;3;0;0
3;TK AR RAUDHAH SSMM;70038026;TK;Swasta;24 Feb 2026 04:59:03;1;41;3;3;2;2;0;0
4;TK ASYIFA;70030410;TK;Swasta;13 Feb 2026 16:59:38;25;27;2;2;2;2;0;0
5;TK BINAWATI PALEMBANG;10644174;TK;Swasta;02 Mar 2026 19:35:01;13;257;11;11;2;11;0;0
6;TK ISLAM CENDIKIA;70030369;TK;Swasta;06 Mar 2026 13:44:20;7;61;3;5;1;3;0;0
7;TK IT BINTANG FAJAR;70049461;TK;Swasta;09 Feb 2026 10:16:18;9;36;3;4;2;3;0;0
8;TK IT SALSABILA;69948225;TK;Swasta;24 Jan 2026 10:16:38;25;145;6;5;2;6;0;0
9;TK MINI PALEMBANG;10644175;TK;Swasta;18 Jan 2026 23:04:35;1;65;2;2;2;3;0;0
10;TK PATRA MANDIRI PALEMBANG;10644177;TK;Swasta;03 Mar 2026 10:53:42;25;78;6;6;4;9;0;1
11;TK PURI PALEMBANG;10644176;TK;Swasta;07 Mar 2026 12:50:47;14;86;4;5;1;2;0;0
12;TK PWP 3 PALEMBANG;10644179;TK;Swasta;25 Jan 2026 15:43:17;1;64;2;2;1;4;0;1
13;TK XAVERIUS 8 PALEMBANG;10644181;TK;Swasta;12 Mar 2026 08:30:18;4;13;2;3;0;2;0;0
14;TK YP INDRA 1 PALEMBANG;10644183;TK;Swasta;07 Feb 2026 08:04:29;4;32;2;1;1;2;0;0
15;KB ABIYYU;69932220;KB;Swasta;21 Jan 2026 17:06:35;12;26;2;0;2;1;0;0
16;KB AINNUR;69773105;KB;Swasta;07 Mar 2026 08:18:58;7;50;3;2;2;3;0;0
17;KB AL MARUF;69773111;KB;Swasta;28 Jan 2026 20:05:24;20;61;3;2;1;3;0;0
18;KB AN-NUURU;69773109;KB;Swasta;21 Jan 2026 17:32:36;8;7;1;1;2;2;0;0
19;KB BINA KARTINI;69773107;KB;Swasta;21 Feb 2026 15:09:42;3;41;3;1;1;2;0;0
20;KB ISLAM AL-AFIQ;69858051;KB;Swasta;-;17;41;2;2;1;2;0;0
21;KB MAWAR;69773108;KB;Swasta;22 Jan 2026 20:23:24;1;22;1;1;1;2;0;0
22;KB MELATI PUTIH;69773113;KB;Swasta;-;0;0;0;0;0;0;0;0
23;KB PUSPA;69773114;KB;Swasta;21 Jan 2026 17:54:03;3;3;1;0;1;1;0;0
24;KB TARUNA MANDIRI SRIWIJAYA;69970993;KB;Swasta;04 Feb 2026 14:30:35;1;78;5;3;2;5;0;1
25;KB UMMI RODIAH;69773112;KB;Swasta;09 Mar 2026 12:58:54;8;24;2;3;1;3;0;1
26;SPS AL BAYYINAH;69773262;SPS;Swasta;06 Mar 2026 10:19:18;11;43;2;1;1;3;0;0
27;SPS AR-ROHIM;69773263;SPS;Swasta;21 Jan 2026 19:11:09;3;32;3;2;2;4;0;0
28;SD NEGERI 222 PALEMBANG;10609424;SD;Negeri;12 Mar 2026 14:03:41;35;422;16;26;5;28;0;1
29;SD NEGERI 223 PALEMBANG;10609426;SD;Negeri;07 Mar 2026 11:16:33;26;339;12;15;3;8;1;1
30;SD NEGERI 224 PALEMBANG;10604292;SD;Negeri;13 Mar 2026 12:26:10;63;781;27;37;4;15;1;1
31;SD NEGERI 225 PALEMBANG;10604303;SD;Negeri;06 Mar 2026 11:56:35;13;573;20;25;4;16;1;1
