Kecamatan,Nama Sekolah,Tahun,Jumlah Penduduk,Status,Siswa,Guru,Rombel
Ilir Timur Iii,SD KARYA DHARMA BHAKTI 01 PALEMBANG,2020-2021,7301,Swasta,120,8,6
Ilir Timur Iii,SD KUSUMA BANGSA PALEMBANG,2020-2021,7301,Swasta,140,11,9
Ilir Timur Iii,SD MAITREYAWIRA PALEMBANG,2020-2021,7301,Swasta,786,54,30
Ilir Timur Iii,SD MARANATHA PALEMBANG,2020-2021,7301,Swasta,72,7,6
Ilir Timur Iii,SD NEGERI 054 PALEMBANG,2020-2021,7301,Negeri,380,18,13
Ilir Timur Iii,SD NEGERI 055 PALEMBANG,2020-2021,7301,Negeri,758,27,25
Ilir Timur Iii,SD NEGERI 056 PALEMBANG,2020-2021,7301,Negeri,175,10,7
Ilir Timur Iii,SD NEGERI 057 PALEMBANG,2020-2021,7301,Negeri,623,30,22
Ilir Timur Iii,SD NEGERI 059 PALEMBANG,2020-2021,7301,Negeri,343,15,12
Ilir Timur Iii,SD NEGERI 060 PALEMBANG,2020-2021,7301,Negeri,496,18,18
Ilir Timur Iii,SD NEGERI 061 PALEMBANG,2020-2021,7301,Negeri,304,17,12
Ilir Timur Iii,SD YAYASAN IBA PALEMBANG,2020-2021,7301,Swasta,532,33,21
Ilir Timur Iii,SD IGNATIUS GLOBAL SCHOOL PALEMBANG,2021-2022,72973,Swasta,403,18,12
Ilir Timur Iii,SD INDRIASANA PALEMBANG,2021-2022,72973,Swasta,350,20,15
Ilir Timur Iii,SD IT KAMILIYAH PALEMBANG,2021-2022,72973,Swasta,173,21,9
Ilir Timur Iii,SD IT MUTIARA AZZAM PALEMBANG,2021-2022,72973,Swasta,150,15,8
Ilir Timur Iii,SD KARYA DHARMA BHAKTI 01 PALEMBANG,2021-2022,72973,Swasta,123,7,6
Ilir Timur Iii,SD KUSUMA BANGSA PALEMBANG,2021-2022,72973,Swasta,177,12,10
Ilir Timur Iii,SD MAITREYAWIRA PALEMBANG,2021-2022,72973,Swasta,789,52,30
Ilir Timur Iii,SD MARANATHA PALEMBANG,2021-2022,72973,Swasta,71,7,6
Ilir Timur Iii,SD NEGERI 054 PALEMBANG,2021-2022,72973,Negeri,383,18,13
Ilir Timur Iii,SD NEGERI 055 PALEMBANG,2021-2022,72973,Negeri,718,32,26
Ilir Timur Iii,SD NEGERI 056 PALEMBANG,2021-2022,72973,Negeri,176,9,7
Ilir Timur Iii,SD NEGERI 057 PALEMBANG,2021-2022,72973,Negeri,565,31,21
Ilir Timur Iii,SD NEGERI 059 PALEMBANG,2021-2022,72973,Negeri,336,15,12
Ilir Timur Iii,SD NEGERI 060 PALEMBANG,2021-2022,72973,Negeri,456,19,18
Ilir Timur Iii,SD NEGERI 061 PALEMBANG,2021-2022,72973,Negeri,289,16,12
Ilir Timur Iii,SD YAYASAN IBA PALEMBANG,2021-2022,72973,Swasta,464,33,19
Ilir Timur Iii,SD BETHESDA,2022-2023,73236,Swasta,63,8,4
Ilir Timur Iii,SD IGNATIUS GLOBAL SCHOOL PALEMBANG,2022-2023,73236,Swasta,444,23,16
Ilir Timur Iii,SD INDRIASANA PALEMBANG,2022-2023,73236,Swasta,342,17,13
Ilir Timur Iii,SD IT KAMILIYAH PALEMBANG,2022-2023,73236,Swasta,185,20,9
Ilir Timur Iii,SD IT MUTIARA AZZAM PALEMBANG,2022-2023,73236,Swasta,148,15,7
Ilir Timur Iii,SD KARYA DHARMA BHAKTI 01 PALEMBANG,2022-2023,73236,Swasta,133,7,6
Ilir Timur Iii,SD KUSUMA BANGSA PALEMBANG,2022-2023,73236,Swasta,321,14,14
Ilir Timur Iii,SD MAITREYAWIRA PALEMBANG,2022-2023,73236,Swasta,796,53,30
Ilir Timur Iii,SD MARANATHA PALEMBANG,2022-2023,73236,Swasta,75,7,1
Ilir Timur Iii,SD NEGERI 054 PALEMBANG,2022-2023,73236,Negeri,373,19,12
Ilir Timur Iii,SD NEGERI 055 PALEMBANG,2022-2023,73236,Negeri,686,31,24
Ilir Timur Iii,SD NEGERI 056 PALEMBANG,2022-2023,73236,Negeri,180,8,7
Ilir Timur Iii,SD NEGERI 057 PALEMBANG,2022-2023,73236,Negeri,497,27,20
Ilir Timur Iii,SD NEGERI 059 PALEMBANG,2022-2023,73236,Negeri,338,14,12
Ilir Timur Iii,SD NEGERI 060 PALEMBANG,2022-2023,73236,Negeri,412,18,18
Ilir Timur Iii,SD NEGERI 061 PALEMBANG,2022-2023,73236,Negeri,279,15,12
Ilir Timur Iii,SD YAYASAN IBA PALEMBANG,2022-2023,73236,Swasta,432,35,18
Ilir Timur Iii,SD BETHESDA,2023-2024,74431,Swasta,105,10,6
Ilir Timur Iii,SD IGNATIUS GLOBAL SCHOOL PALEMBANG,2023-2024,74431,Swasta,478,27,17
Ilir Timur Iii,SD INDRIASANA PALEMBANG,2023-2024,74431,Swasta,323,17,13
Ilir Timur Iii,SD IT KAMILIYAH PALEMBANG,2023-2024,74431,Swasta,184,19,8
Ilir Timur Iii,SD IT MUTIARA AZZAM PALEMBANG,2023-2024,74431,Swasta,143,15,6
Ilir Timur Iii,SD KARYA DHARMA BHAKTI 01 PALEMBANG,2023-2024,74431,Swasta,115,5,6
Ilir Timur Iii,SD KUSUMA BANGSA PALEMBANG,2023-2024,74431,Swasta,444,17,17
Ilir Timur Iii,SD MAITREYAWIRA PALEMBANG,2023-2024,74431,Swasta,803,53,30
Ilir Timur Iii,SD MARANATHA PALEMBANG,2023-2024,74431,Swasta,64,6,6
Ilir Timur Iii,SD NEGERI 054 PALEMBANG,2023-2024,74431,Negeri,368,17,12
Ilir Timur Iii,SD NEGERI 055 PALEMBANG,2023-2024,74431,Negeri,676,32,24
Ilir Timur Iii,SD NEGERI 056 PALEMBANG,2023-2024,74431,Negeri,162,10,6
Ilir Timur Iii,SD NEGERI 057 PALEMBANG,2023-2024,74431,Negeri,481,24,19
Ilir Timur Iii,SD NEGERI 059 PALEMBANG,2023-2024,74431,Negeri,344,16,12
Ilir Timur Iii,SD NEGERI 060 PALEMBANG,2023-2024,74431,Negeri,405,19,14
Ilir Timur Iii,SD NEGERI 061 PALEMBANG,2023-2024,74431,Negeri,290,18,12
Ilir Timur Iii,SD YAYASAN IBA PALEMBANG,2023-2024,74431,Swasta,411,29,16
Ilir Timur Iii,SD BETHESDA,2024-2025,74562,Swasta,171,13,8
Ilir Timur Iii,SD IGNATIUS GLOBAL SCHOOL PALEMBANG,2024-2025,74562,Swasta,479,27,17
Ilir Timur Iii,SD INDRIASANA PALEMBANG,2024-2025,74562,Swasta,282,16,12
Ilir Timur Iii,SD IT KAMILIYAH PALEMBANG,2024-2025,74562,Swasta,180,16,9
Ilir Timur Iii,SD IT MUTIARA AZZAM PALEMBANG,2024-2025,74562,Swasta,140,15,6
Ilir Timur Iii,SD KARYA DHARMA BHAKTI 01 PALEMBANG,2024-2025,74562,Swasta,112,5,6
Ilir Timur Iii,SD KUSUMA BANGSA PALEMBANG,2024-2025,74562,Swasta,545,24,20
Ilir Timur Iii,SD MAITREYAWIRA PALEMBANG,2024-2025,74562,Swasta,830,54,30
Ilir Timur Iii,SD MARANATHA PALEMBANG,2024-2025,74562,Swasta,55,7,6
Ilir Timur Iii,SD NEGERI 054 PALEMBANG,2024-2025,74562,Negeri,353,19,13
Ilir Timur Iii,SD NEGERI 055 PALEMBANG,2024-2025,74562,Negeri,665,33,24
Ilir Timur Iii,SD NEGERI 056 PALEMBANG,2024-2025,74562,Negeri,161,9,6
Ilir Timur Iii,SD NEGERI 057 PALEMBANG,2024-2025,74562,Negeri,476,24,19
Ilir Timur Iii,SD NEGERI 059 PALEMBANG,2024-2025,74562,Negeri,334,16,12
Ilir Timur Iii,SD NEGERI 060 PALEMBANG,2024-2025,74562,Negeri,402,19,14
Ilir Timur Iii,SD NEGERI 061 PALEMBANG,2024-2025,74562,Negeri,291,16,12
Ilir Timur Iii,SD YAYASAN IBA PALEMBANG,2024-2025,74562,Swasta,393,28,18
Jakabaring,SD ALAM PALEMBANG,2019-2020,93271,Swasta,72,8,6
Jakabaring,SD EMPAT TUNGGAL PALEMBANG,2019-2020,93271,Swasta,58,3,6
Jakabaring,SD ISLAM AL ALIFAH PALEMBANG,2019-2020,93271,Swasta,567,22,24
Jakabaring,SD ISLAM AL-AZHAR SRIWIJAYA,2019-2020,93271,Swasta,165,8,8
Jakabaring,SD KEMALA BHAYANGKARI 1 PALEMBANG,2019-2020,93271,Swasta,204,7,6
Jakabaring,SD MAITREYAWIRA OPI,2019-2020,93271,Swasta,0,3,0
Jakabaring,SD METHODIST 03 PALEMBANG,2019-2020,93271,Swasta,94,6,6
Jakabaring,SD MUHAMMADIYAH 07 PALEMBANG,2019-2020,93271,Swasta,78,6,6
Jakabaring,SD NEGERI 079 PALEMBANG,2019-2020,93271,Negeri,1284,55,43
Jakabaring,SD NEGERI 080 PALEMBANG,2019-2020,93271,Negeri,337,16,13
Jakabaring,SD NEGERI 081 PALEMBANG,2019-2020,93271,Negeri,1201,48,36
Jakabaring,SD NEGERI 082 PALEMBANG,2019-2020,93271,Negeri,262,12,9
Jakabaring,SD NEGERI 083 PALEMBANG,2019-2020,93271,Negeri,740,31,26
Jakabaring,SD NEGERI 084 PALEMBANG,2019-2020,93271,Negeri,225,9,8
Jakabaring,SD NEGERI 085 PALEMBANG,2019-2020,93271,Negeri,119,51,42
Jakabaring,SD NEGERI 086 PALEMBANG,2019-2020,93271,Negeri,136,6,6
Jakabaring,SD NEGERI 087 PALEMBANG,2019-2020,93271,Negeri,620,27,22
Jakabaring,SD NEGERI 088 PALEMBANG,2019-2020,93271,Negeri,1149,56,40
Jakabaring,SD NEGERI 089 PALEMBANG,2019-2020,93271,Negeri,429,20,16
Jakabaring,SD PADMAJAYA PALEMBANG,2019-2020,93271,Swasta,129,9,6
Jakabaring,SD ALAM PALEMBANG,2020-2021,90415,Swasta,81,11,6
Jakabaring,SD EMPAT TUNGGAL PALEMBANG,2020-2021,90415,Swasta,43,6,5
Jakabaring,SD ISLAM AL ALIFAH PALEMBANG,2020-2021,90415,Swasta,603,26,25
Jakabaring,SD ISLAM AL-AZHAR SRIWIJAYA,2020-2021,90415,Swasta,178,9,9
Jakabaring,SD KEMALA BHAYANGKARI 1 PALEMBANG,2020-2021,90415,Swasta,200,7,6
Jakabaring,SD MAITREYAWIRA OPI,2020-2021,90415,Swasta,60,7,5
Jakabaring,SD METHODIST 03 PALEMBANG,2020-2021,90415,Swasta,93,8,6
Jakabaring,SD MUHAMMADIYAH 07 PALEMBANG,2020-2021,90415,Swasta,72,6,6
Jakabaring,SD NEGERI 079 PALEMBANG,2020-2021,90415,Negeri,125,53,43
Jakabaring,SD NEGERI 080 PALEMBANG,2020-2021,90415,Negeri,343,14,12
Jakabaring,SD NEGERI 081 PALEMBANG,2020-2021,90415,Negeri,1123,46,35
Jakabaring,SD NEGERI 082 PALEMBANG,2020-2021,90415,Negeri,279,12,10
Jakabaring,SD NEGERI 083 PALEMBANG,2020-2021,90415,Negeri,761,30,26
Jakabaring,SD NEGERI 084 PALEMBANG,2020-2021,90415,Negeri,222,9,8
Jakabaring,SD NEGERI 085 PALEMBANG,2020-2021,90415,Negeri,1195,52,41
Jakabaring,SD NEGERI 086 PALEMBANG,2020-2021,90415,Negeri,143,7,6
Jakabaring,SD NEGERI 087 PALEMBANG,2020-2021,90415,Negeri,622,27,21
Jakabaring,SD NEGERI 088 PALEMBANG,2020-2021,90415,Negeri,1083,51,39
Jakabaring,SD NEGERI 089 PALEMBANG,2020-2021,90415,Negeri,449,22,16
Jakabaring,SD PADMAJAYA PALEMBANG,2020-2021,90415,Swasta,127,11,6
Jakabaring,SD ALAM PALEMBANG,2021-2022,90882,Swasta,105,12,6
Jakabaring,SD EMPAT TUNGGAL PALEMBANG,2021-2022,90882,Swasta,37,4,5
Jakabaring,SD ISLAM AL ALIFAH PALEMBANG,2021-2022,90882,Swasta,590,30,25
Jakabaring,SD ISLAM AL-AZHAR SRIWIJAYA,2021-2022,90882,Swasta,184,10,9
Jakabaring,SD KEMALA BHAYANGKARI 1 PALEMBANG,2021-2022,90882,Swasta,177,7,6
Jakabaring,SD MAITREYAWIRA OPI,2021-2022,90882,Swasta,76,8,6
Jakabaring,SD METHODIST 03 PALEMBANG,2021-2022,90882,Swasta,82,6,6
Jakabaring,SD MUHAMMADIYAH 07 PALEMBANG,2021-2022,90882,Swasta,63,6,6
Jakabaring,SD NEGERI 079 PALEMBANG,2021-2022,90882,Negeri,1157,52,41
Jakabaring,SD NEGERI 080 PALEMBANG,2021-2022,90882,Negeri,330,14,12
Jakabaring,SD NEGERI 081 PALEMBANG,2021-2022,90882,Negeri,1109,44,35
Jakabaring,SD NEGERI 082 PALEMBANG,2021-2022,90882,Negeri,282,13,11
Jakabaring,SD NEGERI 083 PALEMBANG,2021-2022,90882,Negeri,751,29,25
Jakabaring,SD NEGERI 084 PALEMBANG,2021-2022,90882,Negeri,213,10,8
Jakabaring,SD NEGERI 085 PALEMBANG,2021-2022,90882,Negeri,1137,44,38
Jakabaring,SD NEGERI 086 PALEMBANG,2021-2022,90882,Negeri,153,8,6
Jakabaring,SD NEGERI 087 PALEMBANG,2021-2022,90882,Negeri,623,24,21
Jakabaring,SD NEGERI 088 PALEMBANG,2021-2022,90882,Negeri,1029,48,37
Jakabaring,SD NEGERI 089 PALEMBANG,2021-2022,90882,Negeri,434,24,17
Jakabaring,SD PADMAJAYA PALEMBANG,2021-2022,90882,Swasta,129,9,6
Jakabaring,SD ALAM PALEMBANG,2022-2023,92246,Swasta,122,9,6
Jakabaring,SD EMPAT TUNGGAL PALEMBANG,2022-2023,92246,Swasta,57,4,6
Jakabaring,SD ISLAM AL ALIFAH PALEMBANG,2022-2023,92246,Swasta,591,37,26
Jakabaring,SD ISLAM AL-AZHAR SRIWIJAYA,2022-2023,92246,Swasta,214,14,9
Jakabaring,SD KEMALA BHAYANGKARI 1 PALEMBANG,2022-2023,92246,Swasta,161,7,6
Jakabaring,SD MAITREYAWIRA OPI,2022-2023,92246,Swasta,104,8,7
Jakabaring,SD METHODIST 03 PALEMBANG,2022-2023,92246,Swasta,81,7,6
Jakabaring,SD MUHAMMADIYAH 07 PALEMBANG,2022-2023,92246,Swasta,74,6,6
Jakabaring,SD NEGERI 079 PALEMBANG,2022-2023,92246,Negeri,1162,50,37
Jakabaring,SD NEGERI 080 PALEMBANG,2022-2023,92246,Negeri,341,14,12
Jakabaring,SD NEGERI 081 PALEMBANG,2022-2023,92246,Negeri,1123,44,34
Jakabaring,SD NEGERI 082 PALEMBANG,2022-2023,92246,Negeri,276,13,11
Jakabaring,SD NEGERI 083 PALEMBANG,2022-2023,92246,Negeri,756,29,24
Jakabaring,SD NEGERI 084 PALEMBANG,2022-2023,92246,Negeri,198,9,8
Jakabaring,SD NEGERI 085 PALEMBANG,2022-2023,92246,Negeri,1067,42,36
Jakabaring,SD NEGERI 086 PALEMBANG,2022-2023,92246,Negeri,163,9,6
Jakabaring,SD NEGERI 087 PALEMBANG,2022-2023,92246,Negeri,628,27,21
Jakabaring,SD NEGERI 088 PALEMBANG,2022-2023,92246,Negeri,101,44,34
Jakabaring,SD NEGERI 089 PALEMBANG,2022-2023,92246,Negeri,433,26,18
Jakabaring,SD PADMAJAYA PALEMBANG,2022-2023,92246,Swasta,125,9,6
Jakabaring,SD ALAM PALEMBANG,2023-2024,9383,Swasta,120,7,6
Jakabaring,SD EMPAT TUNGGAL PALEMBANG,2023-2024,9383,Swasta,62,2,6
Jakabaring,SD ISLAM AL ALIFAH PALEMBANG,2023-2024,9383,Swasta,546,26,23
Jakabaring,SD ISLAM AL-AZHAR SRIWIJAYA,2023-2024,9383,Swasta,212,14,9
Jakabaring,SD ITBINA ILMI JAKA BARING,2023-2024,9383,Swasta,0,6,0
Jakabaring,SD KEMALA BHAYANGKARI 1 PALEMBANG,2023-2024,9383,Swasta,175,5,6
Jakabaring,SD MAITREYAWIRA OPI,2023-2024,9383,Swasta,125,8,7
Jakabaring,SD METHODIST 03 PALEMBANG,2023-2024,9383,Swasta,78,6,6
Jakabaring,SD MUHAMMADIYAH 07 PALEMBANG,2023-2024,9383,Swasta,75,4,6
Jakabaring,SD NEGERI 079 PALEMBANG,2023-2024,9383,Negeri,1157,48,37
Jakabaring,SD NEGERI 080 PALEMBANG,2023-2024,9383,Negeri,367,16,12
Jakabaring,SD NEGERI 081 PALEMBANG,2023-2024,9383,Negeri,1122,47,36
Jakabaring,SD NEGERI 082 PALEMBANG,2023-2024,9383,Negeri,269,14,11
Jakabaring,SD NEGERI 083 PALEMBANG,2023-2024,9383,Negeri,743,32,24
Jakabaring,SD NEGERI 084 PALEMBANG,2023-2024,9383,Negeri,215,7,8
Jakabaring,SD NEGERI 085 PALEMBANG,2023-2024,9383,Negeri,1046,48,37
Jakabaring,SD NEGERI 086 PALEMBANG,2023-2024,9383,Negeri,157,8,6
Jakabaring,SD NEGERI 087 PALEMBANG,2023-2024,9383,Negeri,653,31,22
Jakabaring,SD NEGERI 088 PALEMBANG,2023-2024,9383,Negeri,1012,46,35
Jakabaring,SD NEGERI 089 PALEMBANG,2023-2024,9383,Negeri,440,25,18
Jakabaring,SD PADMAJAYA PALEMBANG,2023-2024,9383,Swasta,116,8,6
Jakabaring,SD ALAM PALEMBANG,2024-2025,94583,Swasta,111,9,6
Jakabaring,SD EMPAT TUNGGAL PALEMBANG,2024-2025,94583,Swasta,44,2,6
Jakabaring,SD ISLAM AL ALIFAH PALEMBANG,2024-2025,94583,Swasta,559,33,23
Jakabaring,SD ISLAM AL-AZHAR SRIWIJAYA,2024-2025,94583,Swasta,216,20,12
Jakabaring,SD ITBINA ILMI JAKA BARING,2024-2025,94583,Swasta,116,12,9
Jakabaring,SD KEMALA BHAYANGKARI 1 PALEMBANG,2024-2025,94583,Swasta,161,4,6
Jakabaring,SD MAITREYAWIRA OPI,2024-2025,94583,Swasta,130,7,8
Jakabaring,SD METHODIST 03 PALEMBANG,2024-2025,94583,Swasta,70,7,6
Jakabaring,SD MUHAMMADIYAH 07 PALEMBANG,2024-2025,94583,Swasta,79,8,6
Jakabaring,SD NEGERI 079 PALEMBANG,2024-2025,94583,Negeri,1143,45,37
Jakabaring,SD NEGERI 080 PALEMBANG,2024-2025,94583,Negeri,334,15,12
Jakabaring,SD NEGERI 081 PALEMBANG,2024-2025,94583,Negeri,1175,49,38
Jakabaring,SD NEGERI 082 PALEMBANG,2024-2025,94583,Negeri,309,14,11
Jakabaring,SD NEGERI 083 PALEMBANG,2024-2025,94583,Negeri,698,29,24
Jakabaring,SD NEGERI 084 PALEMBANG,2024-2025,94583,Negeri,219,10,9
Jakabaring,SD NEGERI 085 PALEMBANG,2024-2025,94583,Negeri,1048,48,38
Jakabaring,SD NEGERI 086 PALEMBANG,2024-2025,94583,Negeri,160,8,6
Jakabaring,SD NEGERI 087 PALEMBANG,2024-2025,94583,Negeri,647,33,22
Jakabaring,SD NEGERI 088 PALEMBANG,2024-2025,94583,Negeri,968,46,34
Jakabaring,SD NEGERI 089 PALEMBANG,2024-2025,94583,Negeri,465,26,18
Jakabaring,SD PADMAJAYA PALEMBANG,2024-2025,94583,Swasta,120,10,6
Kalidoni,SD ISLAM DARUSSALAM,2019-2020,112932,Swasta,529,19,18
Kalidoni,SD IT AR RIDHO PALEMBANG,2019-2020,112932,Swasta,215,19,11
Kalidoni,SD IT PERMATA HATI,2019-2020,112932,Swasta,141,12,8
Kalidoni,SD IT PRIMA INSANI,2019-2020,112932,Swasta,102,9,5
Kalidoni,SD MUHAMMADIYAH 04 PALEMBANG,2019-2020,112932,Swasta,288,13,11
Kalidoni,SD MY SCHOOL PALEMBANG,2019-2020,112932,Swasta,92,4,6
Kalidoni,SD NEGERI 167 PALEMBANG,2019-2020,112932,Negeri,331,16,12
Kalidoni,SD NEGERI 168 PALEMBANG,2019-2020,112932,Negeri,452,22,16
Kalidoni,SD NEGERI 169 PALEMBANG,2019-2020,112932,Negeri,448,17,14
Kalidoni,SD NEGERI 170 PALEMBANG,2019-2020,112932,Negeri,511,20,16
Kalidoni,SD NEGERI 171 PALEMBANG,2019-2020,112932,Negeri,378,17,12
Kalidoni,SD NEGERI 172 PALEMBANG,2019-2020,112932,Negeri,120,10,6
Kalidoni,SD NEGERI 173 PALEMBANG,2019-2020,112932,Negeri,248,12,10
Kalidoni,SD NEGERI 174 PALEMBANG,2019-2020,112932,Negeri,286,10,11
Kalidoni,SD NEGERI 175 PALEMBANG,2019-2020,112932,Negeri,211,12,8
Kalidoni,SD NEGERI 176 PALEMBANG,2019-2020,112932,Negeri,917,30,28
Kalidoni,SD NEGERI 177 PALEMBANG,2019-2020,112932,Negeri,466,17,15
Kalidoni,SD NEGERI 178 PALEMBANG,2019-2020,112932,Negeri,193,10,8
Kalidoni,SD NEGERI 179 PALEMBANG,2019-2020,112932,Negeri,302,14,12
Kalidoni,SD NEGERI 180 PALEMBANG,2019-2020,112932,Negeri,402,17,14
Kalidoni,SD NEGERI 181 PALEMBANG,2019-2020,112932,Negeri,416,19,15
Kalidoni,SD NEGERI 182 PALEMBANG,2019-2020,112932,Negeri,539,22,18
Kalidoni,SD NEGERI 183 PALEMBANG,2019-2020,112932,Negeri,367,15,12
Kalidoni,SD NEGERI 184 PALEMBANG,2019-2020,112932,Negeri,864,29,24
Kalidoni,SD NEGERI 185 PALEMBANG,2019-2020,112932,Negeri,493,18,17
Kalidoni,SD NEGERI 186 PALEMBANG,2019-2020,112932,Negeri,523,17,16
Kalidoni,SD NEGERI 187 PALEMBANG,2019-2020,112932,Negeri,569,21,17
Kalidoni,SD NEGERI 188 PALEMBANG,2019-2020,112932,Negeri,252,11,9
Kalidoni,SD NEGERI 189 PALEMBANG,2019-2020,112932,Negeri,370,15,13
Kalidoni,SD NEGERI 190 PALEMBANG,2019-2020,112932,Negeri,571,23,19
Kalidoni,SD NEGERI 191 PALEMBANG,2019-2020,112932,Negeri,198,10,7
Kalidoni,SD NEGERI 192 PALEMBANG,2019-2020,112932,Negeri,108,9,6
Kalidoni,SD NEGERI 193 PALEMBANG,2019-2020,112932,Negeri,139,10,6
Kalidoni,SD NEGERI 194 PALEMBANG,2019-2020,112932,Negeri,64,7,6
Kalidoni,SD PARAMOUNT PALEMBANG,2019-2020,112932,Swasta,354,23,18
Kalidoni,SD PLUS DITAWIJAYA PALEMBANG,2019-2020,112932,Swasta,142,9,7
Kalidoni,SD PUSRI PALEMBANG,2019-2020,112932,Swasta,681,32,28
Kalidoni,SD ISLAM DARUSSALAM,2020-2021,122474,Swasta,545,19,18
Kalidoni,SD ISLAM FAZA,2020-2021,122474,Swasta,173,4,8
Kalidoni,SD IT AR RIDHO PALEMBANG,2020-2021,122474,Swasta,190,19,10
Kalidoni,SD IT PERMATA HATI,2020-2021,122474,Swasta,141,12,7
Kalidoni,SD IT PRIMA INSANI,2020-2021,122474,Swasta,117,7,6
Kalidoni,SD MUHAMMADIYAH 04 PALEMBANG,2020-2021,122474,Swasta,269,12,11
Kalidoni,SD MY SCHOOL PALEMBANG,2020-2021,122474,Swasta,65,8,6
Kalidoni,SD NEGERI 167 PALEMBANG,2020-2021,122474,Negeri,307,13,12
Kalidoni,SD NEGERI 168 PALEMBANG,2020-2021,122474,Negeri,447,20,16
Kalidoni,SD NEGERI 169 PALEMBANG,2020-2021,122474,Negeri,466,14,14
Kalidoni,SD NEGERI 170 PALEMBANG,2020-2021,122474,Negeri,454,19,15
Kalidoni,SD NEGERI 171 PALEMBANG,2020-2021,122474,Negeri,357,15,12
Kalidoni,SD NEGERI 172 PALEMBANG,2020-2021,122474,Negeri,107,10,6
Kalidoni,SD NEGERI 173 PALEMBANG,2020-2021,122474,Negeri,229,13,10
Kalidoni,SD NEGERI 174 PALEMBANG,2020-2021,122474,Negeri,283,13,11
Kalidoni,SD NEGERI 175 PALEMBANG,2020-2021,122474,Negeri,239,8,9
Kalidoni,SD NEGERI 176 PALEMBANG,2020-2021,122474,Negeri,874,33,27
Kalidoni,SD NEGERI 177 PALEMBANG,2020-2021,122474,Negeri,483,17,16
Kalidoni,SD NEGERI 178 PALEMBANG,2020-2021,122474,Negeri,208,8,9
Kalidoni,SD NEGERI 179 PALEMBANG,2020-2021,122474,Negeri,291,14,12
Kalidoni,SD NEGERI 180 PALEMBANG,2020-2021,122474,Negeri,397,18,14
Kalidoni,SD NEGERI 181 PALEMBANG,2020-2021,122474,Negeri,432,18,16
Kalidoni,SD NEGERI 182 PALEMBANG,2020-2021,122474,Negeri,514,22,18
Kalidoni,SD NEGERI 183 PALEMBANG,2020-2021,122474,Negeri,364,17,12
Kalidoni,SD NEGERI 184 PALEMBANG,2020-2021,122474,Negeri,858,25,24
Kalidoni,SD NEGERI 185 PALEMBANG,2020-2021,122474,Negeri,494,17,17
Kalidoni,SD NEGERI 186 PALEMBANG,2020-2021,122474,Negeri,560,16,18
Kalidoni,SD NEGERI 187 PALEMBANG,2020-2021,122474,Negeri,543,19,16
Kalidoni,SD NEGERI 188 PALEMBANG,2020-2021,122474,Negeri,273,11,10
Kalidoni,SD NEGERI 189 PALEMBANG,2020-2021,122474,Negeri,440,14,15
Kalidoni,SD NEGERI 190 PALEMBANG,2020-2021,122474,Negeri,553,23,19
Kalidoni,SD NEGERI 191 PALEMBANG,2020-2021,122474,Negeri,199,10,7
Kalidoni,SD NEGERI 192 PALEMBANG,2020-2021,122474,Negeri,113,7,6
Kalidoni,SD NEGERI 193 PALEMBANG,2020-2021,122474,Negeri,156,9,7
Kalidoni,SD NEGERI 194 PALEMBANG,2020-2021,122474,Negeri,67,7,6
Kalidoni,SD PARAMOUNT PALEMBANG,2020-2021,122474,Swasta,324,26,14
Kalidoni,SD PLUS DITAWIJAYA PALEMBANG,2020-2021,122474,Swasta,156,13,8
Kalidoni,SD PUSRI PALEMBANG,2020-2021,122474,Swasta,670,40,26
Kalidoni,SD ISLAM DARUSSALAM,2021-2022,124248,Swasta,522,20,18
Kalidoni,SD ISLAM FAZA,2021-2022,124248,Swasta,208,4,10
Kalidoni,SD ISLAM TERPADU AL MUBAROK,2021-2022,124248,Swasta,0,0,0
Kalidoni,SD IT AR RIDHO PALEMBANG,2021-2022,124248,Swasta,161,15,7
Kalidoni,SD IT PERMATA HATI,2021-2022,124248,Swasta,151,14,7
Kalidoni,SD IT PRIMA INSANI,2021-2022,124248,Swasta,126,5,6
Kalidoni,SD MUHAMMADIYAH 04 PALEMBANG,2021-2022,124248,Swasta,262,11,10
Kalidoni,SD MY SCHOOL PALEMBANG,2021-2022,124248,Swasta,53,9,6
Kalidoni,SD NEGERI 167 PALEMBANG,2021-2022,124248,Negeri,285,14,12
Kalidoni,SD NEGERI 168 PALEMBANG,2021-2022,124248,Negeri,415,20,15
Kalidoni,SD NEGERI 169 PALEMBANG,2021-2022,124248,Negeri,434,16,12
Kalidoni,SD NEGERI 170 PALEMBANG,2021-2022,124248,Negeri,431,17,14
Kalidoni,SD NEGERI 171 PALEMBANG,2021-2022,124248,Negeri,349,17,12
Kalidoni,SD NEGERI 172 PALEMBANG,2021-2022,124248,Negeri,81,7,6
Kalidoni,SD NEGERI 173 PALEMBANG,2021-2022,124248,Negeri,242,13,10
Kalidoni,SD NEGERI 174 PALEMBANG,2021-2022,124248,Negeri,296,15,12
Kalidoni,SD NEGERI 175 PALEMBANG,2021-2022,124248,Negeri,265,8,8
Kalidoni,SD NEGERI 176 PALEMBANG,2021-2022,124248,Negeri,817,34,26
Kalidoni,SD NEGERI 177 PALEMBANG,2021-2022,124248,Negeri,484,20,17
Kalidoni,SD NEGERI 178 PALEMBANG,2021-2022,124248,Negeri,239,10,10
Kalidoni,SD NEGERI 179 PALEMBANG,2021-2022,124248,Negeri,294,16,12
