Kecamatan,Nama Sekolah,Tahun,Jumlah Penduduk,Status,Siswa,Guru,Rombel,Jumlah Sekolah
ilir barat I,SD NEGERI 001 PALEMBANG,2021-2022,142,Negeri,595,27,22,39
ilir barat I,SD NEGERI 002 PALEMBANG,2021-2022,142,Negeri,685,27,20,39
ilir barat I,SD NEGERI 003 PALEMBANG,2021-2022,142,Negeri,114,10,6,39
ilir barat I,SD NEGERI 004 PALEMBANG,2021-2022,142,Negeri,521,14,18,39
ilir barat I,SD NEGERI 005 PALEMBANG,2021-2022,142,Negeri,285,16,12,39
ilir barat I,SD NEGERI 006 PALEMBANG,2021-2022,142,Negeri,419,13,16,39
ilir barat I,SD NEGERI 007 PALEMBANG,2021-2022,142,Negeri,209,9,7,39
ilir barat I,SD NEGERI 008 PALEMBANG,2021-2022,142,Negeri,140,7,6,39
ilir barat I,SD NEGERI 009 PALEMBANG,2021-2022,142,Negeri,268,17,12,39
ilir barat I,SD NEGERI 010 PALEMBANG,2021-2022,142,Negeri,131,8,6,39
ilir barat I,SD NEGERI 011 PALEMBANG,2021-2022,142,Negeri,505,20,18,39
ilir barat I,SD NEGERI 012 PALEMBANG,2021-2022,142,Negeri,475,21,16,39
ilir barat I,SD NEGERI 013 PALEMBANG,2021-2022,142,Negeri,608,26,19,39
ilir barat I,SD NEGERI 014 PALEMBANG,2021-2022,142,Negeri,453,18,15,39
ilir barat I,SD NEGERI 015 PALEMBANG,2021-2022,142,Negeri,328,14,12,39
ilir barat I,SD NEGERI 016 PALEMBANG,2021-2022,142,Negeri,289,15,12,39
ilir barat I,SD NEGERI 017 PALEMBANG,2021-2022,142,Negeri,414,23,17,39
ilir barat I,SD NEGERI 018 PALEMBANG,2021-2022,142,Negeri,162,11,9,39
ilir barat I,SD NEGERI 019 PALEMBANG,2021-2022,142,Negeri,309,12,12,39
ilir barat I,SD NEGERI 020 PALEMBANG,2021-2022,142,Negeri,76,8,6,39
ilir barat I,SD NEGERI 021 PALEMBANG,2021-2022,142,Negeri,471,23,18,39
ilir barat I,SD NEGERI 022 PALEMBANG,2021-2022,142,Negeri,185,12,8,39
ilir barat I,SD NEGERI 023 PALEMBANG,2021-2022,142,Negeri,637,30,22,39
ilir barat I,SD NEGERI 024 PALEMBANG,2021-2022,142,Negeri,549,17,16,39
ilir barat I,SD NEGERI 025 PALEMBANG,2021-2022,142,Negeri,662,28,21,39
ilir barat I,SD NEGERI 026 PALEMBANG,2021-2022,142,Negeri,301,14,12,39
ilir barat I,SD NEGERI 027 PALEMBANG,2021-2022,142,Negeri,175,11,8,39
ilir barat I,SD NEGERI 028 PALEMBANG,2021-2022,142,Negeri,328,15,12,39
ilir barat I,SD NEGERI 029 PALEMBANG,2021-2022,142,Negeri,96,6,6,39
ilir barat I,SD PALEMBANG HARAPAN,2021-2022,142,Swasta,438,21,18,39
ilir barat I,SD ADVENT II PALEMBANG,2022-2023,144,Swasta,83,6,6,41
ilir barat I,SD GLOBAL TALENT ISLAMIC SCHOOL & STUDIO,2022-2023,144,Swasta,107,8,6,41
ilir barat I,SD HARAPAN MANDIRI PALEMBANG,2022-2023,144,Swasta,124,6,6,41
ilir barat I,SD HIGHSCOPE INDONESIA,2022-2023,144,Swasta,41,7,6,41
ilir barat I,SD ISLAM AL ASRI PALEMBANG,2022-2023,144,Swasta,0,0,0,41
