Kecamatan,Nama Sekolah,Tahun,Jumlah Penduduk,Status,Siswa,Guru,Rombel,Jumlah Sekolah
kemuning,SD NEGERI 160 PALEMBANG,2021-2022,81,Negeri,1034,37,28,23
kemuning,SD NEGERI 161 PALEMBANG,2021-2022,81,Negeri,426,18,15,23
kemuning,SD NEGERI 162 PALEMBANG,2021-2022,81,Negeri,334,19,12,23
kemuning,SD NEGERI 163 PALEMBANG,2021-2022,81,Negeri,571,28,20,23
kemuning,SD NEGERI 164 PALEMBANG,2021-2022,81,Negeri,855,31,24,23
kemuning,SD NEGERI 165 PALEMBANG,2021-2022,81,Negeri,353,14,12,23
kemuning,SD NEGERI 166 PALEMBANG,2021-2022,81,Negeri,377,17,12,23
kemuning,SD NUSA INDAH,2021-2022,81,Swasta,30,2,2,23
kemuning,SD TULUS BAKTI PALEMBANG,2021-2022,81,Swasta,86,6,6,23
kemuning,SD BAPTIS PALEMBANG,2022-2023,81,Swasta,716,48,27,23
kemuning,SD DHARMA JAYA PALEMBANG,2022-2023,81,Swasta,85,7,6,23
kemuning,SD ISLAM AL FURQON PALEMBANG,2022-2023,81,Swasta,805,62,29,23
kemuning,SD ISLAM AL-AZHAR CAIRO PALEMBANG INDONESIA,2022-2023,81,Swasta,783,75,30,23
kemuning,SD IT NURUL IMAN PALEMBANG,2022-2023,81,Swasta,234,15,12,23
kemuning,SD KARTIKA II 02 PALEMBANG,2022-2023,81,Swasta,414,25,17,23
kemuning,SD METHODIST 01 PALEMBANG,2022-2023,81,Swasta,428,17,16,23
kemuning,SD MITRA PENABUR PALEMBANG,2022-2023,81,Swasta,195,17,11,23
kemuning,SD MUHAMMADIYAH 06 PALEMBANG,2022-2023,81,Swasta,888,49,30,23
kemuning,SD MUHAMMADIYAH 14 PALEMBANG,2022-2023,81,Swasta,771,43,29,23
kemuning,SD NEGERI 156 PALEMBANG,2022-2023,81,Negeri,994,40,32,23
kemuning,SD NEGERI 157 PALEMBANG,2022-2023,81,Negeri,739,33,25,23
kemuning,SD NEGERI 158 PALEMBANG,2022-2023,81,Negeri,337,16,12,23
kemuning,SD NEGERI 159 PALEMBANG,2022-2023,81,Negeri,274,15,12,23
kemuning,SD NEGERI 160 PALEMBANG,2022-2023,81,Negeri,992,37,28,23
kemuning,SD NEGERI 161 PALEMBANG,2022-2023,81,Negeri,458,14,15,23
kemuning,SD NEGERI 162 PALEMBANG,2022-2023,81,Negeri,328,14,12,23
kemuning,SD NEGERI 163 PALEMBANG,2022-2023,81,Negeri,567,26,20,23
kemuning,SD NEGERI 164 PALEMBANG,2022-2023,81,Negeri,810,27,24,23
kemuning,SD NEGERI 165 PALEMBANG,2022-2023,81,Negeri,343,15,12,23
kemuning,SD NEGERI 166 PALEMBANG,2022-2023,81,Negeri,362,17,13,23
kemuning,SD NUSA INDAH,2022-2023,81,Swasta,40,4,3,23
kemuning,SD TULUS BAKTI PALEMBANG,2022-2023,81,Swasta,71,8,6,23
