Kecamatan,Nama Sekolah,Tahun,Jumlah Penduduk,Status,Siswa,Guru,Rombel,Jumlah Sekolah
ilir timur II,SD NEGERI 053 PALEMBANG,2022-2023,86,Negeri,445,16,13,23
ilir timur II,SD NEGERI 058 PALEMBANG,2022-2023,86,Negeri,480,21,16,23
ilir timur II,SD NEGERI 062 PALEMBANG,2022-2023,86,Negeri,387,19,14,23
ilir timur II,SD NEGERI 063 PALEMBANG,2022-2023,86,Negeri,264,15,12,23
ilir timur II,SD NEGERI 064 PALEMBANG,2022-2023,86,Negeri,305,15,12,23
ilir timur II,SD NEGERI 065 PALEMBANG,2022-2023,86,Negeri,161,14,6,23
ilir timur II,SD SINGAPORE INDONESIAN SCHOOL PALEMBANG,2022-2023,86,Swasta,318,16,13,23
ilir timur II,SD TAMAN SISWA PENDAWA PALEMBANG,2022-2023,86,Swasta,107,5,6,23
ilir timur II,SD TAMAN SISWA SUNGAI BUAH PALEMBANG,2022-2023,86,Swasta,205,10,8,23
ilir timur II,SD XAVERIUS 03 PALEMBANG,2022-2023,86,Swasta,296,15,12,23
ilir timur II,SD BINA WARGA PALEMBANG,2023-2024,85,Swasta,218,12,11,23
ilir timur II,SD IT BINA ILMI LEMABANG PALEMBANG,2023-2024,85,Swasta,422,37,16,23
ilir timur II,SD IT FATHONA LEMABANG,2023-2024,85,Swasta,124,12,7,23
ilir timur II,SD KARTIKA II 01 PALEMBANG,2023-2024,85,Swasta,108,8,6,23
ilir timur II,SD MUHAMMADIYAH 09 PALEMBANG,2023-2024,85,Swasta,287,15,13,23
ilir timur II,SD MUHAMMADIYAH 10 PALEMBANG,2023-2024,85,Swasta,258,11,11,23
ilir timur II,SD NEGERI 046 PALEMBANG,2023-2024,85,Negeri,198,12,8,23
ilir timur II,SD NEGERI 047 PALEMBANG,2023-2024,85,Negeri,678,29,22,23
ilir timur II,SD NEGERI 048 PALEMBANG,2023-2024,85,Negeri,522,34,21,23
ilir timur II,SD NEGERI 049 PALEMBANG,2023-2024,85,Negeri,38,5,4,23
ilir timur II,SD NEGERI 050 PALEMBANG,2023-2024,85,Negeri,589,26,20,23
ilir timur II,SD NEGERI 051 PALEMBANG,2023-2024,85,Negeri,218,14,10,23
ilir timur II,SD NEGERI 052 PALEMBANG,2023-2024,85,Negeri,139,7,6,23
ilir timur II,SD NEGERI 053 PALEMBANG,2023-2024,85,Negeri,443,19,14,23
ilir timur II,SD NEGERI 058 PALEMBANG,2023-2024,85,Negeri,404,22,16,23
ilir timur II,SD NEGERI 062 PALEMBANG,2023-2024,85,Negeri,353,18,14,23
ilir timur II,SD NEGERI 063 PALEMBANG,2023-2024,85,Negeri,243,15,12,23
ilir timur II,SD NEGERI 064 PALEMBANG,2023-2024,85,Negeri,299,17,12,23
